# MEAN_SAMPLE_SIZE = 68464
# TOTAL_GENES = 18910
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:browne_hcm...7         SET      81   -0.0018198  -0.00011885      0.10143      0.50716 Curated_gene_sets:browne_hcmv_infection_16hr_dn
Curated_gene_sets:weston_veg...4         SET      51     -0.26078    -0.013525       0.1387      0.96995 Curated_gene_sets:weston_vegfa_targets_6hr
Curated_gene_sets:bandres_re...6         SET      12      0.19927    0.0050184      0.22029      0.18285 Curated_gene_sets:bandres_response_to_carmustin_without_mgmt_24hr_up
Curated_gene_sets:ramalho_st...1         SET      67      0.26019     0.015461      0.10764    0.0078252 Curated_gene_sets:ramalho_stemness_dn
Curated_gene_sets:ongusaha_t...          SET      33      0.11368    0.0047448      0.15375      0.22984 Curated_gene_sets:ongusaha_tp53_targets
Curated_gene_sets:gentile_uv...7         SET      53    -0.028433   -0.0015032      0.13093      0.58595 Curated_gene_sets:gentile_uv_response_cluster_d4
Curated_gene_sets:rhodes_can...          SET      61     0.029782    0.0016888      0.10121      0.38428 Curated_gene_sets:rhodes_cancer_meta_signature
Curated_gene_sets:lian_lipa_...2         SET      71     -0.03536   -0.0021627      0.10708      0.62938 Curated_gene_sets:lian_lipa_targets_6m
Curated_gene_sets:wu_hbx_tar...1         SET      21     0.043975    0.0014647      0.21422      0.41868 Curated_gene_sets:wu_hbx_targets_1_dn
Curated_gene_sets:harris_hyp...          SET      76     0.098479    0.0062308      0.10053      0.16364 Curated_gene_sets:harris_hypoxia
Curated_gene_sets:ruan_respo...2         SET      37       0.0137   0.00060544      0.15491      0.46476 Curated_gene_sets:ruan_response_to_tnf_troglitazone_dn
Curated_gene_sets:su_salivar...          SET      12      0.15919    0.0040089      0.24063      0.25414 Curated_gene_sets:su_salivary_gland
Curated_gene_sets:browne_hcm...1         SET      54     0.013504   0.00072064      0.11615      0.45372 Curated_gene_sets:browne_hcmv_infection_10hr_dn
Curated_gene_sets:kayo_calor...1         SET      77    -0.020592   -0.0013114     0.091785      0.58876 Curated_gene_sets:kayo_calorie_restriction_muscle_dn
Curated_gene_sets:hendricks_...2         SET      52     -0.19085   -0.0099943      0.12662      0.93412 Curated_gene_sets:hendricks_smarca4_targets_up
Curated_gene_sets:zheng_resp...1         SET      12    -0.069693   -0.0017551      0.26962      0.60198 Curated_gene_sets:zheng_response_to_arsenite_dn
Curated_gene_sets:murakami_u...4         SET      19    -0.052165   -0.0016527      0.19851      0.60364 Curated_gene_sets:murakami_uv_response_6hr_dn
Curated_gene_sets:chen_lvad_...1         SET      43     0.067986    0.0032384      0.13808      0.31123 Curated_gene_sets:chen_lvad_support_of_failing_heart_dn
Curated_gene_sets:ramalho_st...2         SET     187    -0.077703   -0.0076889      0.05951      0.90417 Curated_gene_sets:ramalho_stemness_up
Curated_gene_sets:mariadason...9         SET      13       0.1335    0.0034992      0.22166       0.2735 Curated_gene_sets:mariadason_response_to_curcumin_sulindac_7
Curated_gene_sets:mcdowell_a...2         SET      44     -0.18965   -0.0091376      0.13556      0.91908 Curated_gene_sets:mcdowell_acute_lung_injury_up
Curated_gene_sets:sesto_resp...5         SET      20     -0.32093    -0.010432      0.17516      0.96653 Curated_gene_sets:sesto_response_to_uv_c4
Curated_gene_sets:wang_smarc...1         SET     336    -0.018661   -0.0024653     0.048181      0.65073 Curated_gene_sets:wang_smarce1_targets_dn
Curated_gene_sets:su_testis              SET      73      0.13329    0.0082656      0.10066     0.092748 Curated_gene_sets:su_testis
Curated_gene_sets:traynor_re...1         SET      14     0.095039    0.0025851      0.25247       0.3533 Curated_gene_sets:traynor_rett_syndrom_dn
Curated_gene_sets:sesto_resp...7         SET      38      0.15456    0.0069218       0.1473      0.14702 Curated_gene_sets:sesto_response_to_uv_c6
Curated_gene_sets:mcclung_cr...1         SET      50    -0.065022   -0.0033392      0.13837      0.68079 Curated_gene_sets:mcclung_creb1_targets_dn
Curated_gene_sets:rodwell_ag...2         SET     136     -0.05339   -0.0045116     0.079893      0.74802 Curated_gene_sets:rodwell_aging_kidney_no_blood_dn
Curated_gene_sets:ingram_shh...1         SET       6       0.0425   0.00075694      0.43649      0.46122 Curated_gene_sets:ingram_shh_targets
Curated_gene_sets:suzuki_res...3         SET      17     -0.19812   -0.0059379      0.23792       0.7975 Curated_gene_sets:suzuki_response_to_tsa_and_decitabine_1b
Curated_gene_sets:sesto_resp...3         SET      51     0.083607    0.0043362      0.11734      0.23807 Curated_gene_sets:sesto_response_to_uv_c2
Curated_gene_sets:kaab_heart...2         SET     239    0.0059171   0.00066102     0.057227      0.45882 Curated_gene_sets:kaab_heart_atrium_vs_ventricle_up
Curated_gene_sets:hu_genotox...1         SET      32     -0.14021   -0.0057629      0.14751      0.82906 Curated_gene_sets:hu_genotoxic_damage_24hr
Curated_gene_sets:cui_tcf21_...4         SET      33     0.010681   0.00044582      0.16144      0.47362 Curated_gene_sets:cui_tcf21_targets_up
Curated_gene_sets:hedenfalk_...2         SET      16      0.13261    0.0038557      0.20446      0.25831 Curated_gene_sets:hedenfalk_breast_cancer_bracx_up
Curated_gene_sets:geiss_resp...1         SET      15      0.34033    0.0095817      0.21236     0.054517 Curated_gene_sets:geiss_response_to_dsrna_dn
Curated_gene_sets:cui_tcf21_...1         SET     789    0.0036232   0.00072451     0.033266      0.45664 Curated_gene_sets:cui_tcf21_targets_2_dn
Curated_gene_sets:vietor_ifr...          SET      18     -0.15156   -0.0046739      0.21789      0.75665 Curated_gene_sets:vietor_ifrd1_targets
Curated_gene_sets:pal_prmt5_...2         SET     182    0.0073764   0.00072018     0.062234      0.45283 Curated_gene_sets:pal_prmt5_targets_up
Curated_gene_sets:varela_zmp...1         SET      37     -0.19065    -0.008425      0.13599      0.91952 Curated_gene_sets:varela_zmpste24_targets_dn
Curated_gene_sets:sato_silen...3         SET      40     -0.12913    -0.005933      0.14501       0.8134 Curated_gene_sets:sato_silenced_by_methylation_in_pancreatic_cancer_2
Curated_gene_sets:zhang_resp...2         SET      15     -0.35556     -0.01001      0.23251      0.93688 Curated_gene_sets:zhang_response_to_cantharidin_up
Curated_gene_sets:hedenfalk_...1         SET      19     0.067576     0.002141       0.2035      0.36992 Curated_gene_sets:hedenfalk_breast_cancer_bracx_dn
Curated_gene_sets:jiang_agin...3         SET      33    -0.057738   -0.0024099      0.14647      0.65328 Curated_gene_sets:jiang_aging_hypothalamus_dn
Curated_gene_sets:chang_immo...1         SET      58     0.061264    0.0033878      0.10905      0.28714 Curated_gene_sets:chang_immortalized_by_hpv31_dn
Curated_gene_sets:browne_hcm...15        SET     137     -0.13064    -0.011079     0.075434      0.95834 Curated_gene_sets:browne_hcmv_infection_24hr_dn
Curated_gene_sets:mariadason...5         SET       9     -0.25232   -0.0055035      0.26943      0.82549 Curated_gene_sets:mariadason_response_to_butyrate_curcumin_sulindac_tsa_8
Curated_gene_sets:chiba_resp...3         SET      49    -0.078132   -0.0039722      0.12958      0.72673 Curated_gene_sets:chiba_response_to_tsa_up
Curated_gene_sets:ramaswamy_...1         SET      50      0.19687      0.01011      0.12373     0.055807 Curated_gene_sets:ramaswamy_metastasis_dn
Curated_gene_sets:mody_hippo...1         SET      30      0.38493      0.01532      0.17174     0.012508 Curated_gene_sets:mody_hippocampus_neonatal
Curated_gene_sets:mcclung_co...2         SET      72     -0.12722   -0.0078357       0.1022       0.8934 Curated_gene_sets:mcclung_cocaine_reward_5d
Curated_gene_sets:kayo_aging...2         SET     211     0.076279    0.0080126     0.057773     0.093371 Curated_gene_sets:kayo_aging_muscle_up
Curated_gene_sets:visala_res...2         SET      14      0.20204    0.0054954      0.20091      0.15731 Curated_gene_sets:visala_response_to_heat_shock_and_aging_up
Curated_gene_sets:chuang_oxi...1         SET      11     -0.21639   -0.0052175      0.23215      0.82436 Curated_gene_sets:chuang_oxidative_stress_response_dn
Curated_gene_sets:browne_hcm...5         SET     271      0.05408    0.0064277     0.053135       0.1544 Curated_gene_sets:browne_hcmv_infection_14hr_dn
Curated_gene_sets:delaserna_...1         SET      54     0.087982     0.004695      0.12807      0.24605 Curated_gene_sets:delaserna_myod_targets_dn
Curated_gene_sets:yamazaki_t...2         SET     156    -0.044531    -0.004028       0.0681      0.74341 Curated_gene_sets:yamazaki_tceb3_targets_up
Curated_gene_sets:hu_genotox...3         SET      46     0.050722    0.0024987      0.12293      0.33995 Curated_gene_sets:hu_genotoxin_action_direct_vs_indirect_24hr
Curated_gene_sets:jiang_vhl_...          SET      85     -0.05005   -0.0033482     0.088322      0.71453 Curated_gene_sets:jiang_vhl_targets
Curated_gene_sets:maclachlan...1         SET      15      0.11784    0.0033177       0.2442      0.31471 Curated_gene_sets:maclachlan_brca1_targets_dn
Curated_gene_sets:lee_aging_...1         SET      72      -0.1401   -0.0086286       0.1016      0.91603 Curated_gene_sets:lee_aging_cerebellum_dn
Curated_gene_sets:ehrlich_ic...2         SET      11      0.02652   0.00063946      0.28796      0.46331 Curated_gene_sets:ehrlich_icf_syndrom_up
Curated_gene_sets:browne_int...          SET      63     0.020554    0.0011844      0.11001      0.42589 Curated_gene_sets:browne_interferon_responsive_genes
Curated_gene_sets:mcclung_de...1         SET      45    0.0041537   0.00020239      0.14022      0.48818 Curated_gene_sets:mcclung_delta_fosb_targets_2wk
Curated_gene_sets:cui_tcf21_...3         SET      29      0.16206    0.0063417      0.18233      0.18705 Curated_gene_sets:cui_tcf21_targets_dn
Curated_gene_sets:su_thymus              SET      18     -0.29143   -0.0089872         0.23      0.89743 Curated_gene_sets:su_thymus
Curated_gene_sets:kang_fluor...1         SET      16     -0.15682   -0.0045597      0.19698        0.787 Curated_gene_sets:kang_fluorouracil_resistance_dn
Curated_gene_sets:browne_hcm...28        SET      95      0.12489    0.0088299     0.086739     0.074967 Curated_gene_sets:browne_hcmv_infection_8hr_up
Curated_gene_sets:martinez_r...7         SET      66     -0.01407  -0.00082978      0.10391      0.55385 Curated_gene_sets:martinez_response_to_trabectedin_up
Curated_gene_sets:ji_respons...1         SET      50     0.041906    0.0021521      0.12102      0.36457 Curated_gene_sets:ji_response_to_fsh_dn
Curated_gene_sets:weston_veg...2         SET      26    -0.051335   -0.0019022      0.17613      0.61465 Curated_gene_sets:weston_vegfa_targets_12hr
Curated_gene_sets:krasnosels...2         SET      36    -0.013779  -0.00060064      0.13916      0.53944 Curated_gene_sets:krasnoselskaya_ilf3_targets_up
Curated_gene_sets:chuang_oxi...2         SET      27      0.24038    0.0090769      0.15622     0.061945 Curated_gene_sets:chuang_oxidative_stress_response_up
Curated_gene_sets:natsume_re...1         SET      51    -0.043485   -0.0022553      0.11496      0.64738 Curated_gene_sets:natsume_response_to_interferon_beta_dn
Curated_gene_sets:baelde_dia...2         SET      84      0.12379    0.0082327      0.10032       0.1086 Curated_gene_sets:baelde_diabetic_nephropathy_up
Curated_gene_sets:lindvall_i...2         SET      65      0.18295     0.010708      0.11675     0.058561 Curated_gene_sets:lindvall_immortalized_by_tert_up
Curated_gene_sets:wu_hbx_tar...6         SET      19    -0.020474  -0.00064868      0.19524      0.54176 Curated_gene_sets:wu_hbx_targets_3_up
Curated_gene_sets:wang_cispl...1         SET     211   -0.0074924  -0.00078703     0.058436      0.55101 Curated_gene_sets:wang_cisplatin_response_and_xpc_dn
Curated_gene_sets:murakami_u...5         SET      33    -0.070716   -0.0029516      0.14501      0.68711 Curated_gene_sets:murakami_uv_response_6hr_up
Curated_gene_sets:browne_hcm...13        SET      97    -0.067821   -0.0048451     0.088324      0.77871 Curated_gene_sets:browne_hcmv_infection_20hr_dn
Curated_gene_sets:simbulan_p...2         SET      28     -0.20034   -0.0077034      0.16765      0.88394 Curated_gene_sets:simbulan_parp1_targets_up
Curated_gene_sets:ule_splici...          SET      41    0.0024693   0.00011486      0.14516      0.49321 Curated_gene_sets:ule_splicing_via_nova2
Curated_gene_sets:mariadason...1         SET      37     0.033119    0.0014636      0.14233        0.408 Curated_gene_sets:mariadason_regulated_by_histone_acetylation_dn
Curated_gene_sets:ivanova_he...5         SET     178     0.058442    0.0056435     0.066208       0.1887 Curated_gene_sets:ivanova_hematopoiesis_stem_cell
Curated_gene_sets:kuninger_i...1         SET      42    0.0075243   0.00035422      0.13666      0.47805 Curated_gene_sets:kuninger_igf1_vs_pdgfb_targets_dn
Curated_gene_sets:medina_sma...          SET      36      0.18299     0.007977      0.15018      0.11153 Curated_gene_sets:medina_smarca4_targets
Curated_gene_sets:kang_fluor...2         SET      21     0.037016    0.0012329      0.18081      0.41889 Curated_gene_sets:kang_fluorouracil_resistance_up
Curated_gene_sets:mahajan_re...1         SET      66    -0.035438     -0.00209      0.10918      0.62725 Curated_gene_sets:mahajan_response_to_il1a_dn
Curated_gene_sets:ruan_respo...1         SET      77    0.0049767   0.00031693      0.10229       0.4806 Curated_gene_sets:ruan_response_to_tnf_dn
Curated_gene_sets:blalock_al...4         SET    1564     0.011511    0.0031706     0.022363      0.30337 Curated_gene_sets:blalock_alzheimers_disease_up
Curated_gene_sets:delaserna_...2         SET      85     0.028521    0.0019079     0.092787      0.37928 Curated_gene_sets:delaserna_myod_targets_up
Curated_gene_sets:burton_adi...4         SET      31      0.24934     0.010088      0.16576     0.066272 Curated_gene_sets:burton_adipogenesis_12
Curated_gene_sets:leonard_hy...          SET      42       0.1228     0.005781      0.12433      0.16167 Curated_gene_sets:leonard_hypoxia
Curated_gene_sets:kayo_aging...1         SET     118     -0.14063    -0.011074     0.075052      0.96951 Curated_gene_sets:kayo_aging_muscle_dn
Curated_gene_sets:kaab_faile...2         SET      33    -0.099659   -0.0041597       0.1507      0.74578 Curated_gene_sets:kaab_failed_heart_atrium_up
Curated_gene_sets:inga_tp53_...          SET      16      0.19057    0.0055411      0.22504      0.19856 Curated_gene_sets:inga_tp53_targets
Curated_gene_sets:mariadason...2         SET      61      0.01009   0.00057219      0.10646      0.46225 Curated_gene_sets:mariadason_regulated_by_histone_acetylation_up
Curated_gene_sets:dasu_il6_s...3         SET      30      0.20385    0.0081134      0.17098      0.11659 Curated_gene_sets:dasu_il6_signaling_scar_up
Curated_gene_sets:lindvall_i...1         SET      71     -0.29703    -0.018167      0.11323      0.99564 Curated_gene_sets:lindvall_immortalized_by_tert_dn
Curated_gene_sets:dazard_res...3         SET     114    -0.032656   -0.0025279     0.085308      0.64906 Curated_gene_sets:dazard_response_to_uv_scc_dn
Curated_gene_sets:chiba_resp...1         SET      41     0.054833    0.0025505      0.13084      0.33758 Curated_gene_sets:chiba_response_to_tsa
Curated_gene_sets:rodwell_ag...1         SET     135     -0.11376   -0.0095778     0.078593      0.92611 Curated_gene_sets:rodwell_aging_kidney_dn
Curated_gene_sets:yih_respon...2         SET      14      0.10412    0.0028322      0.23129      0.32629 Curated_gene_sets:yih_response_to_arsenite_c2
Curated_gene_sets:kang_doxor...2         SET      53    -0.061453   -0.0032489      0.10758      0.71607 Curated_gene_sets:kang_doxorubicin_resistance_up
Curated_gene_sets:browne_hcm...21        SET     441     0.031253    0.0047168     0.041412      0.22523 Curated_gene_sets:browne_hcmv_infection_48hr_dn
Curated_gene_sets:browne_hcm...22        SET     171     0.060678    0.0057441     0.065523      0.17721 Curated_gene_sets:browne_hcmv_infection_48hr_up
Curated_gene_sets:burton_adi...8         SET     110     0.076445    0.0058136     0.075932      0.15703 Curated_gene_sets:burton_adipogenesis_5
Curated_gene_sets:weston_veg...1         SET      94    -0.057667   -0.0040558     0.093678      0.73091 Curated_gene_sets:weston_vegfa_targets
Curated_gene_sets:chen_lvad_...2         SET     100    -0.016077   -0.0011661     0.089186      0.57153 Curated_gene_sets:chen_lvad_support_of_failing_heart_up
Curated_gene_sets:browne_hcm...27        SET      43    -0.080048   -0.0038129      0.14575      0.70856 Curated_gene_sets:browne_hcmv_infection_8hr_dn
Curated_gene_sets:aprelikova...          SET      44     0.070942    0.0034181      0.11612      0.27063 Curated_gene_sets:aprelikova_brca1_targets
Curated_gene_sets:verrecchia...4         SET      20      0.10839    0.0035234      0.19078      0.28497 Curated_gene_sets:verrecchia_response_to_tgfb1_c2
Curated_gene_sets:kim_gastri...          SET      88     0.004533   0.00030852     0.090265      0.47997 Curated_gene_sets:kim_gastric_cancer_chemosensitivity
Curated_gene_sets:bandres_re...1         SET      31      0.26064     0.010545      0.15185     0.043053 Curated_gene_sets:bandres_response_to_carmustin_mgmt_24hr_dn
Curated_gene_sets:gentile_uv...8         SET      36     -0.12448   -0.0054264      0.14299        0.808 Curated_gene_sets:gentile_uv_response_cluster_d5
Curated_gene_sets:brachat_re...5         SET      22     -0.11483   -0.0039145      0.18558      0.73196 Curated_gene_sets:brachat_response_to_methotrexate_up
Curated_gene_sets:rhodes_und...          SET      66      0.16186    0.0095459     0.098456     0.050099 Curated_gene_sets:rhodes_undifferentiated_cancer
Curated_gene_sets:browne_hcm...6         SET     146      0.12411     0.010864     0.067209     0.032406 Curated_gene_sets:browne_hcmv_infection_14hr_up
Curated_gene_sets:yamazaki_t...1         SET     185      0.05519    0.0054322     0.065468      0.19962 Curated_gene_sets:yamazaki_tceb3_targets_dn
Curated_gene_sets:lee_calori...2         SET      36     -0.09573    -0.004173      0.13567      0.75979 Curated_gene_sets:lee_calorie_restriction_muscle_up
Curated_gene_sets:maclachlan...2         SET      19      0.25818    0.0081798      0.16442     0.058192 Curated_gene_sets:maclachlan_brca1_targets_up
Curated_gene_sets:verrecchia...3         SET      19     -0.15702   -0.0049748      0.20669      0.77627 Curated_gene_sets:verrecchia_response_to_tgfb1_c1
Curated_gene_sets:gajate_res...1         SET      20   0.00036234   1.1778e-05      0.19577      0.49926 Curated_gene_sets:gajate_response_to_trabectedin_dn
Curated_gene_sets:lee_aging_...3         SET      35     0.085861    0.0036906       0.1301      0.25464 Curated_gene_sets:lee_aging_muscle_dn
Curated_gene_sets:zhang_prol...          SET      51      0.11911    0.0061774      0.11756       0.1555 Curated_gene_sets:zhang_proliferating_vs_quiescent
Curated_gene_sets:gajate_res...2         SET      66    -0.019824   -0.0011691      0.10688      0.57357 Curated_gene_sets:gajate_response_to_trabectedin_up
Curated_gene_sets:verrecchia...7         SET      20    -0.046604   -0.0015149      0.17868      0.60288 Curated_gene_sets:verrecchia_response_to_tgfb1_c5
Curated_gene_sets:gerhold_ad...1         SET      59      0.11239     0.006268      0.11109      0.15586 Curated_gene_sets:gerhold_adipogenesis_dn
Curated_gene_sets:lu_aging_b...2         SET     243  -0.00015341  -1.7279e-05     0.057929      0.50106 Curated_gene_sets:lu_aging_brain_up
Curated_gene_sets:burton_adi...6         SET      95    -0.014667    -0.001037     0.082305      0.57072 Curated_gene_sets:burton_adipogenesis_3
Curated_gene_sets:dazard_res...2         SET     203     0.045271    0.0046654      0.05945      0.22319 Curated_gene_sets:dazard_response_to_uv_nhek_up
Curated_gene_sets:lian_lipa_...1         SET      57    -0.020013   -0.0010971      0.11665      0.56811 Curated_gene_sets:lian_lipa_targets_3m
Curated_gene_sets:zhu_cmv_al...2         SET     102     -0.00554  -0.00040579      0.08434      0.52619 Curated_gene_sets:zhu_cmv_all_up
Curated_gene_sets:burton_adi...11        SET      69     -0.14052   -0.0084728      0.10228      0.91524 Curated_gene_sets:burton_adipogenesis_8
Curated_gene_sets:della_resp...          SET      19      0.15585    0.0049377      0.20387       0.2223 Curated_gene_sets:della_response_to_tsa_and_butyrate
Curated_gene_sets:ruan_respo...3         SET      14     -0.10798    -0.002937      0.22757      0.68242 Curated_gene_sets:ruan_response_to_tnf_troglitazone_up
Curated_gene_sets:burton_adi...5         SET      65     0.017803     0.001042      0.10771      0.43436 Curated_gene_sets:burton_adipogenesis_2
Curated_gene_sets:verrecchia...2         SET      53     0.029697      0.00157        0.125      0.40611 Curated_gene_sets:verrecchia_early_response_to_tgfb1
Curated_gene_sets:xu_gh1_exo...2         SET      53     -0.09404   -0.0049717      0.11582      0.79159 Curated_gene_sets:xu_gh1_exogenous_targets_up
Curated_gene_sets:zhu_cmv_8_...1         SET      48      0.13079    0.0065815      0.13259      0.16197 Curated_gene_sets:zhu_cmv_8_hr_dn
Curated_gene_sets:zhu_cmv_24...1         SET      81     -0.24664    -0.016108      0.10576      0.99015 Curated_gene_sets:zhu_cmv_24_hr_dn
Curated_gene_sets:wu_hbx_tar...5         SET      13     -0.13067    -0.003425      0.23401      0.71171 Curated_gene_sets:wu_hbx_targets_3_dn
Curated_gene_sets:su_kidney              SET      12      -0.2768   -0.0069707      0.25699      0.85926 Curated_gene_sets:su_kidney
Curated_gene_sets:gentile_uv...6         SET      37      0.13476    0.0059552      0.14632      0.17853 Curated_gene_sets:gentile_uv_response_cluster_d2
Curated_gene_sets:pal_prmt5_...1         SET      27     -0.26363   -0.0099548      0.17186      0.93747 Curated_gene_sets:pal_prmt5_targets_dn
Curated_gene_sets:visala_agi...1         SET      18      0.15716    0.0048466      0.18897      0.20281 Curated_gene_sets:visala_aging_lymphocyte_dn
Curated_gene_sets:sato_silen...4         SET      40      0.29347     0.013483      0.13421     0.014389 Curated_gene_sets:sato_silenced_epigenetically_in_pancreatic_cancer
Curated_gene_sets:chen_etv5_...1         SET      24     -0.23385   -0.0083259      0.18577      0.89595 Curated_gene_sets:chen_etv5_targets_sertoli
Curated_gene_sets:browne_hcm...9         SET     172  -0.00058165  -5.5221e-05     0.066852      0.50347 Curated_gene_sets:browne_hcmv_infection_18hr_dn
Curated_gene_sets:moreira_re...2         SET      23     0.099712    0.0034755      0.17361      0.28287 Curated_gene_sets:moreira_response_to_tsa_up
Curated_gene_sets:ivanova_he...8         SET      21      0.16558     0.005515      0.18053      0.17953 Curated_gene_sets:ivanova_hematopoiesis_stem_cell_short_term
Curated_gene_sets:takao_resp...1         SET      96     0.019621    0.0013945     0.087552      0.41134 Curated_gene_sets:takao_response_to_uvb_radiation_dn
Curated_gene_sets:yih_respon...4         SET      16     -0.38088    -0.011075      0.21791      0.95975 Curated_gene_sets:yih_response_to_arsenite_c4
Curated_gene_sets:zhang_anti...2         SET      25    -0.017914  -0.00065094      0.17777      0.54013 Curated_gene_sets:zhang_antiviral_response_to_ribavirin_up
Curated_gene_sets:mariadason...6         SET      15      0.35954     0.010122      0.21153     0.044604 Curated_gene_sets:mariadason_response_to_butyrate_sulindac_4
Curated_gene_sets:zheng_resp...2         SET      15     0.067661    0.0019049      0.23545      0.38692 Curated_gene_sets:zheng_response_to_arsenite_up
Curated_gene_sets:dazard_uv_...6         SET      20      0.12758    0.0041469      0.19579      0.25733 Curated_gene_sets:dazard_uv_response_cluster_g4
Curated_gene_sets:gentile_uv...10        SET      34      0.16904    0.0071613      0.15799      0.14233 Curated_gene_sets:gentile_uv_response_cluster_d7
Curated_gene_sets:ehrlich_ic...1         SET      12     -0.27205   -0.0068513      0.24005      0.87145 Curated_gene_sets:ehrlich_icf_syndrom_dn
Curated_gene_sets:kaab_heart...1         SET     252     0.090586     0.010388     0.054128      0.04712 Curated_gene_sets:kaab_heart_atrium_vs_ventricle_dn
Curated_gene_sets:gentile_uv...9         SET      34      0.20363    0.0086268      0.14838     0.084985 Curated_gene_sets:gentile_uv_response_cluster_d6
Curated_gene_sets:verrecchia...1         SET      36     -0.11656   -0.0050809      0.14083      0.79605 Curated_gene_sets:verrecchia_delayed_response_to_tgfb1
Curated_gene_sets:browne_hcm...10        SET     164     0.088299    0.0081875     0.064939     0.086966 Curated_gene_sets:browne_hcmv_infection_18hr_up
Curated_gene_sets:lee_aging_...6         SET      73     -0.13946   -0.0086482     0.096844      0.92506 Curated_gene_sets:lee_aging_neocortex_up
Curated_gene_sets:zhang_resp...1         SET      63     -0.12453   -0.0071761     0.096264       0.9021 Curated_gene_sets:zhang_response_to_cantharidin_dn
Curated_gene_sets:burton_adi...15        SET      46     -0.11108   -0.0054722       0.1133      0.83657 Curated_gene_sets:burton_adipogenesis_peak_at_24hr
Curated_gene_sets:sartipy_no...2         SET      30   -0.0069971  -0.00027848      0.16194      0.51723 Curated_gene_sets:sartipy_normal_at_insulin_resistance_up
Curated_gene_sets:mulligan_n...2         SET      22     -0.11536   -0.0039325      0.16554      0.75704 Curated_gene_sets:mulligan_ntf3_signaling_via_insr_and_igf1r_up
Curated_gene_sets:brachat_re...2         SET      25     -0.26585   -0.0096601      0.16639      0.94494 Curated_gene_sets:brachat_response_to_camptothecin_up
Curated_gene_sets:gentile_uv...1         SET     279     0.002877   0.00034688      0.05352      0.47857 Curated_gene_sets:gentile_uv_high_dose_dn
Curated_gene_sets:hendricks_...1         SET      45     0.071764    0.0034967      0.13652      0.29956 Curated_gene_sets:hendricks_smarca4_targets_dn
Curated_gene_sets:han_jnk_si...2         SET      34    0.0059259   0.00025105      0.14987      0.48423 Curated_gene_sets:han_jnk_singaling_up
Curated_gene_sets:kang_doxor...1         SET      18     0.030177   0.00093062      0.23974      0.44992 Curated_gene_sets:kang_doxorubicin_resistance_dn
Curated_gene_sets:sesto_resp...1         SET      96     0.061023     0.004337     0.083304      0.23192 Curated_gene_sets:sesto_response_to_uv_c0
Curated_gene_sets:mclachlan_...1         SET      72    0.0079894   0.00049206      0.10827      0.47059 Curated_gene_sets:mclachlan_dental_caries_dn
Curated_gene_sets:burton_adi...16        SET      43     -0.10446   -0.0049756      0.14499      0.76436 Curated_gene_sets:burton_adipogenesis_peak_at_2hr
Curated_gene_sets:chen_pdgf_...          SET      18     -0.10557   -0.0032557      0.22222      0.68263 Curated_gene_sets:chen_pdgf_targets
Curated_gene_sets:mcclung_cr...2         SET      93   -0.0072436  -0.00050674     0.094526      0.53054 Curated_gene_sets:mcclung_creb1_targets_up
Curated_gene_sets:lee_aging_...2         SET      75    -0.085102    -0.005349     0.095698      0.81307 Curated_gene_sets:lee_aging_cerebellum_up
Curated_gene_sets:weigel_oxi...2         SET      58      0.15684    0.0086728      0.11791     0.091739 Curated_gene_sets:weigel_oxidative_stress_by_hne_and_tbh
Curated_gene_sets:tseng_irs1...1         SET     117     0.085307    0.0066895      0.08241       0.1503 Curated_gene_sets:tseng_irs1_targets_dn
Curated_gene_sets:rodwell_ag...3         SET     205    -0.033749   -0.0034949     0.061427      0.70864 Curated_gene_sets:rodwell_aging_kidney_no_blood_up
Curated_gene_sets:rodwell_ag...4         SET     438     -0.02249   -0.0033831     0.040769       0.7094 Curated_gene_sets:rodwell_aging_kidney_up
Curated_gene_sets:mcclung_co...1         SET      68    0.0043442   0.00026004     0.099108      0.48252 Curated_gene_sets:mcclung_cocain_reward_4wk
Curated_gene_sets:zhou_tnf_s...1         SET      48      0.00335   0.00016857      0.11749      0.48863 Curated_gene_sets:zhou_tnf_signaling_30min
Curated_gene_sets:welcsh_brc...2         SET     187     0.099974    0.0098927     0.061555     0.052183 Curated_gene_sets:welcsh_brca1_targets_up
Curated_gene_sets:jackson_dn...2         SET      79     -0.01854   -0.0011958     0.094099      0.57809 Curated_gene_sets:jackson_dnmt1_targets_up
Curated_gene_sets:chang_immo...2         SET      65    -0.012622  -0.00073876      0.10843      0.54633 Curated_gene_sets:chang_immortalized_by_hpv31_up
Curated_gene_sets:mody_hippo...3         SET      39    -0.049446   -0.0022433      0.12899      0.64926 Curated_gene_sets:mody_hippocampus_prenatal
Curated_gene_sets:burton_adi...7         SET      43      0.11401    0.0054306      0.12586      0.18251 Curated_gene_sets:burton_adipogenesis_4
Curated_gene_sets:zhu_cmv_al...1         SET     115    -0.098352   -0.0076467     0.087515      0.86945 Curated_gene_sets:zhu_cmv_all_dn
Curated_gene_sets:ivanova_he...2         SET     126     0.040794    0.0033189      0.06961      0.27893 Curated_gene_sets:ivanova_hematopoiesis_intermediate_progenitor
