# MEAN_SAMPLE_SIZE = 60601
# TOTAL_GENES = 18910
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:rampon_enr...3         SET      21    -0.021597  -0.00071933       0.2191      0.53926 Curated_gene_sets:rampon_enriched_learning_environment_late_up
Curated_gene_sets:mariadason...7         SET      45     0.085985    0.0041896      0.15004       0.2833 Curated_gene_sets:mariadason_response_to_butyrate_sulindac_6
Curated_gene_sets:gentile_uv...3         SET      60      0.20623     0.011598       0.1371      0.06627 Curated_gene_sets:gentile_uv_low_dose_dn
Curated_gene_sets:sartipy_no...1         SET      18    -0.013551  -0.00041788       0.2119      0.52549 Curated_gene_sets:sartipy_normal_at_insulin_resistance_dn
Curated_gene_sets:bandres_re...4         SET      17      0.26895    0.0080605       0.2197      0.11045 Curated_gene_sets:bandres_response_to_carmustin_mgmt_48hr_up
Curated_gene_sets:gentile_uv...11        SET      37    -0.033962   -0.0015008      0.16791      0.58014 Curated_gene_sets:gentile_uv_response_cluster_d8
Curated_gene_sets:browne_hcm...16        SET     139    -0.083703   -0.0071501     0.078756      0.85606 Curated_gene_sets:browne_hcmv_infection_24hr_up
Curated_gene_sets:wang_smarc...2         SET     274    -0.097001    -0.011592     0.063052      0.93802 Curated_gene_sets:wang_smarce1_targets_up
Curated_gene_sets:sesto_resp...4         SET      18      0.43628     0.013454      0.22142     0.024406 Curated_gene_sets:sesto_response_to_uv_c3
Curated_gene_sets:han_jnk_si...1         SET      40     -0.10722    -0.004926       0.1655      0.74145 Curated_gene_sets:han_jnk_singaling_dn
Curated_gene_sets:krasnosels...1         SET      43       0.2277     0.010846       0.1471     0.060829 Curated_gene_sets:krasnoselskaya_ilf3_targets_dn
Curated_gene_sets:gentile_re...          SET      52    -0.049763    -0.002606      0.12895      0.65021 Curated_gene_sets:gentile_response_cluster_d3
Curated_gene_sets:ji_respons...2         SET      63    -0.031686   -0.0018259       0.1136      0.60985 Curated_gene_sets:ji_response_to_fsh_up
Curated_gene_sets:lee_calori...1         SET      45    -0.090317   -0.0044007      0.13919      0.74179 Curated_gene_sets:lee_calorie_restriction_muscle_dn
Curated_gene_sets:abe_vegfa_...3         SET      26      0.42882      0.01589      0.20209     0.016927 Curated_gene_sets:abe_vegfa_targets_30min
Curated_gene_sets:browne_hcm...25        SET     155    -0.014505   -0.0013078     0.078386       0.5734 Curated_gene_sets:browne_hcmv_infection_6hr_dn
Curated_gene_sets:lee_aging_...4         SET      35      0.12142     0.005219       0.1628      0.22789 Curated_gene_sets:lee_aging_muscle_up
Curated_gene_sets:cardoso_re...          SET      13     0.032243   0.00084514      0.26984      0.45244 Curated_gene_sets:cardoso_response_to_gamma_radiation_and_3ab
Curated_gene_sets:mulligan_n...1         SET       8     0.048474   0.00099684      0.39301      0.45092 Curated_gene_sets:mulligan_ntf3_signaling_via_insr_and_igf1r_dn
Curated_gene_sets:sasson_fsh...          SET       9     0.019699   0.00042966      0.32924      0.47615 Curated_gene_sets:sasson_fsh_response
Curated_gene_sets:chen_etv5_...2         SET      21    -0.068286   -0.0022744      0.20704      0.62923 Curated_gene_sets:chen_etv5_targets_testis
Curated_gene_sets:zhu_cmv_8_...2         SET      39     -0.33101    -0.015017       0.1597      0.98089 Curated_gene_sets:zhu_cmv_8_hr_up
Curated_gene_sets:welcsh_brc...1         SET     130     0.067025    0.0055383     0.081633      0.20581 Curated_gene_sets:welcsh_brca1_targets_dn
Curated_gene_sets:dasu_il6_s...2         SET      15     0.049915    0.0014053      0.25695      0.42299 Curated_gene_sets:dasu_il6_signaling_scar_dn
Curated_gene_sets:jiang_agin...1         SET      45       0.1294    0.0063048      0.14456      0.18537 Curated_gene_sets:jiang_aging_cerebral_cortex_dn
Curated_gene_sets:martinez_r...6         SET     265      0.02284    0.0026848     0.055698      0.34088 Curated_gene_sets:martinez_response_to_trabectedin_dn
Curated_gene_sets:burton_adi...12        SET      73   -0.0020479    -0.000127      0.11734      0.50696 Curated_gene_sets:burton_adipogenesis_9
Curated_gene_sets:urs_adipoc...1         SET      31   -0.0035832  -0.00014496      0.19287      0.50741 Curated_gene_sets:urs_adipocyte_differentiation_dn
Curated_gene_sets:visala_res...1         SET      13      0.45298     0.011873      0.23997     0.029545 Curated_gene_sets:visala_response_to_heat_shock_and_aging_dn
Curated_gene_sets:browne_hcm...3         SET      94       0.1402    0.0098606      0.10523     0.091384 Curated_gene_sets:browne_hcmv_infection_12hr_dn
Curated_gene_sets:mahajan_re...2         SET      73    -0.051707   -0.0032065      0.11897      0.66808 Curated_gene_sets:mahajan_response_to_il1a_up
Curated_gene_sets:jiang_agin...4         SET      43     0.090832    0.0043266      0.13061      0.24339 Curated_gene_sets:jiang_aging_hypothalamus_up
Curated_gene_sets:kyng_respo...1         SET      67   -0.0039596  -0.00023528       0.1061      0.51488 Curated_gene_sets:kyng_response_to_h2o2
Curated_gene_sets:dazard_uv_...2         SET      26      0.16567    0.0061389       0.2091       0.2141 Curated_gene_sets:dazard_uv_response_cluster_g2
Curated_gene_sets:verrecchia...5         SET      14    -0.019038  -0.00051782      0.26609      0.52852 Curated_gene_sets:verrecchia_response_to_tgfb1_c3
Curated_gene_sets:weston_veg...3         SET      62     -0.14171   -0.0081011      0.12658      0.86853 Curated_gene_sets:weston_vegfa_targets_3hr
Curated_gene_sets:tseng_adip...2         SET      25      0.27545     0.010009      0.20106     0.085354 Curated_gene_sets:tseng_adipogenic_potential_up
Curated_gene_sets:joseph_res...2         SET      27      0.15781    0.0059591      0.19577      0.21009 Curated_gene_sets:joseph_response_to_sodium_butyrate_up
Curated_gene_sets:mclachlan_...2         SET     217    -0.033893     -0.00361     0.068787      0.68889 Curated_gene_sets:mclachlan_dental_caries_up
Curated_gene_sets:gerhold_ad...2         SET      47     -0.11082    -0.005518       0.1401      0.78552 Curated_gene_sets:gerhold_adipogenesis_up
Curated_gene_sets:weng_por_t...3         SET      23     -0.11309   -0.0039419      0.20765        0.707 Curated_gene_sets:weng_por_targets_liver_dn
Curated_gene_sets:su_placenta            SET      23       0.1391    0.0048483       0.1951      0.23794 Curated_gene_sets:su_placenta
Curated_gene_sets:burton_adi...9         SET     189     0.018793    0.0018695     0.069307      0.39314 Curated_gene_sets:burton_adipogenesis_6
Curated_gene_sets:suzuki_res...1         SET      16     -0.31325   -0.0091083       0.2466        0.898 Curated_gene_sets:suzuki_response_to_tsa
Curated_gene_sets:burton_adi...14        SET      39     0.086428    0.0039211      0.13584      0.26231 Curated_gene_sets:burton_adipogenesis_peak_at_16hr
Curated_gene_sets:marchini_t...1         SET      45    0.0051562   0.00025124      0.13796      0.48509 Curated_gene_sets:marchini_trabectedin_resistance_dn
Curated_gene_sets:bild_myc_o...          SET     192    0.0083316   0.00083528     0.064362       0.4485 Curated_gene_sets:bild_myc_oncogenic_signature
Curated_gene_sets:bild_e2f3_...          SET     232     0.013113    0.0014435     0.065098      0.42018 Curated_gene_sets:bild_e2f3_oncogenic_signature
Curated_gene_sets:bild_hras_...          SET     236    -0.015816   -0.0017559      0.06516      0.59589 Curated_gene_sets:bild_hras_oncogenic_signature
Curated_gene_sets:bild_src_o...          SET      58     0.045223    0.0025008      0.12562      0.35943 Curated_gene_sets:bild_src_oncogenic_signature
Curated_gene_sets:bild_ctnnb...          SET      73    -0.083155   -0.0051567      0.11926      0.75718 Curated_gene_sets:bild_ctnnb1_oncogenic_signature
Curated_gene_sets:douglas_bm...2         SET     541    -0.052406   -0.0087365     0.042597      0.89069 Curated_gene_sets:douglas_bmi1_targets_up
Curated_gene_sets:douglas_bm...1         SET     306    -0.075723   -0.0095546     0.053426       0.9218 Curated_gene_sets:douglas_bmi1_targets_dn
Curated_gene_sets:krige_amin...          SET      29     -0.01138  -0.00044531      0.19538      0.52322 Curated_gene_sets:krige_amino_acid_deprivation
Curated_gene_sets:krige_resp...4         SET     845     0.081643     0.016869     0.033517     0.007433 Curated_gene_sets:krige_response_to_tosedostat_6hr_up
Curated_gene_sets:krige_resp...3         SET     886   -0.0012691  -0.00026819     0.031802      0.51592 Curated_gene_sets:krige_response_to_tosedostat_6hr_dn
Curated_gene_sets:krige_resp...2         SET     685      0.09037     0.016886      0.03727    0.0076647 Curated_gene_sets:krige_response_to_tosedostat_24hr_up
Curated_gene_sets:krige_resp...1         SET     979    0.0062697    0.0013892     0.030538      0.41867 Curated_gene_sets:krige_response_to_tosedostat_24hr_dn
Curated_gene_sets:gho_atf5_t...2         SET      13       -0.433     -0.01135      0.29861      0.92647 Curated_gene_sets:gho_atf5_targets_up
Curated_gene_sets:gho_atf5_t...1         SET      16    -0.091473   -0.0026597      0.23894      0.64908 Curated_gene_sets:gho_atf5_targets_dn
Curated_gene_sets:durchdewal...2         SET      78      0.12626    0.0080924      0.10363      0.11155 Curated_gene_sets:durchdewald_skin_carcinogenesis_up
Curated_gene_sets:durchdewal...1         SET     250     0.024949    0.0028498     0.063469      0.34713 Curated_gene_sets:durchdewald_skin_carcinogenesis_dn
Curated_gene_sets:li_cytidin...2         SET      14     0.072213    0.0019642      0.25689      0.38932 Curated_gene_sets:li_cytidine_analogs_cyctotoxicity
Curated_gene_sets:li_cytidin...1         SET      17     -0.08469   -0.0025382      0.23235      0.64225 Curated_gene_sets:li_cytidine_analog_pathway
Curated_gene_sets:kim_lrrc3b...          SET      22   -0.0051032  -0.00017397      0.17211      0.51183 Curated_gene_sets:kim_lrrc3b_targets
Curated_gene_sets:zhong_secr...3         SET      68    -0.052858   -0.0031641      0.11361      0.67913 Curated_gene_sets:zhong_secretome_of_lung_cancer_and_macrophage
Curated_gene_sets:zhong_secr...1         SET      57     -0.10739    -0.005887      0.12595      0.80306 Curated_gene_sets:zhong_secretome_of_lung_cancer_and_endothelium
Curated_gene_sets:zhong_secr...2         SET     117    -0.091294    -0.007159     0.081368      0.86906 Curated_gene_sets:zhong_secretome_of_lung_cancer_and_fibroblast
Curated_gene_sets:clasper_ly...2         SET      19     -0.27465   -0.0087016      0.24067       0.8731 Curated_gene_sets:clasper_lymphatic_vessels_during_metastasis_up
Curated_gene_sets:clasper_ly...1         SET      33     -0.27348    -0.011415      0.20028      0.91394 Curated_gene_sets:clasper_lymphatic_vessels_during_metastasis_dn
Curated_gene_sets:monnier_po...2         SET     381     0.015198    0.0021355     0.047529      0.37457 Curated_gene_sets:monnier_postradiation_tumor_escape_up
Curated_gene_sets:monnier_po...1         SET     356    -0.009484    -0.001289     0.051226      0.57344 Curated_gene_sets:monnier_postradiation_tumor_escape_dn
Curated_gene_sets:mccollum_g...2         SET      10     -0.14388    -0.003308      0.32644       0.6703 Curated_gene_sets:mccollum_geldanamycin_resistance_up
Curated_gene_sets:mccollum_g...1         SET       7     -0.24416   -0.0046968      0.42505      0.71715 Curated_gene_sets:mccollum_geldanamycin_resistance_dn
Curated_gene_sets:creighton_...3         SET     472    -0.025697   -0.0040089     0.046211      0.71092 Curated_gene_sets:creighton_endocrine_therapy_resistance_1
Curated_gene_sets:creighton_...4         SET     425    -0.059072   -0.0087561     0.045562       0.9026 Curated_gene_sets:creighton_endocrine_therapy_resistance_2
Curated_gene_sets:creighton_...5         SET     682    0.0036737   0.00068499     0.039204      0.46267 Curated_gene_sets:creighton_endocrine_therapy_resistance_3
Curated_gene_sets:creighton_...6         SET     275    0.0089919    0.0010765     0.061425      0.44181 Curated_gene_sets:creighton_endocrine_therapy_resistance_4
Curated_gene_sets:creighton_...7         SET     454   -0.0025593  -0.00039177     0.047535      0.52147 Curated_gene_sets:creighton_endocrine_therapy_resistance_5
Curated_gene_sets:milicic_fa...2         SET       9     -0.63541    -0.013859       0.3697      0.95716 Curated_gene_sets:milicic_familial_adenomatous_polyposis_up
Curated_gene_sets:milicic_fa...1         SET       9      0.19138    0.0041742      0.35539      0.29512 Curated_gene_sets:milicic_familial_adenomatous_polyposis_dn
Curated_gene_sets:singh_nfe2...          SET      13      0.22565    0.0059146      0.27862      0.20901 Curated_gene_sets:singh_nfe2l2_targets
Curated_gene_sets:pellicciot...2         SET      58    -0.027911   -0.0015435       0.1092      0.60087 Curated_gene_sets:pellicciotta_hdac_in_antigen_presentation_up
Curated_gene_sets:pellicciot...1         SET      44      0.16007    0.0077127      0.11801      0.08749 Curated_gene_sets:pellicciotta_hdac_in_antigen_presentation_dn
Curated_gene_sets:lopes_meth...2         SET      28      0.10987    0.0042249      0.19411      0.28568 Curated_gene_sets:lopes_methylated_in_colon_cancer_up
Curated_gene_sets:lopes_meth...1         SET      28      0.16457     0.006328      0.20518      0.21126 Curated_gene_sets:lopes_methylated_in_colon_cancer_dn
Curated_gene_sets:harris_bra...          SET      40    -0.081892   -0.0037625       0.1644       0.6908 Curated_gene_sets:harris_brain_cancer_progenitors
Curated_gene_sets:tuomisto_t...2         SET      16      0.15227    0.0044276      0.25955      0.27871 Curated_gene_sets:tuomisto_tumor_suppression_by_col13a1_up
Curated_gene_sets:tuomisto_t...1         SET      17       0.3334    0.0099921       0.2293     0.072987 Curated_gene_sets:tuomisto_tumor_suppression_by_col13a1_dn
Curated_gene_sets:bafna_muc4...2         SET       7     -0.15226   -0.0029289      0.42557      0.63974 Curated_gene_sets:bafna_muc4_targets_up
Curated_gene_sets:bafna_muc4...1         SET       5       0.6412     0.010425      0.48678      0.09389 Curated_gene_sets:bafna_muc4_targets_dn
Curated_gene_sets:howlin_cit...2         SET      31      0.16082    0.0065063      0.17747      0.18242 Curated_gene_sets:howlin_cited1_targets_1_up
Curated_gene_sets:howlin_cit...1         SET      35     -0.17862   -0.0076778       0.1736      0.84824 Curated_gene_sets:howlin_cited1_targets_1_dn
Curated_gene_sets:howlin_cit...4         SET      17     -0.30313   -0.0090848       0.2393      0.89737 Curated_gene_sets:howlin_cited1_targets_2_up
Curated_gene_sets:howlin_cit...3         SET      17    -0.068433    -0.002051      0.24477       0.6101 Curated_gene_sets:howlin_cited1_targets_2_dn
Curated_gene_sets:hillion_hm...1         SET      77     -0.10835      -0.0069      0.10906      0.83975 Curated_gene_sets:hillion_hmga1_targets
Curated_gene_sets:hillion_hm...2         SET      80   -0.0092203  -0.00059846       0.1052      0.53492 Curated_gene_sets:hillion_hmga1b_targets
Curated_gene_sets:dacosta_uv...2         SET      64     0.046632    0.0027083      0.11891      0.34747 Curated_gene_sets:dacosta_uv_response_via_ercc3_common_up
Curated_gene_sets:lein_neuro...          SET      60     -0.08419   -0.0047349      0.13164      0.73877 Curated_gene_sets:lein_neuron_markers
Curated_gene_sets:lein_astro...          SET      41     -0.16042    -0.007462       0.1473      0.86194 Curated_gene_sets:lein_astrocyte_markers
Curated_gene_sets:lein_oligo...          SET      73     0.021203    0.0013149      0.11357      0.42595 Curated_gene_sets:lein_oligodendrocyte_markers
Curated_gene_sets:lein_choro...          SET     100     0.063659    0.0046172      0.10023      0.26267 Curated_gene_sets:lein_choroid_plexus_markers
Curated_gene_sets:lein_midbr...          SET      72       0.2077     0.012792      0.11832     0.039602 Curated_gene_sets:lein_midbrain_markers
Curated_gene_sets:lein_pons_...          SET      83    -0.026749   -0.0017683      0.10297      0.60248 Curated_gene_sets:lein_pons_markers
Curated_gene_sets:lein_medul...          SET      81      0.16053     0.010484      0.10541     0.063901 Curated_gene_sets:lein_medulla_markers
Curated_gene_sets:lein_cereb...          SET      79    -0.060005   -0.0038704      0.11671      0.69642 Curated_gene_sets:lein_cerebellum_markers
Curated_gene_sets:lein_local...1         SET      17      0.58714     0.017597      0.24181    0.0075944 Curated_gene_sets:lein_localized_to_distal_and_proximal_dendrites
Curated_gene_sets:lein_local...2         SET      35      0.32162     0.013824       0.1637     0.024734 Curated_gene_sets:lein_localized_to_proximal_dendrites
Curated_gene_sets:gavin_foxp...6         SET      94     0.054669     0.003845      0.10038        0.293 Curated_gene_sets:gavin_foxp3_targets_cluster_t4
Curated_gene_sets:gavin_foxp...7         SET      90      -0.1265   -0.0087065     0.097229      0.90337 Curated_gene_sets:gavin_foxp3_targets_cluster_t7
Curated_gene_sets:gavin_foxp...1         SET      73  -0.00052194  -3.2367e-05      0.11987      0.50174 Curated_gene_sets:gavin_foxp3_targets_cluster_p2
Curated_gene_sets:gavin_foxp...2         SET     151    -0.040968   -0.0036463     0.082061      0.69119 Curated_gene_sets:gavin_foxp3_targets_cluster_p3
Curated_gene_sets:gavin_foxp...3         SET      97     -0.12492   -0.0089243      0.10484      0.88327 Curated_gene_sets:gavin_foxp3_targets_cluster_p4
Curated_gene_sets:gavin_foxp...4         SET      83      -0.1574    -0.010405      0.10419      0.93455 Curated_gene_sets:gavin_foxp3_targets_cluster_p6
Curated_gene_sets:gavin_foxp...5         SET      84     0.011897   0.00079121      0.10692       0.4557 Curated_gene_sets:gavin_foxp3_targets_cluster_p7
Curated_gene_sets:gavin_pde3...          SET      21     -0.12146   -0.0040456      0.21517      0.71379 Curated_gene_sets:gavin_pde3b_targets
Curated_gene_sets:gavin_il2_...2         SET      17     -0.32301   -0.0096808      0.23242       0.9177 Curated_gene_sets:gavin_il2_responsive_foxp3_targets_up
Curated_gene_sets:gavin_il2_...1         SET       5     -0.73585    -0.011964      0.47462      0.93947 Curated_gene_sets:gavin_il2_responsive_foxp3_targets_dn
Curated_gene_sets:zheng_boun...          SET     471     0.042742    0.0066612     0.047612      0.18467 Curated_gene_sets:zheng_bound_by_foxp3
Curated_gene_sets:marson_bou...2         SET     945    -0.020729   -0.0045168     0.032859      0.73593 Curated_gene_sets:marson_bound_by_foxp3_stimulated
Curated_gene_sets:marson_bou...3         SET    1140     0.010438    0.0024845     0.030179      0.36472 Curated_gene_sets:marson_bound_by_foxp3_unstimulated
Curated_gene_sets:marson_bou...1         SET     647    -0.024952    -0.004536     0.037875      0.74499 Curated_gene_sets:marson_bound_by_e2f4_unstimulated
Curated_gene_sets:marson_fox...4         SET      28     0.084281    0.0032408      0.20626      0.34141 Curated_gene_sets:marson_foxp3_targets_stimulated_up
Curated_gene_sets:marson_fox...3         SET       9    -0.027501  -0.00059983      0.36713      0.52986 Curated_gene_sets:marson_foxp3_targets_stimulated_dn
Curated_gene_sets:marson_fox...1         SET      19      0.30897    0.0097891       0.2327     0.092134 Curated_gene_sets:marson_foxp3_core_direct_targets
Curated_gene_sets:zheng_foxp...5         SET     193     0.021507    0.0021617     0.075951      0.38852 Curated_gene_sets:zheng_foxp3_targets_in_thymus_up
Curated_gene_sets:zheng_foxp...4         SET      11      -0.4402    -0.010614      0.25688      0.95669 Curated_gene_sets:zheng_foxp3_targets_in_thymus_dn
Curated_gene_sets:zheng_foxp...3         SET      12       0.2061    0.0051903      0.30557      0.25001 Curated_gene_sets:zheng_foxp3_targets_in_t_lymphocyte_up
Curated_gene_sets:zheng_foxp...2         SET      38      0.10911    0.0048863      0.17341      0.26462 Curated_gene_sets:zheng_foxp3_targets_in_t_lymphocyte_dn
Curated_gene_sets:zheng_foxp...6         SET      26      0.26818    0.0099377      0.19714     0.086861 Curated_gene_sets:zheng_foxp3_targets_up
Curated_gene_sets:zheng_foxp...1         SET       7      0.60881     0.011712      0.35944     0.045162 Curated_gene_sets:zheng_foxp3_targets_dn
Curated_gene_sets:sansom_apc...2         SET     193    0.0083506   0.00083933     0.069925      0.45247 Curated_gene_sets:sansom_apc_targets
Curated_gene_sets:sansom_apc...1         SET     227     0.069764    0.0075978     0.061454      0.12815 Curated_gene_sets:sansom_apc_myc_targets
Curated_gene_sets:sansom_apc...4         SET     211     0.073549    0.0077259     0.064492      0.12706 Curated_gene_sets:sansom_apc_targets_require_myc
Curated_gene_sets:sansom_wnt...          SET      60      0.12632    0.0071042      0.13561      0.17581 Curated_gene_sets:sansom_wnt_pathway_require_myc
Curated_gene_sets:yegnasubra...          SET     107     -0.10841   -0.0081319     0.096721      0.86882 Curated_gene_sets:yegnasubramanian_prostate_cancer
Curated_gene_sets:riggins_ta...2         SET      56      0.20232     0.010994      0.13711      0.07003 Curated_gene_sets:riggins_tamoxifen_resistance_up
Curated_gene_sets:riggins_ta...1         SET     213   -0.0084124   -0.0008878     0.070144      0.54773 Curated_gene_sets:riggins_tamoxifen_resistance_dn
Curated_gene_sets:nikolsky_o...          SET      22      0.37476     0.012776      0.21932     0.043759 Curated_gene_sets:nikolsky_overconnected_in_breast_cancer
Curated_gene_sets:stein_esrr...4         SET      26     -0.07561   -0.0028018      0.18612      0.65772 Curated_gene_sets:stein_esrra_targets_responsive_to_estrogen_up
Curated_gene_sets:stein_esrr...3         SET      39      0.18775     0.008518      0.15419      0.11168 Curated_gene_sets:stein_esrra_targets_responsive_to_estrogen_dn
Curated_gene_sets:stein_esrr...5         SET     369    -0.035446   -0.0049031     0.047026       0.7745 Curated_gene_sets:stein_esrra_targets_up
Curated_gene_sets:stein_esrr...2         SET      98    -0.094543   -0.0067886     0.093086       0.8451 Curated_gene_sets:stein_esrra_targets_dn
Curated_gene_sets:wang_lsd1_...2         SET      25    -0.097025   -0.0035256      0.19455      0.69101 Curated_gene_sets:wang_lsd1_targets_up
Curated_gene_sets:wang_lsd1_...1         SET      33     0.045935    0.0019173      0.18296      0.40088 Curated_gene_sets:wang_lsd1_targets_dn
Curated_gene_sets:foster_tol...2         SET     153   -0.0047216    -0.000423     0.082827      0.52273 Curated_gene_sets:foster_tolerant_macrophage_up
Curated_gene_sets:foster_tol...1         SET     398  -0.00021626  -3.1043e-05     0.052085      0.50166 Curated_gene_sets:foster_tolerant_macrophage_dn
Curated_gene_sets:tesar_alk_...2         SET       5      0.38295    0.0062264      0.51857      0.23012 Curated_gene_sets:tesar_alk_targets_episc_3d_up
Curated_gene_sets:tesar_alk_...3         SET       5       0.1919      0.00312       0.5012      0.35091 Curated_gene_sets:tesar_alk_targets_episc_4d_up
Curated_gene_sets:tesar_alk_...1         SET       5      0.20038     0.003258      0.38821      0.30287 Curated_gene_sets:tesar_alk_and_jak_targets_mouse_es_d4_dn
Curated_gene_sets:tesar_jak_...2         SET       7     -0.54116     -0.01041      0.43619      0.89262 Curated_gene_sets:tesar_jak_targets_mouse_es_d3_up
Curated_gene_sets:tesar_jak_...1         SET       7     -0.13008   -0.0025024      0.43226      0.61827 Curated_gene_sets:tesar_jak_targets_mouse_es_d3_dn
Curated_gene_sets:ji_carcino...1         SET      15      0.37128     0.010453      0.29694      0.10559 Curated_gene_sets:ji_carcinogenesis_by_kras_and_stk11_dn
Curated_gene_sets:ji_carcino...2         SET      12       0.3215    0.0080964      0.26848      0.11557 Curated_gene_sets:ji_carcinogenesis_by_kras_and_stk11_up
Curated_gene_sets:gazin_epig...          SET      25      0.11948    0.0043415      0.18408      0.25816 Curated_gene_sets:gazin_epigenetic_silencing_by_kras
Curated_gene_sets:jepsen_smr...          SET      30      0.24439    0.0097267      0.17569     0.082112 Curated_gene_sets:jepsen_smrt_targets
Curated_gene_sets:kyng_dna_d...1         SET      33    -0.040233   -0.0016793      0.15293      0.60376 Curated_gene_sets:kyng_dna_damage_by_4nqo
Curated_gene_sets:kyng_dna_d...5         SET      71     0.012534   0.00076657      0.11926      0.45815 Curated_gene_sets:kyng_dna_damage_by_gamma_radiation
Curated_gene_sets:kyng_dna_d...6         SET      55      -0.1507   -0.0081158      0.13561      0.86678 Curated_gene_sets:kyng_dna_damage_by_uv
Curated_gene_sets:kyng_dna_d...2         SET      14    -0.027714  -0.00075382      0.24215      0.54556 Curated_gene_sets:kyng_dna_damage_by_4nqo_or_gamma_radiation
Curated_gene_sets:kyng_dna_d...3         SET      55     0.070058    0.0037729       0.1263      0.28955 Curated_gene_sets:kyng_dna_damage_by_4nqo_or_uv
Curated_gene_sets:kyng_dna_d...4         SET      82      0.23017     0.015124      0.10307     0.012779 Curated_gene_sets:kyng_dna_damage_by_gamma_and_uv_radiation
Curated_gene_sets:kyng_envir...2         SET      11     -0.36029   -0.0086874       0.2536      0.92229 Curated_gene_sets:kyng_environmental_stress_response_not_by_4nqo_in_old
Curated_gene_sets:kyng_envir...3         SET      34     -0.15768   -0.0066801      0.16391      0.83196 Curated_gene_sets:kyng_environmental_stress_response_not_by_4nqo_in_ws
Curated_gene_sets:kyng_envir...4         SET      28     -0.40019    -0.015388      0.17882      0.98738 Curated_gene_sets:kyng_environmental_stress_response_not_by_gamma_in_old
Curated_gene_sets:kyng_envir...5         SET      28     -0.11848   -0.0045557      0.18611       0.7378 Curated_gene_sets:kyng_environmental_stress_response_not_by_gamma_in_ws
Curated_gene_sets:kyng_envir...6         SET      22     -0.19619   -0.0066882      0.20119      0.83525 Curated_gene_sets:kyng_environmental_stress_response_not_by_uv_in_old
Curated_gene_sets:kyng_envir...7         SET      12     0.023184   0.00058387      0.29332       0.4685 Curated_gene_sets:kyng_environmental_stress_response_not_by_uv_in_ws
Curated_gene_sets:kyng_dna_d...7         SET     176   -0.0014617  -0.00014036     0.072136      0.50808 Curated_gene_sets:kyng_dna_damage_dn
Curated_gene_sets:kyng_dna_d...8         SET     196     0.022467    0.0022755     0.067819      0.37022 Curated_gene_sets:kyng_dna_damage_up
Curated_gene_sets:kyng_envir...8         SET      48     -0.15614   -0.0078568      0.13456      0.87704 Curated_gene_sets:kyng_environmental_stress_response_up
Curated_gene_sets:kyng_envir...1         SET      17     -0.25345   -0.0075959      0.23834      0.85619 Curated_gene_sets:kyng_environmental_stress_response_dn
Curated_gene_sets:kondo_pros...1         SET      92     0.099686    0.0069364      0.10672      0.17513 Curated_gene_sets:kondo_prostate_cancer_hcp_with_h3k27me3
Curated_gene_sets:kondo_pros...2         SET     185     -0.01351   -0.0013298     0.078801      0.56806 Curated_gene_sets:kondo_prostate_cancer_with_h3k27me3
Curated_gene_sets:kondo_colo...1         SET      25     -0.19986   -0.0072624      0.19898      0.84241 Curated_gene_sets:kondo_colon_cancer_hcp_with_h3k27me1
Curated_gene_sets:kondo_colo...2         SET       4       1.2654     0.018403      0.48618    0.0046272 Curated_gene_sets:kondo_colon_cancer_hcp_with_h3k27me3
Curated_gene_sets:kondo_ezh2...          SET     219    0.0021972   0.00023508     0.070076      0.48749 Curated_gene_sets:kondo_ezh2_targets
Curated_gene_sets:zhang_gata...2         SET      12    -0.065449   -0.0016482      0.28153      0.59191 Curated_gene_sets:zhang_gata6_targets_up
Curated_gene_sets:zhang_gata...1         SET      63     -0.28086    -0.016184      0.12695      0.98652 Curated_gene_sets:zhang_gata6_targets_dn
Curated_gene_sets:mcgowan_rs...          SET      19    -0.043808    -0.001388      0.21729      0.57989 Curated_gene_sets:mcgowan_rsp6_targets_up
Curated_gene_sets:kang_cispl...2         SET      19     -0.23733   -0.0075194      0.20598      0.87537 Curated_gene_sets:kang_cisplatin_resistance_up
Curated_gene_sets:kang_cispl...1         SET       8     -0.17733   -0.0036468      0.33143      0.70369 Curated_gene_sets:kang_cisplatin_resistance_dn
Curated_gene_sets:stearman_t...          SET      34     0.056179    0.0023801      0.16393      0.36591 Curated_gene_sets:stearman_tumor_field_effect_up
Curated_gene_sets:stearman_l...2         SET     118    0.0059932   0.00047196     0.089743      0.47338 Curated_gene_sets:stearman_lung_cancer_early_vs_late_up
Curated_gene_sets:stearman_l...1         SET      57   -0.0012851  -7.0448e-05      0.13031      0.50393 Curated_gene_sets:stearman_lung_cancer_early_vs_late_dn
Curated_gene_sets:heller_sil...2         SET     240    -0.072986   -0.0081702     0.064534      0.87096 Curated_gene_sets:heller_silenced_by_methylation_up
Curated_gene_sets:heller_sil...1         SET     104     -0.06923   -0.0051201     0.096065      0.76443 Curated_gene_sets:heller_silenced_by_methylation_dn
Curated_gene_sets:heller_hda...4         SET     282     0.077398    0.0093812     0.056984     0.087202 Curated_gene_sets:heller_hdac_targets_up
