# ALPHA = 0.05
# NUMBER_OF_TESTS = 15481

# _SET1_  VARIABLE = Curated_gene_sets:abe_vegfa_targets_2hr (set)
# _SET1_  NGENES = 31
# _SET1_  P-VALUE = 1.38923e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET2_   ENSG00000104142    15   41186628   41196173     35       8  518837       0.6611      0.25427
_SET2_   ENSG00000137815    15   41700606   41775761    239      39  510267       1.2949     0.097686
_SET2_   ENSG00000137825    15   41785591   41795747     39      12  513602       1.3117     0.094807
_SET2_   ENSG00000092445    15   41849873   41871536     64      22  501749     0.018587      0.49259
_SET2_   ENSG00000092531    15   42783431   42837547    120      22  517531      0.51808       0.3022
_SET2_   ENSG00000166963    15   43803156   43823818     40      17  509683       3.6329   0.00014014
_SET2_   ENSG00000104133    15   44854894   44955876    261      26  505320     -0.42495      0.66456
_SET2_   ENSG00000104164    15   45879321   45908197     53      21  507522     -0.96084      0.83168
_SET2_   ENSG00000140285    15   49715293   49780972    257      26  525897       3.9514    3.884e-05
_SET2_   ENSG00000138592    15   50716577   50793280    318      28  523966       1.4694     0.070868
_SET2_   ENSG00000137869    15   51500254   51630807    491      59  516407      -1.1014      0.86465
_SET2_   ENSG00000128872    15   52043758   52108565    299      22  515978       4.5136   3.1874e-06
_SET2_   ENSG00000166477    15   52230222   52264003    136      20  512782       4.4427   4.4416e-06
_SET2_   ENSG00000197535    15   52599480   52821247   1007      29  509393      0.84976      0.19773
_SET2_   ENSG00000137766    15   54305101   54920806   3154     154  524464      0.98371      0.16263
_SET2_   ENSG00000171016    15   55831088   55881145    258      23  525533      0.96941      0.16617
_SET2_   ENSG00000137845    15   58887403   59042177    549      40  505619       1.3043     0.096059
_SET2_   ENSG00000166128    15   63481668   63559981    278      38  517875        2.101     0.017822
_SET2_   ENSG00000169118    15   64457716   64648442    620      39  508527      -1.7208      0.95736
_SET2_   ENSG00000074621    15   65903704   65953333    141      22  516371     -0.38879      0.65129
_SET2_   ENSG00000103769    15   66018392   66184329    508      44  520434      -1.0696       0.8576
_SET2_   ENSG00000166949    15   67356101   67487533    540      92  521190      0.53148      0.29754
_SET2_   ENSG00000140332    15   70340129   70390515    197      42  518006     -0.95996      0.83146
_SET2_   ENSG00000138622    15   73612200   73661605    205      50  518842     -0.49005      0.68795
_SET2_   ENSG00000156642    15   73852355   73926475    204      37  510264     -0.83695      0.79869
_SET2_   ENSG00000205363    15   74032141   74045088     49      21  526584     -0.57898       0.7187
_SET2_   ENSG00000213578    15   75118888   75124141     13       7  516266        1.577       0.0574
_SET2_   ENSG00000140395    15   78570177   78592136     66      20  519955       2.5951    0.0047283
_SET2_   ENSG00000041357    15   78832747   78841604     46      11  530237      0.56255      0.28687
_SET2_   ENSG00000169684    15   78857862   78887611    122      21  515194       1.4184      0.07804
_SET2_   ENSG00000080644    15   78885394   78913637    117      23  513783       1.2022      0.11464
_SET2_   ENSG00000117971    15   78916461   79020096    389      59  513191     -0.12191      0.54851
_SET2_   ENSG00000058335    15   79252289   79383115    555      88  522211      -1.0175      0.84554
_SET2_   ENSG00000117899    15   81239667   81282219    155      20  519988     -0.17297      0.56866
_SET2_   ENSG00000197696    15   85198360   85201794     14       5  527958       1.0538      0.14599
_SET2_   ENSG00000166823    15   90291892   90294541     10       5  510483     0.039875       0.4841
_SET2_   ENSG00000185518    15   91643180   91844539    932      92  515785       1.2576      0.10427
_SET2_   ENSG00000140563    15   94774767   95023632   1135     158  521881     0.064623      0.47424
_SET2_   ENSG00000154237    15  101459420  101610317    856      82  515797     0.074413      0.47034
_SET2_   ENSG00000103126    16     337440     402673    423      56  506510       2.6261     0.004319
_SET2_   ENSG00000090565    16     475619     573011    422      55  514973       1.9596      0.02502
_SET2_   ENSG00000162009    16    1122756    1131454     80      25  517161     -0.43348      0.66767
_SET2_   ENSG00000007516    16    1383602    1399439     79      33  509091     -0.77428      0.78062
_SET2_   ENSG00000103197    16    2097466    2138716    182      80  501890       1.2719       0.1017
_SET2_   ENSG00000008710    16    2138711    2185899    153      42  497124      0.39731      0.34557
_SET2_   ENSG00000167964    16    2190804    2204166     40      16  512828      0.32946       0.3709
_SET2_   ENSG00000185883    16    2563871    2570219     24       8  469907     -0.27527      0.60845
_SET2_   ENSG00000131650    16    3013945    3018384     22       6  505734       1.4734     0.070326
_SET2_   ENSG00000183044    16    8768422    8878432    769     108  523213       1.8953     0.029026
_SET2_   ENSG00000183454    16    9852376   10276611   2266      81  522540        4.039   2.6841e-05
_SET2_   ENSG00000237515    16   12995477   13334272   1870     146  521907      0.92931      0.17637
_SET2_   ENSG00000103528    16   19179293   19279652    411      92  515784      -1.1623      0.87745
_SET2_   ENSG00000167191    16   19868616   19897489    103      23  515983       2.9221    0.0017385
_SET2_   ENSG00000166501    16   23847322   24231932   1735     163  517305       2.0103       0.0222
_SET2_   ENSG00000006116    16   24266874   24374122    515      89  519101      0.31535      0.37625
_SET2_   ENSG00000090905    16   24741016   24838953    317      44  509160       1.3647     0.086177
_SET2_   ENSG00000167371    16   29823177   29827201      9       6  505574       2.9457    0.0016113
_SET2_   ENSG00000174943    16   29916333   29938356     59      17  502010       5.1834   1.0893e-07
_SET2_   ENSG00000149927    16   30016830   30034591     43       9  522227       6.0656   6.5727e-10
_SET2_   ENSG00000150281    16   30907928   30914881     11       5  526743       3.1639   0.00077824
_SET2_   ENSG00000099365    16   31000577   31021949     48      14  515438       1.9392     0.026237
_SET2_   ENSG00000103496    16   31044210   31054296     22       6  527298        1.507      0.06591
_SET2_   ENSG00000169896    16   31271311   31344213    203      25  518408      0.94549      0.17221
_SET2_   ENSG00000140682    16   31482906   31489281     18      12  500935      0.83309       0.2024
_SET2_   ENSG00000069329    16   46690054   46723430     60      27  499584      -1.4111       0.9209
_SET2_   ENSG00000102924    16   49311828   49315742     15       7  522344     -0.57708      0.71806
_SET2_   ENSG00000166164    16   50347398   50402845    157      27  519188      0.15912      0.43679
_SET2_   ENSG00000140807    16   50582241   50670647    253      48  509410       1.1366      0.12785
_SET2_   ENSG00000083799    16   50775961   50835846    179      31  496648       1.2392      0.10764
_SET2_   ENSG00000103449    16   51169886   51185278     31      16  510134      -0.3644      0.64222
_SET2_   ENSG00000103546    16   55689516   55740104    239      60  517558      0.18287      0.42745
_SET2_   ENSG00000087258    16   56225302   56391356    662      84  515100     -0.68795      0.75426
_SET2_   ENSG00000102931    16   57279010   57287516     24      10  516267      0.61812      0.26825
_SET2_   ENSG00000102962    16   57392684   57400102     41      15  523497       1.9836      0.02365
_SET2_   ENSG00000006210    16   57406370   57418960     52      17  522031     -0.12568      0.55001
_SET2_   ENSG00000102970    16   57438679   57449974     58      19  516288     -0.12962      0.55157
_SET2_   ENSG00000205336    16   57644564   57698944    354      74  513651     -0.27772      0.60939
_SET2_   ENSG00000070770    16   58191811   58231824    165      21  523247      -1.0142      0.84476
_SET2_   ENSG00000150394    16   61681146   62070939   1364     109  514725       2.3888     0.008452
_SET2_   ENSG00000140937    16   64977656   65160015    694      60  515003        1.024      0.15292
_SET2_   ENSG00000168748    16   66878282   66888056     26      10  514117     -0.82184      0.79442
_SET2_   ENSG00000067955    16   67063019   67134961    179      37  498420      -1.1271      0.87014
_SET2_   ENSG00000179044    16   67218269   67224107     19      10  509618      -0.3525      0.63777
_SET2_   ENSG00000102981    16   67694849   67696681      4       2  499771       1.7472     0.040305
_SET2_   ENSG00000205220    16   67968405   67970990      6       3  476517     -0.20905       0.5828
_SET2_   ENSG00000124067    16   67977377   68003504     67      23  508887    -0.088591       0.5353
_SET2_   ENSG00000103056    16   68392231   68482591    290      45  509800      0.97116      0.16573
_SET2_   ENSG00000062038    16   68670092   68756519    403      46  505195       1.1716      0.12067
_SET2_   ENSG00000039068    16   68771128   68869451    449      46  511575       1.5349     0.062403
_SET2_   ENSG00000181019    16   69740899   69760854     80      23  509709       3.6844   0.00011462
_SET2_   ENSG00000172137    16   71392616   71424341    127      23  515816       2.3857    0.0085226
_SET2_   ENSG00000140835    16   71559136   71572649     26      15  512546      0.79971      0.21194
_SET2_   ENSG00000103035    16   74330673   74340186     35      16  508841     -0.52986       0.7019
_SET2_   ENSG00000152910    16   76311176   76593135   1651      84  517384       1.0535      0.14605
_SET2_   ENSG00000186153    16   78133310   79246564  10028     514  517464      0.44078      0.32969
_SET2_   ENSG00000197943    16   81772702   81991899   1713     178  519313      0.17827      0.42926
_SET2_   ENSG00000176678    16   86609974   86615303     22      11  515032    0.0020907      0.49917
_SET2_   ENSG00000154118    16   87635441   87731762    756      91  517024    -0.060302      0.52404
_SET2_   ENSG00000124391    16   88704999   88706881      7       4  508290      0.33119      0.37025
_SET2_   ENSG00000272636    17       5810      31427    118      23  514538     -0.56799      0.71498
_SET2_   ENSG00000167693    17     702553     883010   1261     183  520499      0.24946       0.4015
_SET2_   ENSG00000159842    17     906758    1132315   1361     210  515161     -0.54853      0.70834
_SET2_   ENSG00000177374    17    1957448    1962981     19      11  512859       1.9015     0.028622
_SET2_   ENSG00000007168    17    2496504    2588909    320      31  518015        1.272      0.10168
_SET2_   ENSG00000196689    17    3468738    3500392    193      46  507537       1.2128       0.1126
_SET2_   ENSG00000213977    17    3566196    3571976     26      12  515254      0.48516      0.31378
_SET2_   ENSG00000083454    17    3575493    3599698    102      26  517807      0.14752      0.44136
_SET2_   ENSG00000108405    17    3799886    3819794     87      25  514289   -0.0043565      0.50174
_SET2_   ENSG00000141480    17    4613784    4624794     36      12  510472      0.59449      0.27609
_SET2_   ENSG00000142507    17    4699439    4701790     12       6  521467      0.40566       0.3425
_SET2_   ENSG00000141503    17    4736683    4801356    314      34  498420     -0.14788      0.55878
_SET2_   ENSG00000108556    17    4801069    4806369     35      15  512810      0.11266      0.45515
_SET2_   ENSG00000108518    17    4848947    4852356     15       8  513006      0.47896      0.31598
_SET2_   ENSG00000132535    17    7093209    7123021     85      28  507163      0.61847      0.26813
_SET2_   ENSG00000004975    17    7128660    7137864     23      11  500902       1.3263     0.092364
_SET2_   ENSG00000170296    17    7143333    7146089      6       4  523325      0.59562      0.27571
_SET2_   ENSG00000175826    17    7146910    7155810     17       8  495747       1.0181      0.15431
_SET2_   ENSG00000169992    17    7308193    7323179     50      26  523066       1.5693     0.058284
_SET2_   ENSG00000161958    17    7341592    7348256     16       7  502960       3.3585   0.00039181
_SET2_   ENSG00000170175    17    7348380    7361026     42      11  516406       2.3448    0.0095176
_SET2_   ENSG00000129226    17    7482785    7485429      6       3  537349       4.7259   1.1455e-06
_SET2_   ENSG00000108947    17    7608520    7614696     16       7  503705       3.1076   0.00094319
_SET2_   ENSG00000167874    17    7758383    7759417      7       5  491433      0.81664      0.20707
_SET2_   ENSG00000220205    17    8062467    8066864     15       6  510970     0.032292      0.48712
_SET2_   ENSG00000108961    17    8191815    8193410      8       4  504402     -0.20827      0.58249
_SET2_   ENSG00000188803    17   11144580   11467380   1611     170  517774      -1.4635      0.92833
_SET2_   ENSG00000109099    17   15133095   15168643    143      29  507120      0.23264      0.40802
_SET2_   ENSG00000170425    17   15848231   15879060    107      29  515500     -0.46513      0.67908
_SET2_   ENSG00000170315    17   16284112   16286059      6       3  505692     -0.81633      0.79284
_SET2_   ENSG00000072310    17   17713713   17740325     68      17  510656       4.8686   5.6196e-07
_SET2_   ENSG00000154016    17   18923986   18950950     10       5  523087      -1.4266      0.92315
_SET2_   ENSG00000007171    17   26083792   26127525    174      40  516832      0.63017      0.26429
_SET2_   ENSG00000087095    17   26368763   26523407    196      94  507635       2.4636    0.0068765
_SET2_   ENSG00000109083    17   26655352   26662515     15       9  516579      0.70432      0.24062
_SET2_   ENSG00000109103    17   26873725   26879686      5       3  518291    -0.086538      0.53448
_SET2_   ENSG00000063015    17   27281919   27333458    116      35  510169     0.071694      0.47142
_SET2_   ENSG00000108262    17   27900487   27921072     52      21  511289       4.5987   2.1254e-06
_SET2_   ENSG00000108576    17   28521337   28563020    119      34  510635       4.0985   2.0795e-05
_SET2_   ENSG00000196712    17   29421945   29709134    620      27  516669       5.6945   6.1856e-09
_SET2_   ENSG00000126858    17   30469473   30580393    259      31  510618      0.58672       0.2787
_SET2_   ENSG00000108671    17   30771279   30810336     81      31  507878      0.58202      0.28028
_SET2_   ENSG00000108684    17   31340105   32501983   5441     424  520038     -0.35945      0.64037
_SET2_   ENSG00000108691    17   32582304   32584222      4       2  537349       1.1372      0.12773
_SET2_   ENSG00000108688    17   32597240   32599261      5       3  511055    -0.052048      0.52075
_SET2_   ENSG00000108700    17   32646055   32648421      9       4  513392      0.93571      0.17471
_SET2_   ENSG00000181374    17   32683471   32685629      7       4  500391     -0.77963      0.78219
_SET2_   ENSG00000073536    17   33455772   33469334     21      12  524828       -0.374       0.6458
_SET2_   ENSG00000006125    17   33905065   34053436    648      43  514648     -0.56808      0.71501
_SET2_   ENSG00000141150    17   34058668   34070540     40      15  512147      -1.6182      0.94719
_SET2_   ENSG00000161570    17   34198495   34207797     27      10  520552     -0.60893      0.72871
_SET2_   ENSG00000161573    17   34303529   34308532     24       8  527639      -0.5549      0.71052
_SET2_   ENSG00000267596    17   34323476   34329084     26       8  528861       -0.314      0.62324
_SET2_   ENSG00000167236    17   34340096   34345005     23       7  525696     -0.14503      0.55766
_SET2_   ENSG00000006074    17   34391640   34399392     31      13  504896         -2.4       0.9918
_SET2_   ENSG00000006075    17   34415602   34417515     10       3  507374      -0.2888      0.61363
_SET2_   ENSG00000129277    17   34430983   34433014     17       4  511983      0.31586      0.37605
_SET2_   ENSG00000132130    17   35294084   35301917     25      11  506760      0.15177      0.43968
_SET2_   ENSG00000108753    17   36046435   36105237    238      74  515757       2.3634    0.0090545
_SET2_   ENSG00000108294    17   36908989   36920484     34      14  521332       2.2148     0.013386
_SET2_   ENSG00000067191    17   37329709   37353956     96      42  509695     0.035592       0.4858
_SET2_   ENSG00000108306    17   37415384   37558776    452      31  516109       4.2167   1.2393e-05
_SET2_   ENSG00000171532    17   37759789   37766030      8       4  514920       1.1945      0.11614
_SET2_   ENSG00000108344    17   38137050   38154213     81      14  519386      0.13409      0.44666
_SET2_   ENSG00000126368    17   38249040   38256978     22      10  526811      0.83244      0.20258
_SET2_   ENSG00000131759    17   38465444   38513094     99      26  512438      -1.1241      0.86953
_SET2_   ENSG00000141753    17   38599702   38613983     45      14  523639      -1.1199      0.86862
_SET2_   ENSG00000173801    17   39775692   39943183    741      61  515562    -0.059399      0.52368
_SET2_   ENSG00000173805    17   39873994   39890896    104      16  511189    -0.042922      0.51712
_SET2_   ENSG00000173786    17   40118759   40129749     32      15  510476         1.26      0.10383
_SET2_   ENSG00000108773    17   40265126   40273376     26      10  510626      0.70123      0.24158
_SET2_   ENSG00000161610    17   40336078   40337470      4       2  472971      0.74659      0.22765
_SET2_   ENSG00000168610    17   40465342   40540586    196      27  519408       1.4024     0.080401
_SET2_   ENSG00000131467    17   40976402   40995774     24      15  496076         1.12      0.13137
_SET2_   ENSG00000167941    17   41831099   41836156      8       5  503778      0.74707      0.22751
_SET2_   ENSG00000108852    17   41952725   41987068    148      22  512562       0.5327      0.29712
_SET2_   ENSG00000180340    17   42634925   42636907      2       1  513687     0.069021      0.47249
_SET2_   ENSG00000182963    17   42875816   42908184     86      24  519185      0.52711      0.29906
_SET2_   ENSG00000131095    17   42982376   42994305     53      18  526193      0.26121      0.39697
_SET2_   ENSG00000120088    17   43699267   43913194   1163      16  523557       7.8141   2.7681e-15
_SET2_   ENSG00000186868    17   43971748   44105700    821      11  524543       7.8032   3.0174e-15
_SET2_   ENSG00000108379    17   44839872   44910520    210      56  512356       8.2605   7.2532e-17
_SET2_   ENSG00000158955    17   44910567   44964096    168      32  516004       1.9547     0.025308
_SET2_   ENSG00000159224    17   47035916   47045958     41       8  522680       2.5043    0.0061342
_SET2_   ENSG00000005884    17   48133332   48167845    119      27  517846     0.091933      0.46338
_SET2_   ENSG00000108819    17   48211104   48227991     39      19  512598       3.0028    0.0013376
_SET2_   ENSG00000108821    17   48260650   48278993     78      32  513778    -0.040096      0.51599
_SET2_   ENSG00000136449    17   48585745   48608862     93      19  525203      0.48972      0.31217
_SET2_   ENSG00000006283    17   48638429   48704835    233      51  511369       3.0577    0.0011154
_SET2_   ENSG00000166263    17   53046088   53241646    725      44  516269       2.5452    0.0054611
_SET2_   ENSG00000183691    17   54671060   54672951      4       2  459623     -0.69237      0.75565
_SET2_   ENSG00000153933    17   54911460   54946036    129      17  518191    -0.065663      0.52618
_SET2_   ENSG00000011143    17   56282803   56296966     36      17  508502      0.13684      0.44558
_SET2_   ENSG00000005379    17   56378592   56406152    105      24  518240       1.5338     0.062538
_SET2_   ENSG00000108375    17   56429861   56494956    175      37  516085       3.7603   8.4868e-05
_SET2_   ENSG00000141367    17   57697219   57773671    192      27  509609      0.35827      0.36007
_SET2_   ENSG00000087191    17   61904512   61909379     16       6  525438      -1.0134      0.84457
_SET2_   ENSG00000108854    17   62538413   62658186    318      23  518751      0.44495      0.32818
_SET2_   ENSG00000168646    17   63524681   63557765    112      34  520471     -0.64546      0.74068
_SET2_   ENSG00000154229    17   64298754   64806861   2407     175  520747     -0.13939      0.55543
_SET2_   ENSG00000075429    17   64831235   64881603    256      57  524837     -0.38274      0.64904
_SET2_   ENSG00000075461    17   64961026   65029514    330      64  514119      -1.1551      0.87597
_SET2_   ENSG00000197170    17   65334032   65362743     84      28  517501        2.367     0.008967
_SET2_   ENSG00000182481    17   66031635   66042958     51      11  517791       4.5476   2.7128e-06
_SET2_   ENSG00000125398    17   70117161   70122561     14       6  521152     -0.24406      0.59641
_SET2_   ENSG00000109062    17   72744791   72765492     53      27  508312     -0.58831      0.72184
_SET2_   ENSG00000161509    17   72838162   72857627     63      12  513787      0.56835       0.2849
_SET2_   ENSG00000177885    17   73314157   73401790    263      19  518441       1.1524      0.12458
_SET2_   ENSG00000186919    17   74068042   74079747     28      14  509650       1.3479     0.088847
_SET2_   ENSG00000078687    17   76000249   76104916    352      45  520714       2.7368    0.0031022
_SET2_   ENSG00000173918    17   77018896   77045870    136      23  515604      -0.9087      0.81824
_SET2_   ENSG00000141543    17   78109013   78120982     58      17  520340      0.81105      0.20867
_SET2_   ENSG00000173821    17   78234665   78372586    618      84  519486      0.86309      0.19405
_SET2_   ENSG00000171246    17   78440948   78451643     45      16  518868       1.0945      0.13687
_SET2_   ENSG00000185527    17   79617489   79630142     96      17  518827       1.0861      0.13872
_SET2_   ENSG00000185269    17   79910388   79919716     31       7  514784        1.022       0.1534
_SET2_   ENSG00000169750    17   79989500   79992080      8       4  500300      0.46705      0.32023
_SET2_   ENSG00000141551    17   80196899   80231607     94      29  501576     -0.68116      0.75211
_SET2_   ENSG00000101557    18     158383     214629    206      43  520177       -1.556      0.94015
_SET2_   ENSG00000141433    18     904944     912173     36      20  520615       1.0344      0.15047
_SET2_   ENSG00000170579    18    3496030    4455335   4669     426  519440      0.51299      0.30398
_SET2_   ENSG00000154856    18   10454625   10489945    167      35  520940      0.82027      0.20603
_SET2_   ENSG00000134489    18   22040593   22059921     78      26  524828      0.10118       0.4597
_SET2_   ENSG00000154611    18   23713816   23773319    193      30  522729     -0.84447       0.8008
_SET2_   ENSG00000170558    18   25530930   25757410    708      72  515970     -0.24623      0.59725
_SET2_   ENSG00000134758    18   29671818   29711524    113      25  518682      -1.4881      0.93164
_SET2_   ENSG00000134769    18   32073254   32471808   1434      64  516271     -0.33204      0.63007
_SET2_   ENSG00000101489    18   34823010   35146000   1248     159  518569       2.1227     0.016889
_SET2_   ENSG00000152214    18   40323192   40695657   1376     108  515644       3.8317   6.3623e-05
_SET2_   ENSG00000132872    18   40847843   40857615     18       8  500476      0.48775      0.31286
_SET2_   ENSG00000175387    18   45357922   45457515    320      31  518638        2.972    0.0014791
_SET2_   ENSG00000141646    18   48494410   48611415    259      37  507207     -0.74893      0.77305
_SET2_   ENSG00000187323    18   49866542   51057784   6258     176  522284       4.0794   2.2578e-05
_SET2_   ENSG00000134046    18   51679079   51751158    230      43  511052     -0.27431      0.60808
_SET2_   ENSG00000134443    18   56887400   56898006     56       8  528502   -0.0029669      0.50118
_SET2_   ENSG00000166569    18   56942388   56985881    240      36  514902      0.92201      0.17826
_SET2_   ENSG00000166603    18   58038564   58040001      3       2  537349      -2.1376      0.98373
_SET2_   ENSG00000141655    18   59992520   60058516    343      57  518786     0.018282      0.49271
_SET2_   ENSG00000057149    18   61322431   61329197     35       8  493739      -1.2385      0.89223
_SET2_   ENSG00000166342    18   70409549   70535381    694      74  521171     -0.31112      0.62214
_SET2_   ENSG00000197971    18   74690783   74845639    939     148  522635     -0.32021       0.6256
_SET2_   ENSG00000166573    18   74962505   74980858    110      27  525589      0.76743      0.22141
_SET2_   ENSG00000131196    18   77155856   77289325    839      65  518495     -0.88899        0.813
_SET2_   ENSG00000178342    18   77623668   77660184    173      29  520795      0.38579      0.34982
_SET2_   ENSG00000141933    19     507299     519654     64      22  523414     -0.21951      0.58688
_SET2_   ENSG00000099822    19     589893     617159    194      59  515863      0.17216      0.43165
_SET2_   ENSG00000118046    19    1189406    1228428    178      48  508789      0.42543      0.33526
_SET2_   ENSG00000167470    19    1248552    1259142     41      17  512155       -1.427      0.92321
_SET2_   ENSG00000099617    19    1286153    1301430     53      17  505872      -1.8605      0.96859
_SET2_   ENSG00000115266    19    1446300    1473243    119      33  508863     -0.77884      0.78196
_SET2_   ENSG00000133275    19    1941188    1981337    224      36  517305     -0.95306      0.82972
_SET2_   ENSG00000104899    19    2249308    2252072     16       9  500355     -0.19653       0.5779
_SET2_   ENSG00000104953    19    2977444    2995177    113      30  513586      -1.4898      0.93186
_SET2_   ENSG00000065717    19    2997636    3047633    290      65  520316      -1.6309      0.94855
_SET2_   ENSG00000104964    19    3052908    3063105     42      16  525674     -0.99931      0.84118
_SET2_   ENSG00000186111    19    3630181    3700477    306      52  513059      -1.1933      0.88363
_SET2_   ENSG00000011132    19    3750817    3761697     63      20  512867       1.2498      0.10568
_SET2_   ENSG00000167657    19    3958451    3971121     48      14  512348       1.5098     0.065543
_SET2_   ENSG00000105229    19    4007644    4039384    171      29  511652     0.049026      0.48045
_SET2_   ENSG00000141985    19    4360367    4400544    150      40  518440       1.4455     0.074156
_SET2_   ENSG00000105426    19    5158506    5340814    873     135  518950       1.0246      0.15277
_SET2_   ENSG00000125657    19    6531010    6535931     20      12  510466      0.59794      0.27494
_SET2_   ENSG00000125726    19    6583194    6604114    106      23  525788        0.713      0.23792
_SET2_   ENSG00000125730    19    6677715    6730573    255      42  518101     -0.23464      0.59275
_SET2_   ENSG00000104918    19    7733930    7735334      8       4  532747     -0.48903      0.68759
_SET2_   ENSG00000185236    19    8454865    8469318     87      24  517995      0.72301      0.23484
_SET2_   ENSG00000127445    19    9945933    9960358     56      20  508008     -0.85157      0.80277
_SET2_   ENSG00000267534    19   10334520   10341948     22       9  519161      0.95081      0.17085
_SET2_   ENSG00000099203    19   10943114   10946994      6       4  500368      -1.0503      0.85322
_SET2_   ENSG00000127616    19   11071598   11176071    410      45  518475      0.31046       0.3781
_SET2_   ENSG00000141837    19   13317256   13734804   1991     243  521362       2.9218    0.0017402
_SET2_   ENSG00000072062    19   14202500   14228896     71      20  503603        1.292      0.09817
_SET2_   ENSG00000123146    19   14491313   14519537     90      41  517010      0.95253      0.17041
_SET2_   ENSG00000123159    19   14588572   14606944     95      25  522298       2.5907    0.0047892
_SET2_   ENSG00000105143    19   15060846   15133802    549      52  528025      0.20296      0.41958
_SET2_   ENSG00000171942    19   15838834   15839862      5       2  527884      -1.9203      0.97259
_SET2_   ENSG00000171936    19   15852203   15853153      9       4  528000      -0.8426      0.80027
_SET2_   ENSG00000172519    19   15904761   15905892     14       5  537349      -1.3739      0.91527
_SET2_   ENSG00000186723    19   15917817   15918936      4       2  516313      -1.1305      0.87088
_SET2_   ENSG00000176231    19   16059818   16060768      7       2  530588     -0.41716      0.66172
_SET2_   ENSG00000167461    19   16222439   16245044     93      17  518395     0.043449      0.48267
_SET2_   ENSG00000130303    19   17513748   17516457      8       4  531433      0.21282      0.41573
_SET2_   ENSG00000130477    19   17712137   17799401    435      95  525485      -1.2575      0.89572
_SET2_   ENSG00000248099    19   17927321   17932383     23       9  519900       0.5794      0.28116
_SET2_   ENSG00000105642    19   18062102   18110889    179      41  517760     -0.35708      0.63948
_SET2_   ENSG00000105649    19   18307594   18314884     24       9  516706      0.84361      0.19944
_SET2_   ENSG00000130513    19   18485541   18499986     67      17  522646       1.4792     0.069541
_SET2_   ENSG00000221983    19   18682540   18688360     18       5  527345       1.3037     0.096161
_SET2_   ENSG00000105662    19   18794487   18893004    378      58  517406      0.39892      0.34498
_SET2_   ENSG00000051128    19   19040010   19052070     37      17  517831       1.7258     0.042193
_SET2_   ENSG00000105173    19   30302805   30315215     41      18  506431    -0.020917      0.50834
_SET2_   ENSG00000121297    19   31765851   31840453    258      50  517853       0.3782      0.35264
_SET2_   ENSG00000121289    19   33369902   33462897    486      39  523021     0.090408      0.46398
_SET2_   ENSG00000105711    19   35521588   35531352     41      17  500177     0.015549       0.4938
_SET2_   ENSG00000126266    19   35842445   35843367      3       2  505799       1.7448     0.040507
_SET2_   ENSG00000185897    19   35849362   35851387      2       1  513366      0.94035      0.17352
_SET2_   ENSG00000126262    19   35934809   35942669     34      14  525052     -0.41306      0.66022
_SET2_   ENSG00000105672    19   36132647   36135773      7       4  511081      0.40735      0.34188
_SET2_   ENSG00000011600    19   36395303   36399197     20       5  533142       1.4967      0.06723
_SET2_   ENSG00000099341    19   38865176   38874464     42      14  517761      0.14934      0.44064
_SET2_   ENSG00000006712    19   39876492   39881835     17       7  510340        1.268       0.1024
_SET2_   ENSG00000013275    19   40476912   40487348     42      12  525409      0.50881      0.30544
_SET2_   ENSG00000090006    19   41098789   41135725    152      28  517606       2.7597    0.0028932
_SET2_   ENSG00000167601    19   41725108   41767671    147      36  519542    -0.096872      0.53859
_SET2_   ENSG00000105737    19   42502473   42573650    114      48  501347        5.288    6.182e-08
_SET2_   ENSG00000105723    19   42734338   42746777     25      10  503702       4.5973   2.1395e-06
_SET2_   ENSG00000130203    19   45409011   45412650      9       5  521503       0.4128      0.33988
_SET2_   ENSG00000010310    19   46171502   46186982     62      25  506448    -0.045451      0.51813
_SET2_   ENSG00000104936    19   46272975   46285810     33      15  510030     0.041314      0.48352
_SET2_   ENSG00000160014    19   47104331   47114050     33      17  505158      0.42088      0.33692
_SET2_   ENSG00000160013    19   47123725   47128375     12       5  511440      0.24169      0.40451
_SET2_   ENSG00000197380    19   47150869   47164395     54      19  505646      0.64321      0.26004
_SET2_   ENSG00000042753    19   47341393   47354249     45      21  511067      0.18935      0.42491
_SET2_   ENSG00000118160    19   47931274   47975425    163      38  517940        1.276      0.10098
_SET2_   ENSG00000105402    19   47990894   48018497     75      18  521163     -0.75832      0.77587
_SET2_   ENSG00000105464    19   48898132   48948188    156      43  520322    -0.043428      0.51732
_SET2_   ENSG00000105550    19   49258816   49261587     15       8  519777       7.1543   4.2035e-13
_SET2_   ENSG00000183207    19   49496705   49519252    101      17  514851    -0.094953      0.53782
_SET2_   ENSG00000104826    19   49519237   49520338      4       2  537349     -0.25973      0.60246
_SET2_   ENSG00000104827    19   49526126   49527590      3       2  461548     -0.15698      0.56237
_SET2_   ENSG00000196337    19   49557531   49562117     34      11  509694       2.5011    0.0061899
_SET2_   ENSG00000225950    19   49559050   49568333     42      18  506281       2.5994    0.0046688
_SET2_   ENSG00000104863    19   49617581   49621717     25       8  506166       2.0995     0.017887
_SET2_   ENSG00000177380    19   49622646   49654283    137      33  519654     -0.69727      0.75718
_SET2_   ENSG00000130529    19   49660998   49715093    316      34  507139       1.6598     0.048473
_SET2_   ENSG00000104901    19   49865040   49878373     62       8  520421      0.89845      0.18447
