# MEAN_SAMPLE_SIZE = 41137
# TOTAL_GENES = 17563
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:ebauer_tar...2         SET     172    -0.056434   -0.0055575      0.06737      0.79889 Curated_gene_sets:ebauer_targets_of_pax3_foxo1_fusion_up
Curated_gene_sets:perez_tp53...2         SET    1063    0.0061816    0.0014741     0.026603      0.40813 Curated_gene_sets:perez_tp53_targets
Curated_gene_sets:perez_tp63...          SET     313    -0.089338     -0.01182     0.049962      0.96311 Curated_gene_sets:perez_tp63_targets
Curated_gene_sets:perez_tp53...1         SET     185    0.0049033   0.00050059      0.06514         0.47 Curated_gene_sets:perez_tp53_and_tp63_targets
Curated_gene_sets:wakasugi_h...          SET      55    -0.051753   -0.0028917      0.10203        0.694 Curated_gene_sets:wakasugi_have_znf143_binding_sites
Curated_gene_sets:rodrigues_...3         SET      29     -0.29732    -0.012072      0.16022      0.96824 Curated_gene_sets:rodrigues_ntn1_and_dcc_targets
Curated_gene_sets:dacosta_uv...8         SET      22   0.00092156   3.2597e-05      0.18601      0.49802 Curated_gene_sets:dacosta_uv_response_via_ercc3_xpcs_up
Curated_gene_sets:dacosta_uv...7         SET      82     0.068127    0.0046443     0.098577      0.24476 Curated_gene_sets:dacosta_uv_response_via_ercc3_xpcs_dn
Curated_gene_sets:dacosta_uv...5         SET      51      0.11706    0.0062992      0.12027       0.1652 Curated_gene_sets:dacosta_uv_response_via_ercc3_ttd_up
Curated_gene_sets:dacosta_uv...4         SET      83     0.021034    0.0014426     0.097028      0.41419 Curated_gene_sets:dacosta_uv_response_via_ercc3_ttd_dn
Curated_gene_sets:turjanski_...3         SET      11     -0.15882   -0.0039735      0.27809      0.71603 Curated_gene_sets:turjanski_mapk1_and_mapk2_targets
Curated_gene_sets:turjanski_...5         SET       6     -0.61336    -0.011335      0.39015      0.94203 Curated_gene_sets:turjanski_mapk8_and_mapk9_targets
Curated_gene_sets:turjanski_...4         SET       8     -0.26985   -0.0057581      0.32598       0.7961 Curated_gene_sets:turjanski_mapk7_targets
Curated_gene_sets:turjanski_...1         SET       4     -0.46021   -0.0069447      0.48572       0.8283 Curated_gene_sets:turjanski_mapk11_targets
Curated_gene_sets:turjanski_...2         SET       9     -0.53869    -0.012192      0.32399       0.9518 Curated_gene_sets:turjanski_mapk14_targets
Curated_gene_sets:mahadevan_...1         SET      15      0.16347    0.0047754      0.23785      0.24596 Curated_gene_sets:mahadevan_gist_morphological_switch
Curated_gene_sets:appierto_r...2         SET      34      0.18639     0.008193      0.14052     0.092362 Curated_gene_sets:appierto_response_to_fenretinide_up
Curated_gene_sets:appierto_r...1         SET      43      0.19939     0.009854      0.11844     0.046152 Curated_gene_sets:appierto_response_to_fenretinide_dn
Curated_gene_sets:nagy_tftc_...          SET      17      0.47793     0.014862      0.19162    0.0063176 Curated_gene_sets:nagy_tftc_components_human
Curated_gene_sets:nagy_staga...          SET      12     -0.28196   -0.0073679      0.23984      0.88012 Curated_gene_sets:nagy_staga_components_human
Curated_gene_sets:nagy_pcaf_...          SET       8     -0.55985    -0.011946        0.303      0.96767 Curated_gene_sets:nagy_pcaf_components_human
Curated_gene_sets:baker_hema...1         SET       9     0.034964    0.0007913      0.27815      0.44999 Curated_gene_sets:baker_hematopoesis_stat1_targets
Curated_gene_sets:baker_hema...3         SET      14     -0.37338    -0.010538      0.23574      0.94338 Curated_gene_sets:baker_hematopoiesis_stat3_targets
Curated_gene_sets:baker_hema...2         SET       6    -0.056579   -0.0010456      0.33101      0.56786 Curated_gene_sets:baker_hematopoesis_stat5_targets
Curated_gene_sets:seiden_met...          SET      19      0.39264     0.012908       0.1926     0.020751 Curated_gene_sets:seiden_met_signaling
Curated_gene_sets:aung_gastr...          SET      50      0.24916     0.013275      0.12053     0.019367 Curated_gene_sets:aung_gastric_cancer
Curated_gene_sets:sanchez_md...          SET       9     -0.42709    -0.009666      0.28313      0.93428 Curated_gene_sets:sanchez_mdm2_targets
Curated_gene_sets:breuhahn_g...          SET      23    -0.029493   -0.0010666      0.19019      0.56162 Curated_gene_sets:breuhahn_growth_factor_signaling_in_liver_cancer
Curated_gene_sets:nakamura_l...1         SET       8      0.41422    0.0088387      0.29951     0.083342 Curated_gene_sets:nakamura_lung_cancer
Curated_gene_sets:galluzzi_p...1         SET      39     0.040186    0.0018916      0.13087       0.3794 Curated_gene_sets:galluzzi_permeabilize_mitochondria
Curated_gene_sets:haegerstra...          SET       8     -0.80471    -0.017171      0.33644      0.99161 Curated_gene_sets:haegerstrand_response_to_imatinib
Curated_gene_sets:mathew_fan...          SET      10      0.33054    0.0078852      0.21393      0.06117 Curated_gene_sets:mathew_fanconi_anemia_genes
Curated_gene_sets:midorikawa...          SET      48     -0.15679   -0.0081856      0.16153      0.83413 Curated_gene_sets:midorikawa_amplified_in_liver_cancer
Curated_gene_sets:gilmore_co...          SET      12     -0.15809    -0.004131      0.24706      0.73887 Curated_gene_sets:gilmore_core_nfkb_pathway
Curated_gene_sets:scheiderei...2         SET      17      0.10717    0.0033327      0.22181       0.3145 Curated_gene_sets:scheidereit_ikk_targets
Curated_gene_sets:dutta_apop...          SET      27     0.067565    0.0026472      0.15914      0.33558 Curated_gene_sets:dutta_apoptosis_via_nfkb
Curated_gene_sets:debosscher...          SET      13     -0.61573    -0.016746      0.26254      0.99049 Curated_gene_sets:debosscher_nfkb_targets_repressed_by_glucocorticoids
Curated_gene_sets:roversi_gl...1         SET      50     0.075755    0.0040364       0.1481      0.30451 Curated_gene_sets:roversi_glioma_copy_number_dn
Curated_gene_sets:seiden_onc...          SET      82    -0.023251    -0.001585     0.094282      0.59739 Curated_gene_sets:seiden_oncogenesis_by_met
Curated_gene_sets:hummerich_...6         SET      69     -0.16548    -0.010352       0.1065      0.93988 Curated_gene_sets:hummerich_skin_cancer_progression_up
Curated_gene_sets:hummerich_...5         SET      91      0.02302    0.0016527     0.086707      0.39532 Curated_gene_sets:hummerich_skin_cancer_progression_dn
Curated_gene_sets:cavard_liv...          SET      23      0.41143      0.01488      0.17293    0.0086823 Curated_gene_sets:cavard_liver_cancer_malignant_vs_benign
Curated_gene_sets:klein_targ...          SET      39     0.031972     0.001505      0.14273      0.41138 Curated_gene_sets:klein_targets_of_bcr_abl1_fusion
Curated_gene_sets:roversi_gl...3         SET      44     0.039619    0.0019806      0.15543       0.3994 Curated_gene_sets:roversi_glioma_loh_regions
Curated_gene_sets:roversi_gl...2         SET      92    -0.039378   -0.0028426      0.10426      0.64717 Curated_gene_sets:roversi_glioma_copy_number_up
Curated_gene_sets:rashi_resp...1         SET      31      0.09054    0.0038006      0.14691      0.26885 Curated_gene_sets:rashi_response_to_ionizing_radiation_1
Curated_gene_sets:rashi_resp...2         SET     108    -0.057495   -0.0044948     0.082372       0.7574 Curated_gene_sets:rashi_response_to_ionizing_radiation_2
Curated_gene_sets:rashi_resp...3         SET      44    -0.091331   -0.0045658      0.11607      0.78431 Curated_gene_sets:rashi_response_to_ionizing_radiation_3
Curated_gene_sets:rashi_resp...4         SET      44      0.16832    0.0084143      0.11855     0.077839 Curated_gene_sets:rashi_response_to_ionizing_radiation_4
Curated_gene_sets:rashi_resp...5         SET     128       0.1347     0.011458     0.071548     0.029882 Curated_gene_sets:rashi_response_to_ionizing_radiation_5
Curated_gene_sets:rashi_resp...6         SET      63      0.10291    0.0061526     0.098125      0.14715 Curated_gene_sets:rashi_response_to_ionizing_radiation_6
Curated_gene_sets:rashi_nfkb...          SET      15     -0.16195   -0.0047312      0.24588      0.74494 Curated_gene_sets:rashi_nfkb1_targets
Curated_gene_sets:iwanaga_e2...1         SET      24     -0.22505   -0.0083138      0.15646      0.92483 Curated_gene_sets:iwanaga_e2f1_targets_induced_by_serum
Curated_gene_sets:aigner_zeb...          SET      34     0.015086   0.00066314        0.149      0.45968 Curated_gene_sets:aigner_zeb1_targets
Curated_gene_sets:suzuki_amp...          SET      16     0.040826    0.0012317      0.22027      0.42648 Curated_gene_sets:suzuki_amplified_in_oral_cancer
Curated_gene_sets:hesson_tum...          SET       5     -0.26916    -0.004541      0.33118      0.79181 Curated_gene_sets:hesson_tumor_suppressor_cluster_3p21_3
Curated_gene_sets:martin_int...          SET      38      0.14972    0.0069567      0.14391       0.1491 Curated_gene_sets:martin_interact_with_hdac
Curated_gene_sets:lastowska_...1         SET      36      0.37628     0.017019       0.1735     0.015058 Curated_gene_sets:lastowska_coamplified_with_mycn
Curated_gene_sets:iwanaga_e2...2         SET       5      0.73846     0.012458      0.36976     0.022914 Curated_gene_sets:iwanaga_e2f1_targets_not_induced_by_serum
Curated_gene_sets:li_lung_ca...          SET      35     0.080789     0.003603      0.13225      0.27065 Curated_gene_sets:li_lung_cancer
Curated_gene_sets:li_amplifi...          SET     155      0.03188    0.0029817     0.065795      0.31401 Curated_gene_sets:li_amplified_in_lung_cancer
Curated_gene_sets:lindgren_b...5         SET     342    -0.042141   -0.0058232     0.048235      0.80884 Curated_gene_sets:lindgren_bladder_cancer_cluster_2b
Curated_gene_sets:lindgren_b...8         SET      46      -0.1161   -0.0059341       0.1356      0.80406 Curated_gene_sets:lindgren_bladder_cancer_high_recurrence
Curated_gene_sets:lindgren_b...9         SET     113      0.19224     0.015371     0.078367    0.0070861 Curated_gene_sets:lindgren_bladder_cancer_with_loh_in_chr9q
Curated_gene_sets:nakamura_a...5         SET       5     -0.35449   -0.0059806      0.36097      0.83696 Curated_gene_sets:nakamura_alveolar_epithelium
Curated_gene_sets:nakamura_b...          SET       6     -0.61145      -0.0113       0.3854      0.94368 Curated_gene_sets:nakamura_bronchial_and_bronchiolar_epithelia
Curated_gene_sets:nakamura_l...2         SET      14     -0.34732   -0.0098025      0.23729      0.92836 Curated_gene_sets:nakamura_lung_cancer_differentiation_markers
Curated_gene_sets:galluzzi_p...2         SET      22    -0.007833  -0.00027707        0.169      0.51848 Curated_gene_sets:galluzzi_prevent_mitochondial_permeabilization
Curated_gene_sets:myllykanga...4         SET      18    -0.075633   -0.0024201      0.19243      0.65285 Curated_gene_sets:myllykangas_amplification_hot_spot_17
Curated_gene_sets:myllykanga...10        SET      14    0.0090775   0.00025619      0.21683       0.4833 Curated_gene_sets:myllykangas_amplification_hot_spot_24
Curated_gene_sets:myllykanga...11        SET       8      0.63124      0.01347      0.30431     0.019031 Curated_gene_sets:myllykangas_amplification_hot_spot_25
Curated_gene_sets:myllykanga...17        SET       7       0.1534    0.0030621      0.31263      0.31183 Curated_gene_sets:myllykangas_amplification_hot_spot_7
Curated_gene_sets:myllykanga...12        SET      11     0.057091    0.0014284      0.30498      0.42575 Curated_gene_sets:myllykangas_amplification_hot_spot_27
Curated_gene_sets:myllykanga...2         SET       9     -0.11934   -0.0027009      0.31132      0.64926 Curated_gene_sets:myllykangas_amplification_hot_spot_15
Curated_gene_sets:myllykanga...13        SET       7     -0.40242   -0.0080326       0.3482      0.87609 Curated_gene_sets:myllykangas_amplification_hot_spot_29
Curated_gene_sets:myllykanga...19        SET       8      -0.4533   -0.0096727      0.27011      0.95334 Curated_gene_sets:myllykangas_amplification_hot_spot_9
Curated_gene_sets:myllykanga...3         SET       8     -0.29524      -0.0063      0.30716      0.83177 Curated_gene_sets:myllykangas_amplification_hot_spot_16
Curated_gene_sets:ebauer_tar...1         SET      49     -0.06585   -0.0034735      0.12319      0.70351 Curated_gene_sets:ebauer_targets_of_pax3_foxo1_fusion_dn
Curated_gene_sets:ebauer_myo...          SET      44     -0.13107   -0.0065522      0.13346      0.83697 Curated_gene_sets:ebauer_myogenic_targets_of_pax3_foxo1_fusion
Curated_gene_sets:schavolt_t...          SET      15     0.053944    0.0015758      0.24253        0.412 Curated_gene_sets:schavolt_targets_of_tp53_and_tp63
Curated_gene_sets:myllykanga...18        SET      11     -0.06991   -0.0017491      0.25495      0.60804 Curated_gene_sets:myllykangas_amplification_hot_spot_8
Curated_gene_sets:myllykanga...9         SET      20    -0.048899   -0.0016492      0.18149       0.6062 Curated_gene_sets:myllykangas_amplification_hot_spot_23
Curated_gene_sets:myllykanga...6         SET       5     -0.62008    -0.010461      0.32199      0.97292 Curated_gene_sets:myllykangas_amplification_hot_spot_2
Curated_gene_sets:myllykanga...7         SET       6     -0.36339   -0.0067157      0.33689      0.85962 Curated_gene_sets:myllykangas_amplification_hot_spot_21
Curated_gene_sets:myllykanga...14        SET       5      0.56043    0.0094549      0.29702       0.0296 Curated_gene_sets:myllykangas_amplification_hot_spot_30
Curated_gene_sets:myllykanga...16        SET       6       0.1958    0.0036184      0.34237       0.2837 Curated_gene_sets:myllykangas_amplification_hot_spot_6
Curated_gene_sets:myllykanga...1         SET      11      0.28074    0.0070239      0.20385     0.084237 Curated_gene_sets:myllykangas_amplification_hot_spot_12
Curated_gene_sets:mattioli_m...2         SET      83    -0.053142   -0.0036447     0.089787      0.72303 Curated_gene_sets:mattioli_mgus_vs_pcl
Curated_gene_sets:mattioli_m...1         SET      13     -0.28737   -0.0078155      0.22367      0.90055 Curated_gene_sets:mattioli_mgus_vs_multiple_myeloma
Curated_gene_sets:farmer_bre...2         SET     298     0.019296    0.0024921     0.049527      0.34842 Curated_gene_sets:farmer_breast_cancer_apocrine_vs_luminal
Curated_gene_sets:farmer_bre...1         SET     299     0.039015    0.0050472     0.050663      0.22063 Curated_gene_sets:farmer_breast_cancer_apocrine_vs_basal
Curated_gene_sets:farmer_bre...3         SET     292   -0.0050117  -0.00064084     0.049723      0.54014 Curated_gene_sets:farmer_breast_cancer_basal_vs_lulminal
Curated_gene_sets:myllykanga...15        SET       6      0.40419    0.0074696      0.31326     0.098491 Curated_gene_sets:myllykangas_amplification_hot_spot_5
Curated_gene_sets:myllykanga...5         SET       5     -0.34958   -0.0058976      0.46367      0.77455 Curated_gene_sets:myllykangas_amplification_hot_spot_18
Curated_gene_sets:lui_thyroi...1         SET      47     -0.18253   -0.0094301      0.12987      0.92005 Curated_gene_sets:lui_thyroid_cancer_cluster_1
Curated_gene_sets:lui_thyroi...2         SET      40      0.11562    0.0055115      0.14056      0.20539 Curated_gene_sets:lui_thyroid_cancer_cluster_2
Curated_gene_sets:lui_thyroi...3         SET      26     0.011825   0.00045464      0.16724      0.47182 Curated_gene_sets:lui_thyroid_cancer_cluster_3
Curated_gene_sets:lui_thyroi...4         SET       7     -0.35859   -0.0071578      0.32602      0.86431 Curated_gene_sets:lui_thyroid_cancer_cluster_4
Curated_gene_sets:lui_thyroi...5         SET      12    -0.067886   -0.0017739      0.25755      0.60395 Curated_gene_sets:lui_thyroid_cancer_cluster_5
Curated_gene_sets:myllykanga...8         SET      11      0.11143    0.0027879      0.26164      0.33509 Curated_gene_sets:myllykangas_amplification_hot_spot_22
Curated_gene_sets:grasemann_...          SET      11     -0.25268    -0.006322      0.27535       0.8206 Curated_gene_sets:grasemann_retinoblastoma_with_6p_amplification
Curated_gene_sets:lui_target...          SET      31      0.10075     0.004229      0.14987      0.25072 Curated_gene_sets:lui_targets_of_pax8_pparg_fusion
Curated_gene_sets:schlosser_...7         SET     112      0.11232    0.0089412     0.080183     0.080645 Curated_gene_sets:schlosser_serum_response_up
Curated_gene_sets:schlosser_...5         SET      99    -0.078813   -0.0059007      0.08003      0.83763 Curated_gene_sets:schlosser_serum_response_augmented_by_myc
Curated_gene_sets:schlosser_...1         SET      29     0.026845      0.00109      0.13706      0.42236 Curated_gene_sets:schlosser_myc_and_serum_response_synergy
Curated_gene_sets:schlosser_...4         SET     155     -0.10693    -0.010001     0.065353      0.94909 Curated_gene_sets:schlosser_myc_targets_repressed_by_serum
Curated_gene_sets:schlosser_...2         SET      43    -0.095924   -0.0047407      0.12982      0.77001 Curated_gene_sets:schlosser_myc_targets_and_serum_response_dn
Curated_gene_sets:schlosser_...3         SET      44      0.22387     0.011192      0.12328     0.034699 Curated_gene_sets:schlosser_myc_targets_and_serum_response_up
Curated_gene_sets:schlosser_...6         SET     654    -0.028128    -0.005326     0.032877      0.80387 Curated_gene_sets:schlosser_serum_response_dn
Curated_gene_sets:mattioli_m...3         SET      10     -0.24647   -0.0058797      0.21674      0.87226 Curated_gene_sets:mattioli_multiple_myeloma_subgroups
Curated_gene_sets:mattioli_m...4         SET      32      0.12958    0.0055262      0.16431      0.21517 Curated_gene_sets:mattioli_multiple_myeloma_with_14q32_translocations
Curated_gene_sets:farmer_bre...4         SET      34     0.020435   0.00089829      0.15404      0.44723 Curated_gene_sets:farmer_breast_cancer_cluster_1
Curated_gene_sets:farmer_bre...11        SET       5      0.27541    0.0046463      0.40473      0.24811 Curated_gene_sets:farmer_breast_cancer_cluster_8
Curated_gene_sets:farmer_bre...10        SET      18      0.43483     0.013914      0.19267     0.012014 Curated_gene_sets:farmer_breast_cancer_cluster_7
Curated_gene_sets:farmer_bre...5         SET      32    -0.070831   -0.0030207      0.14889      0.68287 Curated_gene_sets:farmer_breast_cancer_cluster_2
Curated_gene_sets:rosty_cerv...          SET     134     0.017011    0.0014803     0.066571      0.39916 Curated_gene_sets:rosty_cervical_cancer_proliferation_cluster
Curated_gene_sets:scheiderei...1         SET      51       0.1112    0.0059839      0.11862      0.17427 Curated_gene_sets:scheidereit_ikk_interacting_proteins
Curated_gene_sets:jaervinen_...          SET      38    -0.013684  -0.00063585      0.13849      0.53935 Curated_gene_sets:jaervinen_amplified_in_laryngeal_cancer
Curated_gene_sets:heidenblad...7         SET      11     -0.44372    -0.011102      0.28863      0.93789 Curated_gene_sets:heidenblad_amplified_in_soft_tissue_cancer
Curated_gene_sets:heidenblad...5         SET       7     -0.38329   -0.0076508      0.35264      0.86146 Curated_gene_sets:heidenblad_amplified_in_bone_cancer
Curated_gene_sets:ohashi_aur...1         SET       8    -0.032898  -0.00070198      0.31296      0.54186 Curated_gene_sets:ohashi_aurka_targets
Curated_gene_sets:ohashi_aur...2         SET       8    -0.016353  -0.00034895      0.30551      0.52134 Curated_gene_sets:ohashi_aurkb_targets
Curated_gene_sets:kobayashi_...5         SET      17     -0.37646    -0.011707      0.19138      0.97541 Curated_gene_sets:kobayashi_response_to_romidepsin
Curated_gene_sets:la_men1_ta...          SET      20    -0.097265   -0.0032805      0.20476      0.68261 Curated_gene_sets:la_men1_targets
Curated_gene_sets:kommagani_...          SET       9      0.36773    0.0083225       0.3042      0.11337 Curated_gene_sets:kommagani_tp63_gamma_targets
Curated_gene_sets:lund_silen...          SET      14      0.41946     0.011838      0.22748     0.032605 Curated_gene_sets:lund_silenced_by_methylation
Curated_gene_sets:honrado_br...          SET      18      0.24006    0.0076814      0.21418      0.13119 Curated_gene_sets:honrado_breast_cancer_brca1_vs_brca2
Curated_gene_sets:bowie_resp...1         SET      15     -0.31508   -0.0092044      0.22392       0.9203 Curated_gene_sets:bowie_response_to_extracellular_matrix
Curated_gene_sets:bowie_resp...2         SET      18     -0.43947    -0.014062       0.2091       0.9822 Curated_gene_sets:bowie_response_to_tamoxifen
Curated_gene_sets:aiyar_cobr...2         SET      35    -0.080632    -0.003596      0.14171      0.71532 Curated_gene_sets:aiyar_cobra1_targets_up
Curated_gene_sets:aiyar_cobr...1         SET      26     -0.22583   -0.0086827      0.16753      0.91116 Curated_gene_sets:aiyar_cobra1_targets_dn
Curated_gene_sets:li_cisplat...1         SET      26    -0.089058   -0.0034241      0.17231      0.69736 Curated_gene_sets:li_cisplatin_resistance_dn
Curated_gene_sets:li_cisplat...2         SET      24      0.17799    0.0065754      0.20024      0.18704 Curated_gene_sets:li_cisplatin_resistance_up
Curated_gene_sets:hernandez_...4         SET      19      0.24429    0.0080308      0.20826       0.1204 Curated_gene_sets:hernandez_aberrant_mitosis_by_docetacel_4nm_up
Curated_gene_sets:hernandez_...3         SET       6      0.47462    0.0087712        0.386      0.10944 Curated_gene_sets:hernandez_aberrant_mitosis_by_docetacel_4nm_dn
Curated_gene_sets:hernandez_...6         SET      26     0.041169    0.0015829      0.17094      0.40484 Curated_gene_sets:hernandez_mitotic_arrest_by_docetaxel_1_up
Curated_gene_sets:hernandez_...5         SET      34     0.024824    0.0010912       0.1474      0.43313 Curated_gene_sets:hernandez_mitotic_arrest_by_docetaxel_1_dn
Curated_gene_sets:hernandez_...2         SET      67     -0.11725   -0.0072282      0.10938      0.85812 Curated_gene_sets:hernandez_aberrant_mitosis_by_docetacel_2nm_up
Curated_gene_sets:hernandez_...1         SET      19      0.12877    0.0042331      0.19721      0.25691 Curated_gene_sets:hernandez_aberrant_mitosis_by_docetacel_2nm_dn
Curated_gene_sets:hernandez_...8         SET      55     -0.24635    -0.013765      0.10956      0.98772 Curated_gene_sets:hernandez_mitotic_arrest_by_docetaxel_2_up
Curated_gene_sets:hernandez_...7         SET      15     0.084862    0.0024791      0.22315      0.35186 Curated_gene_sets:hernandez_mitotic_arrest_by_docetaxel_2_dn
Curated_gene_sets:xu_hgf_sig...3         SET      23     -0.57505    -0.020797      0.17729      0.99941 Curated_gene_sets:xu_hgf_signaling_not_via_akt1_6hr
Curated_gene_sets:xu_hgf_tar...3         SET      16      0.28421    0.0085746      0.23578      0.11403 Curated_gene_sets:xu_hgf_targets_induced_by_akt1_6hr
Curated_gene_sets:xu_hgf_sig...2         SET      32     -0.14351   -0.0061203      0.15798      0.81817 Curated_gene_sets:xu_hgf_signaling_not_via_akt1_48hr_up
Curated_gene_sets:xu_hgf_sig...1         SET      17     0.088896    0.0027644      0.18689      0.31716 Curated_gene_sets:xu_hgf_signaling_not_via_akt1_48hr_dn
Curated_gene_sets:xu_hgf_tar...2         SET      13      0.03539    0.0009625      0.25279      0.44433 Curated_gene_sets:xu_hgf_targets_induced_by_akt1_48hr_up
Curated_gene_sets:xu_hgf_tar...1         SET      22    -0.022087  -0.00078125      0.15549      0.55648 Curated_gene_sets:xu_hgf_targets_induced_by_akt1_48hr_dn
Curated_gene_sets:xu_hgf_tar...5         SET       7      -0.7288    -0.014547      0.27289      0.99621 Curated_gene_sets:xu_hgf_targets_repressed_by_akt1_up
Curated_gene_sets:xu_hgf_tar...4         SET      79    -0.090094    -0.006029     0.090243      0.84094 Curated_gene_sets:xu_hgf_targets_repressed_by_akt1_dn
Curated_gene_sets:xu_akt1_ta...2         SET      25      0.12635    0.0047637      0.15237      0.20349 Curated_gene_sets:xu_akt1_targets_6hr
Curated_gene_sets:xu_akt1_ta...1         SET       8     -0.11499   -0.0024537      0.26219      0.66951 Curated_gene_sets:xu_akt1_targets_48hr
Curated_gene_sets:shi_sparc_...2         SET      20     -0.32236    -0.010872      0.20871      0.93876 Curated_gene_sets:shi_sparc_targets_up
Curated_gene_sets:shi_sparc_...1         SET      11     0.020917   0.00052334      0.28872      0.47112 Curated_gene_sets:shi_sparc_targets_dn
Curated_gene_sets:waesch_ana...          SET      12      0.29841    0.0077976      0.21363     0.081238 Curated_gene_sets:waesch_anaphase_promoting_complex
Curated_gene_sets:agarwal_ak...          SET       7     -0.42935   -0.0085702      0.35498      0.88676 Curated_gene_sets:agarwal_akt_pathway_targets
Curated_gene_sets:neben_aml_...2         SET       6    -0.060395   -0.0011161       0.3733      0.56426 Curated_gene_sets:neben_aml_with_flt3_or_nras_up
Curated_gene_sets:neben_aml_...1         SET      12      0.21082    0.0055088      0.25173      0.20118 Curated_gene_sets:neben_aml_with_flt3_or_nras_dn
Curated_gene_sets:dirmeier_l...1         SET      53     -0.25719    -0.014107      0.12664      0.97885 Curated_gene_sets:dirmeier_lmp1_response_early
Curated_gene_sets:einav_inte...          SET      27     -0.10847   -0.0042498      0.17159      0.73634 Curated_gene_sets:einav_interferon_signature_in_cancer
Curated_gene_sets:amundson_d...          SET      16      0.36491     0.011009      0.23696     0.061795 Curated_gene_sets:amundson_dna_damage_response_tp53
Curated_gene_sets:snijders_a...          SET      36     0.056538    0.0025572      0.14821      0.35143 Curated_gene_sets:snijders_amplified_in_head_and_neck_tumors
Curated_gene_sets:naishiro_c...          SET       8     -0.17011   -0.0036299      0.35366      0.68474 Curated_gene_sets:naishiro_ctnnb1_targets_with_lef1_motif
Curated_gene_sets:white_neur...          SET      19     0.028159    0.0009257      0.30545      0.46328 Curated_gene_sets:white_neuroblastoma_with_1p36.3_deletion
Curated_gene_sets:begum_targ...1         SET       7     0.075391    0.0015049      0.34556      0.41365 Curated_gene_sets:begum_targets_of_pax3_foxo1_fusion_and_pax3
Curated_gene_sets:siligan_bo...          SET      45     -0.18767   -0.0094874      0.13613      0.91598 Curated_gene_sets:siligan_bound_by_ews_flt1_fusion
Curated_gene_sets:dauer_stat...2         SET      42     0.031835     0.001555      0.13449      0.40644 Curated_gene_sets:dauer_stat3_targets_up
Curated_gene_sets:dauer_stat...1         SET      45      0.13126    0.0066357      0.12612      0.14901 Curated_gene_sets:dauer_stat3_targets_dn
Curated_gene_sets:patil_live...          SET     599     0.018729    0.0033995     0.034903      0.29577 Curated_gene_sets:patil_liver_cancer
Curated_gene_sets:korkola_em...1         SET       7     -0.47063   -0.0093942       0.3657      0.90093 Curated_gene_sets:korkola_embryonal_carcinoma
Curated_gene_sets:korkola_te...1         SET      37     -0.17469   -0.0080096      0.14416      0.88719 Curated_gene_sets:korkola_teratoma
Curated_gene_sets:korkola_yo...1         SET      57      0.11719    0.0066657      0.12215      0.16868 Curated_gene_sets:korkola_yolk_sac_tumor
Curated_gene_sets:korkola_ch...1         SET       6      0.45775    0.0084595      0.42308      0.13965 Curated_gene_sets:korkola_choriocarcinoma
Curated_gene_sets:wang_methy...          SET      33     -0.16699   -0.0072318      0.16013      0.85148 Curated_gene_sets:wang_methylated_in_breast_cancer
Curated_gene_sets:heidenblad...6         SET      51    -0.091909   -0.0049456      0.12668      0.76593 Curated_gene_sets:heidenblad_amplified_in_pancreatic_cancer
Curated_gene_sets:teramoto_o...1         SET      13      0.37451     0.010186      0.21655     0.041871 Curated_gene_sets:teramoto_opn_targets_cluster_1
Curated_gene_sets:teramoto_o...2         SET       8     -0.13968   -0.0029805       0.2602       0.7043 Curated_gene_sets:teramoto_opn_targets_cluster_3
Curated_gene_sets:teramoto_o...3         SET      12     -0.01929  -0.00050408      0.22458      0.53422 Curated_gene_sets:teramoto_opn_targets_cluster_4
Curated_gene_sets:teramoto_o...4         SET       7      0.44089    0.0088005      0.25696      0.04311 Curated_gene_sets:teramoto_opn_targets_cluster_5
Curated_gene_sets:teramoto_o...5         SET      26     -0.15317    -0.005889      0.17548      0.80861 Curated_gene_sets:teramoto_opn_targets_cluster_6
Curated_gene_sets:teramoto_o...6         SET      17      0.07101    0.0022082      0.22699      0.37721 Curated_gene_sets:teramoto_opn_targets_cluster_7
Curated_gene_sets:teramoto_o...7         SET       7      0.58369     0.011651      0.30739     0.028801 Curated_gene_sets:teramoto_opn_targets_cluster_8
Curated_gene_sets:seitz_neop...2         SET      70     -0.14636   -0.0092219      0.10376       0.9208 Curated_gene_sets:seitz_neoplastic_transformation_by_8p_deletion_up
Curated_gene_sets:seitz_neop...1         SET      30     0.070934    0.0029293      0.16644      0.33499 Curated_gene_sets:seitz_neoplastic_transformation_by_8p_deletion_dn
Curated_gene_sets:yordy_reci...1         SET      64      0.12129    0.0073086      0.11059      0.13638 Curated_gene_sets:yordy_reciprocal_regulation_by_ets1_and_sp100_dn
Curated_gene_sets:yordy_reci...2         SET      22     -0.29236    -0.010341      0.19104      0.93703 Curated_gene_sets:yordy_reciprocal_regulation_by_ets1_and_sp100_up
Curated_gene_sets:meinhold_o...2         SET      12     0.082332    0.0021514       0.2224      0.35562 Curated_gene_sets:meinhold_ovarian_cancer_low_grade_up
