# TOTAL_GENES = 18808
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:reactome_m...73        SET     193     0.047325    0.0047695      0.07185      0.25506 Curated_gene_sets:reactome_mitotic_g2_g2_m_phases
Curated_gene_sets:reactome_a...22        SET      20     -0.24915   -0.0081207      0.21797      0.87348 Curated_gene_sets:reactome_activated_tak1_mediates_p38_mapk_activation
Curated_gene_sets:reactome_d...73        SET     309     0.097697     0.012419     0.056364     0.041529 Curated_gene_sets:reactome_dna_repair
Curated_gene_sets:reactome_e...6         SET      26      0.33549     0.012465      0.19547     0.043061 Curated_gene_sets:reactome_effects_of_pip2_hydrolysis
Curated_gene_sets:reactome_p...73        SET    1330     0.043332     0.011108      0.02897     0.067368 Curated_gene_sets:reactome_post_translational_protein_modification
Curated_gene_sets:reactome_c...53        SET      92   0.00032829   2.2905e-05      0.10738      0.49878 Curated_gene_sets:reactome_chromosome_maintenance
Curated_gene_sets:reactome_l...1         SET     112      0.26607     0.020471      0.10555     0.005859 Curated_gene_sets:reactome_l1cam_interactions
Curated_gene_sets:reactome_i...26        SET      30      0.30008     0.011976      0.21689     0.083255 Curated_gene_sets:reactome_interaction_between_l1_and_ankyrins
Curated_gene_sets:reactome_s...32        SET      20      0.66991     0.021835      0.24639    0.0032781 Curated_gene_sets:reactome_signal_transduction_by_l1
Curated_gene_sets:reactome_t...107       SET      39      -0.1785     -0.00812      0.16119      0.86593 Curated_gene_sets:reactome_transport_of_vitamins_nucleosides_and_related_molecules
Curated_gene_sets:reactome_h...18        SET      11      0.33209     0.008029      0.37037      0.18496 Curated_gene_sets:reactome_highly_calcium_permeable_postsynaptic_nicotinic_acetylcholine_receptors
Curated_gene_sets:reactome_o...16        SET      15     -0.29056   -0.0082025      0.30153      0.83237 Curated_gene_sets:reactome_organic_cation_anion_zwitterion_transport
Curated_gene_sets:reactome_d...5         SET      14      0.41972     0.011447      0.30369     0.083479 Curated_gene_sets:reactome_dcc_mediated_attractive_signaling
Curated_gene_sets:reactome_r...16        SET      43      0.30839     0.014729      0.16396     0.030003 Curated_gene_sets:reactome_recycling_pathway_of_l1
Curated_gene_sets:reactome_s...172       SET      60    0.0047349   0.00026701      0.13055      0.48553 Curated_gene_sets:reactome_synthesis_of_substrates_in_n_glycan_biosythesis
Curated_gene_sets:reactome_r...80        SET      89      0.24614     0.016892     0.096856    0.0055258 Curated_gene_sets:reactome_respiratory_electron_transport
Curated_gene_sets:reactome_a...103       SET     297     0.014867    0.0018535     0.056399      0.39604 Curated_gene_sets:reactome_asparagine_n_linked_glycosylation
Curated_gene_sets:reactome_a...110       SET      67      0.11318     0.006743        0.114      0.16041 Curated_gene_sets:reactome_assembly_of_the_pre_replicative_complex
Curated_gene_sets:reactome_b...26        SET      75    0.0084328   0.00053147      0.11435      0.47061 Curated_gene_sets:reactome_biosynthesis_of_the_n_glycan_precursor_dolichol_lipid_linked_oligosaccharide_llo_and_transfer_to_a_nascent_protein
Curated_gene_sets:reactome_c...42        SET      16     0.083969    0.0024481      0.28913      0.38575 Curated_gene_sets:reactome_cgmp_effects
Curated_gene_sets:reactome_r...59        SET      23      0.31853     0.011132      0.22317     0.076756 Curated_gene_sets:reactome_regulation_of_signaling_by_cbl
Curated_gene_sets:reactome_c...7         SET      25    -0.079508   -0.0028969      0.16624      0.68377 Curated_gene_sets:reactome_calnexin_calreticulin_cycle
Curated_gene_sets:reactome_p...9         SET      14      0.15385     0.004196      0.31477      0.31251 Curated_gene_sets:reactome_passive_transport_by_aquaporins
Curated_gene_sets:reactome_n...48        SET      22    -0.060584   -0.0020709      0.25113      0.59532 Curated_gene_sets:reactome_nitric_oxide_stimulates_guanylate_cyclase
Curated_gene_sets:reactome_p...65        SET      84      0.01661    0.0011076      0.11552      0.44284 Curated_gene_sets:reactome_platelet_homeostasis
Curated_gene_sets:reactome_n...4         SET      34      -0.1515   -0.0064359      0.14428      0.85314 Curated_gene_sets:reactome_n_glycan_trimming_in_the_er_and_calnexin_calreticulin_cycle
Curated_gene_sets:reactome_p...66        SET      16     -0.12026   -0.0035061      0.23012      0.69937 Curated_gene_sets:reactome_platelet_sensitization_by_ldl
Curated_gene_sets:reactome_a...98        SET      52      0.28076     0.014743      0.15004     0.030667 Curated_gene_sets:reactome_aquaporin_mediated_transport
Curated_gene_sets:reactome_r...7         SET      16      0.58592     0.017083      0.25145    0.0099048 Curated_gene_sets:reactome_rap1_signalling
Curated_gene_sets:reactome_p...64        SET      27    -0.024504  -0.00092778      0.20506      0.54756 Curated_gene_sets:reactome_platelet_calcium_homeostasis
Curated_gene_sets:reactome_p...98        SET      19        0.227    0.0072116      0.24474      0.17683 Curated_gene_sets:reactome_prostacyclin_signalling_through_prostacyclin_receptor
Curated_gene_sets:reactome_g...23        SET      19      0.05791    0.0018397      0.26286      0.41282 Curated_gene_sets:reactome_gaba_synthesis_release_reuptake_and_degradation
Curated_gene_sets:reactome_i...7         SET      22      0.60622     0.020722      0.23127    0.0043837 Curated_gene_sets:reactome_incretin_synthesis_secretion_and_inactivation
Curated_gene_sets:reactome_t...104       SET      11     -0.48178    -0.011648      0.33505      0.92476 Curated_gene_sets:reactome_transport_of_organic_anions
Curated_gene_sets:reactome_i...71        SET      12     -0.24758   -0.0062518      0.25123       0.8378 Curated_gene_sets:reactome_irak1_recruits_ikk_complex
Curated_gene_sets:reactome_t...61        SET      28     0.031884    0.0012293      0.18433      0.43134 Curated_gene_sets:reactome_traf6_mediated_irf7_activation
Curated_gene_sets:reactome_c...58        SET      69      0.23763     0.014367      0.12868     0.032402 Curated_gene_sets:reactome_circadian_clock
Curated_gene_sets:reactome_f...1         SET     158    -0.011117   -0.0010147     0.081394      0.55432 Curated_gene_sets:reactome_factors_involved_in_megakaryocyte_development_and_platelet_production
Curated_gene_sets:reactome_r...39        SET      14       0.3991     0.010885      0.30134     0.092692 Curated_gene_sets:reactome_regulation_of_ifng_signaling
Curated_gene_sets:reactome_r...48        SET      86     0.084017    0.0056684      0.10405       0.2097 Curated_gene_sets:reactome_regulation_of_mrna_stability_by_proteins_that_bind_au_rich_elements
Curated_gene_sets:reactome_t...59        SET      14       0.1031    0.0028119      0.24355      0.33603 Curated_gene_sets:reactome_traf3_dependent_irf_activation_pathway
Curated_gene_sets:reactome_g...21        SET      39      0.39173      0.01782      0.17731     0.013583 Curated_gene_sets:reactome_gaba_b_receptor_activation
Curated_gene_sets:reactome_t...108       SET     183     0.077868    0.0076437     0.073074      0.14331 Curated_gene_sets:reactome_transport_to_the_golgi_and_subsequent_modification
Curated_gene_sets:reactome_i...77        SET      55     -0.12747   -0.0068835      0.14056      0.81777 Curated_gene_sets:reactome_iron_uptake_and_transport
Curated_gene_sets:reactome_i...32        SET      70      0.08097    0.0049307      0.12968       0.2662 Curated_gene_sets:reactome_interferon_gamma_signaling
Curated_gene_sets:reactome_n...1         SET      15     0.088208    0.0024901      0.27415      0.37382 Curated_gene_sets:reactome_n_glycan_antennae_elongation
Curated_gene_sets:reactome_t...62        SET      12    -0.047754   -0.0012059      0.25435      0.57446 Curated_gene_sets:reactome_traf6_mediated_irf7_activation_in_tlr7_8_or_9_signaling
Curated_gene_sets:reactome_a...32        SET      17      0.25727    0.0077313      0.21448      0.11518 Curated_gene_sets:reactome_activation_of_irf3_irf7_mediated_by_tbk1_ikk_epsilon
Curated_gene_sets:reactome_i...69        SET      50     -0.26022    -0.013399       0.1541      0.95434 Curated_gene_sets:reactome_ion_transport_by_p_type_atpases
Curated_gene_sets:reactome_i...31        SET      61     0.052763    0.0030001      0.13764      0.35073 Curated_gene_sets:reactome_interferon_alpha_beta_signaling
Curated_gene_sets:reactome_a...66        SET      12     0.067182    0.0016965      0.27127       0.4022 Curated_gene_sets:reactome_advanced_glycosylation_endproduct_receptor_signaling
Curated_gene_sets:reactome_g...22        SET      52      0.43625     0.022907      0.16007     0.003215 Curated_gene_sets:reactome_gaba_receptor_activation
Curated_gene_sets:reactome_k...6         SET      59     0.068465    0.0038287      0.13517      0.30625 Curated_gene_sets:reactome_kinesins
Curated_gene_sets:reactome_n...2         SET      26     0.060623    0.0022525      0.20664      0.38462 Curated_gene_sets:reactome_n_glycan_antennae_elongation_in_the_medial_trans_golgi
Curated_gene_sets:reactome_r...38        SET      26      0.24494    0.0091011      0.21496      0.12725 Curated_gene_sets:reactome_regulation_of_ifna_signaling
Curated_gene_sets:reactome_i...33        SET     177     0.044201    0.0042678     0.078463      0.28661 Curated_gene_sets:reactome_interferon_signaling
Curated_gene_sets:reactome_t...86        SET      29     -0.10775    -0.004228       0.1891      0.71559 Curated_gene_sets:reactome_transferrin_endocytosis_and_recycling
Curated_gene_sets:reactome_d...92        SET      11      0.26749    0.0064671       0.3271      0.20676 Curated_gene_sets:reactome_dscam_interactions
Curated_gene_sets:reactome_i...67        SET     170     -0.13681    -0.012949     0.081574      0.95324 Curated_gene_sets:reactome_ion_channel_transport
Curated_gene_sets:reactome_i...2         SET      22    -0.012153  -0.00041543       0.2121      0.52285 Curated_gene_sets:reactome_ikk_complex_recruitment_mediated_by_rip1
Curated_gene_sets:reactome_f...35        SET      40    -0.059749   -0.0027526      0.15919      0.64629 Curated_gene_sets:reactome_formation_of_incision_complex_in_gg_ner
Curated_gene_sets:reactome_t...85        SET      80     0.087291    0.0056811      0.11578      0.22545 Curated_gene_sets:reactome_transcriptional_regulation_of_white_adipocyte_differentiation
Curated_gene_sets:reactome_e...15        SET      31     -0.24486    -0.009933      0.16837      0.92707 Curated_gene_sets:reactome_endosomal_sorting_complex_required_for_transport_escrt
Curated_gene_sets:reactome_m...15        SET      68   -0.0071926  -0.00043171      0.13115      0.52187 Curated_gene_sets:reactome_meiotic_recombination
Curated_gene_sets:reactome_p...63        SET      40       0.2866     0.013203      0.16233     0.038742 Curated_gene_sets:reactome_platelet_aggregation_plug_formation
Curated_gene_sets:reactome_s...66        SET     212     0.071076    0.0075036     0.071614      0.16049 Curated_gene_sets:reactome_signaling_by_notch
Curated_gene_sets:reactome_l...2         SET      19     0.038544    0.0012245      0.21162      0.42774 Curated_gene_sets:reactome_lagging_strand_synthesis
Curated_gene_sets:reactome_i...11        SET      11      0.15421    0.0037283      0.28946      0.29711 Curated_gene_sets:reactome_inhibition_of_replication_initiation_of_damaged_dna_by_rb1_e2f1
Curated_gene_sets:reactome_e...42        SET      11     -0.14728   -0.0035608      0.35688      0.66007 Curated_gene_sets:reactome_ethanol_oxidation
Curated_gene_sets:reactome_s...174       SET      22      0.31271     0.010689      0.24815      0.10381 Curated_gene_sets:reactome_synthesis_of_very_long_chain_fatty_acyl_coas
Curated_gene_sets:reactome_d...74        SET     123      0.09457    0.0076229     0.084022      0.13019 Curated_gene_sets:reactome_dna_replication
Curated_gene_sets:reactome_e...2         SET      20      0.19746    0.0064358       0.2331      0.19847 Curated_gene_sets:reactome_e2f_mediated_regulation_of_dna_replication
Curated_gene_sets:reactome_m...31        SET     281    0.0044945   0.00054526     0.060408      0.47035 Curated_gene_sets:reactome_metabolism_of_carbohydrates
Curated_gene_sets:reactome_s...57        SET      77     0.007526   0.00048057      0.12088      0.47518 Curated_gene_sets:reactome_signaling_by_insulin_receptor
Curated_gene_sets:reactome_s...30        SET      10      0.65361     0.015068      0.33993     0.027262 Curated_gene_sets:reactome_signal_attenuation
Curated_gene_sets:reactome_s...109       SET       7      0.68955     0.013301       0.4226     0.051381 Curated_gene_sets:reactome_sos_mediated_signalling
Curated_gene_sets:reactome_h...15        SET     587   -0.0017626   -0.0003065     0.044536      0.51578 Curated_gene_sets:reactome_hemostasis
Curated_gene_sets:reactome_h...22        SET     221     0.015694    0.0016912     0.066527      0.40675 Curated_gene_sets:reactome_hiv_infection
Curated_gene_sets:reactome_h...23        SET     143    -0.072935   -0.0063356     0.083505      0.80878 Curated_gene_sets:reactome_hiv_life_cycle
Curated_gene_sets:reactome_e...4         SET      14     -0.19693    -0.005371      0.29819       0.7455 Curated_gene_sets:reactome_early_phase_of_hiv_life_cycle
Curated_gene_sets:reactome_h...27        SET     127     0.032064     0.002626      0.08674      0.35582 Curated_gene_sets:reactome_host_interactions_of_hiv_factors
Curated_gene_sets:reactome_v...8         SET      44    -0.042884   -0.0020718      0.14631      0.61528 Curated_gene_sets:reactome_viral_messenger_rna_synthesis
Curated_gene_sets:reactome_i...29        SET      35     -0.20848   -0.0089852      0.17089      0.88875 Curated_gene_sets:reactome_interactions_of_vpr_with_host_cellular_proteins
Curated_gene_sets:reactome_f...32        SET      16      0.32274    0.0094096      0.23237     0.082439 Curated_gene_sets:reactome_formation_of_atp_by_chemiosmotic_coupling
Curated_gene_sets:reactome_a...25        SET      37    -0.096354   -0.0042696      0.14579      0.74565 Curated_gene_sets:reactome_activation_of_atr_in_response_to_replication_stress
Curated_gene_sets:reactome_u...6         SET      11     0.023285   0.00056296      0.27092      0.46575 Curated_gene_sets:reactome_unwinding_of_dna
Curated_gene_sets:reactome_g...46        SET      26     -0.26671   -0.0099098      0.30144      0.81186 Curated_gene_sets:reactome_glucuronidation
Curated_gene_sets:reactome_i...16        SET     978    -0.010439   -0.0023177     0.034308      0.61953 Curated_gene_sets:reactome_innate_immune_system
Curated_gene_sets:reactome_m...75        SET     187    -0.076354   -0.0075757       0.0728      0.85286 Curated_gene_sets:reactome_mitotic_prometaphase
Curated_gene_sets:reactome_g...4         SET      28     -0.14514    -0.005596      0.17127      0.80161 Curated_gene_sets:reactome_g1_s_specific_transcription
Curated_gene_sets:reactome_s...87        SET      72      0.11882    0.0073375        0.128      0.17664 Curated_gene_sets:reactome_signaling_by_tgf_beta_receptor_complex
Curated_gene_sets:reactome_p...38        SET      19      0.32324     0.010269      0.21087     0.062657 Curated_gene_sets:reactome_phosphorylation_of_the_apc_c
Curated_gene_sets:reactome_c...115       SET      22     -0.14849   -0.0050758      0.22165      0.74855 Curated_gene_sets:reactome_cytosolic_sulfonation_of_small_molecules
Curated_gene_sets:reactome_i...23        SET       9     -0.14404   -0.0031503      0.37382         0.65 Curated_gene_sets:reactome_integration_of_provirus
Curated_gene_sets:reactome_g...50        SET      36    -0.056067   -0.0024507      0.18857      0.61689 Curated_gene_sets:reactome_glutathione_conjugation
Curated_gene_sets:reactome_c...78        SET      52    -0.088068   -0.0046244      0.15767      0.71176 Curated_gene_sets:reactome_complement_cascade
Curated_gene_sets:reactome_m...89        SET      21      0.27081    0.0090443      0.22843      0.11791 Curated_gene_sets:reactome_mtorc1_mediated_signalling
Curated_gene_sets:reactome_a...27        SET      30      0.12171     0.004857      0.20807       0.2793 Curated_gene_sets:reactome_activation_of_bh3_only_proteins
Curated_gene_sets:reactome_g...45        SET      91     0.025655    0.0017803     0.099656      0.39842 Curated_gene_sets:reactome_glucose_metabolism
Curated_gene_sets:reactome_v...19        SET      41      0.51585     0.024059      0.17895    0.0019744 Curated_gene_sets:reactome_voltage_gated_potassium_channels
Curated_gene_sets:reactome_a...58        SET     700     0.028929    0.0054763     0.039983      0.23468 Curated_gene_sets:reactome_adaptive_immune_system
Curated_gene_sets:reactome_n...49        SET      32     -0.35172    -0.014496      0.18195      0.97338 Curated_gene_sets:reactome_nod1_2_signaling_pathway
Curated_gene_sets:reactome_c...112       SET     794      0.07535     0.015152     0.038299     0.024577 Curated_gene_sets:reactome_cytokine_signaling_in_immune_system
Curated_gene_sets:reactome_m...16        SET      65     0.043825     0.002572      0.13674       0.3743 Curated_gene_sets:reactome_meiotic_synapsis
Curated_gene_sets:reactome_t...22        SET      15      0.14355    0.0040525      0.27284       0.2994 Curated_gene_sets:reactome_the_nlrp3_inflammasome
Curated_gene_sets:reactome_c...63        SET     345     0.081329     0.010914     0.053395     0.063867 Curated_gene_sets:reactome_class_i_mhc_mediated_antigen_processing_presentation
Curated_gene_sets:reactome_t...3         SET      12     -0.42312    -0.010684      0.32586      0.90293 Curated_gene_sets:reactome_tandem_pore_domain_potassium_channels
Curated_gene_sets:reactome_i...9         SET      20      0.35041     0.011421      0.23253      0.06592 Curated_gene_sets:reactome_inflammasomes
Curated_gene_sets:reactome_p...74        SET      97      0.32725     0.023442      0.11352    0.0019738 Curated_gene_sets:reactome_potassium_channels
Curated_gene_sets:reactome_n...79        SET      51    -0.082356   -0.0042828      0.14359      0.71686 Curated_gene_sets:reactome_nucleotide_binding_domain_leucine_rich_repeat_containing_receptor_nlr_signaling_pathways
Curated_gene_sets:reactome_t...9         SET      68      0.05672    0.0034044      0.12684      0.32737 Curated_gene_sets:reactome_telomere_maintenance
Curated_gene_sets:reactome_p...61        SET     248      0.10414      0.01188     0.067387     0.061126 Curated_gene_sets:reactome_platelet_activation_signaling_and_aggregation
Curated_gene_sets:reactome_c...94        SET      14     -0.36498   -0.0099543      0.29779      0.88982 Curated_gene_sets:reactome_creation_of_c4_and_c2_activators
Curated_gene_sets:reactome_a...90        SET      25      0.18889    0.0068822      0.18065      0.14788 Curated_gene_sets:reactome_apc_cdc20_mediated_degradation_of_nek2a
Curated_gene_sets:reactome_i...13        SET      17     -0.36405     -0.01094      0.27077       0.9106 Curated_gene_sets:reactome_initial_triggering_of_complement
Curated_gene_sets:reactome_e...45        SET      28    0.0030911   0.00011918      0.17904      0.49311 Curated_gene_sets:reactome_extension_of_telomeres
Curated_gene_sets:reactome_g...5         SET     158     0.054607    0.0049841     0.078482      0.24328 Curated_gene_sets:reactome_g2_m_checkpoints
Curated_gene_sets:reactome_g...6         SET      85     0.060234    0.0040402      0.11429      0.29909 Curated_gene_sets:reactome_g2_m_dna_damage_checkpoint
Curated_gene_sets:reactome_s...1         SET     156     0.044412    0.0040281     0.075287      0.27763 Curated_gene_sets:reactome_s_phase
Curated_gene_sets:reactome_t...122       SET      13     -0.13288   -0.0034923      0.31439      0.66372 Curated_gene_sets:reactome_tryptophan_catabolism
Curated_gene_sets:reactome_d...77        SET      30     0.032759    0.0013073      0.16676      0.42214 Curated_gene_sets:reactome_dna_strand_elongation
Curated_gene_sets:reactome_c...47        SET      22     -0.22368    -0.007646      0.21579      0.85002 Curated_gene_sets:reactome_cholesterol_biosynthesis
Curated_gene_sets:reactome_f...25        SET      12    0.0069322   0.00017505      0.34744      0.49204 Curated_gene_sets:reactome_fgfr2c_ligand_binding_and_activation
Curated_gene_sets:reactome_m...41        SET      15     -0.19793   -0.0055875      0.24394      0.79142 Curated_gene_sets:reactome_metabolism_of_porphyrins
Curated_gene_sets:reactome_v...7         SET      54     0.097673    0.0052262      0.12652      0.22007 Curated_gene_sets:reactome_vif_mediated_degradation_of_apobec3g
Curated_gene_sets:reactome_s...43        SET      85      0.14869    0.0099737      0.11354     0.095181 Curated_gene_sets:reactome_signaling_by_fgfr
Curated_gene_sets:reactome_d...46        SET       8     -0.72205    -0.014889      0.38511      0.96959 Curated_gene_sets:reactome_digestion_of_dietary_carbohydrate
Curated_gene_sets:reactome_f...17        SET      15    -0.019133  -0.00054012      0.30669      0.52487 Curated_gene_sets:reactome_fgfr1_ligand_binding_and_activation
Curated_gene_sets:reactome_g...28        SET      36         0.11    0.0048079      0.18807      0.27932 Curated_gene_sets:reactome_gap_junction_assembly
Curated_gene_sets:reactome_s...154       SET      17      0.46795     0.014063      0.23441      0.02296 Curated_gene_sets:reactome_synthesis_of_glycosylphosphatidylinositol_gpi
Curated_gene_sets:reactome_i...64        SET      50    -0.037978   -0.0019556      0.15172      0.59883 Curated_gene_sets:reactome_intrinsic_pathway_for_apoptosis
Curated_gene_sets:reactome_a...96        SET      49      0.54577     0.027822      0.15695   0.00025369 Curated_gene_sets:reactome_apoptotic_execution_phase
Curated_gene_sets:nakamura_c...2         SET      25     -0.13841   -0.0050428      0.21191      0.74317 Curated_gene_sets:nakamura_cancer_microenvironment_up
Curated_gene_sets:nakamura_c...1         SET      44     -0.11512   -0.0055619       0.1461      0.78464 Curated_gene_sets:nakamura_cancer_microenvironment_dn
Curated_gene_sets:west_adren...5         SET      22      0.27651    0.0094518      0.21288     0.096998 Curated_gene_sets:west_adrenocortical_tumor_markers_up
Curated_gene_sets:west_adren...4         SET      20     -0.21238    -0.006922      0.25197      0.80034 Curated_gene_sets:west_adrenocortical_tumor_markers_dn
Curated_gene_sets:winter_hyp...3         SET      90    -0.014046  -0.00096932      0.10784      0.55182 Curated_gene_sets:winter_hypoxia_up
Curated_gene_sets:winter_hyp...1         SET      45     -0.18336   -0.0089582       0.1675      0.86315 Curated_gene_sets:winter_hypoxia_dn
Curated_gene_sets:parent_mto...2         SET     522     0.053828    0.0088425     0.045099      0.11634 Curated_gene_sets:parent_mtor_signaling_up
Curated_gene_sets:parent_mto...1         SET      43    -0.087524   -0.0041803      0.15772      0.71053 Curated_gene_sets:parent_mtor_signaling_dn
Curated_gene_sets:pyeon_hpv_...2         SET      85    0.0081371    0.0005458      0.11571      0.47197 Curated_gene_sets:pyeon_hpv_positive_tumors_up
Curated_gene_sets:pyeon_hpv_...1         SET       8     -0.29809   -0.0061467      0.40997      0.76641 Curated_gene_sets:pyeon_hpv_positive_tumors_dn
Curated_gene_sets:nakamura_t...2         SET     262    -0.051012   -0.0059789     0.063568      0.78886 Curated_gene_sets:nakamura_tumor_zone_peripheral_vs_central_up
Curated_gene_sets:nakamura_t...1         SET     581    -0.010996   -0.0019026     0.044411      0.59778 Curated_gene_sets:nakamura_tumor_zone_peripheral_vs_central_dn
Curated_gene_sets:piccaluga_...2         SET     204      -0.1865    -0.019318     0.078307      0.99138 Curated_gene_sets:piccaluga_angioimmunoblastic_lymphoma_up
Curated_gene_sets:piccaluga_...1         SET     125     0.068817    0.0055917      0.10033      0.24639 Curated_gene_sets:piccaluga_angioimmunoblastic_lymphoma_dn
Curated_gene_sets:lu_tumor_v...2         SET      27    -0.076994   -0.0029152       0.2118      0.64189 Curated_gene_sets:lu_tumor_vasculature_up
Curated_gene_sets:lu_tumor_v...1         SET       8      0.09911    0.0020437      0.36538       0.3931 Curated_gene_sets:lu_tumor_vasculature_dn
Curated_gene_sets:korkola_em...3         SET      42    -0.069918   -0.0033004      0.18128      0.65013 Curated_gene_sets:korkola_embryonal_carcinoma_up
Curated_gene_sets:korkola_em...2         SET      12     -0.41182    -0.010399      0.29761      0.91678 Curated_gene_sets:korkola_embryonal_carcinoma_dn
Curated_gene_sets:korkola_te...2         SET      17    -0.094441   -0.0028381      0.25019      0.64709 Curated_gene_sets:korkola_teratoma_up
Curated_gene_sets:korkola_yo...2         SET      20     -0.11381   -0.0037093      0.24285      0.68033 Curated_gene_sets:korkola_yolk_sac_tumor_up
Curated_gene_sets:korkola_ch...3         SET       6      0.94999     0.016966      0.39588    0.0082096 Curated_gene_sets:korkola_choriocarcinoma_up
Curated_gene_sets:korkola_ch...2         SET      11     -0.52806    -0.012767      0.30614      0.95772 Curated_gene_sets:korkola_choriocarcinoma_dn
Curated_gene_sets:korkola_se...2         SET      43     -0.15538   -0.0074212      0.18093      0.80476 Curated_gene_sets:korkola_seminoma_up
Curated_gene_sets:korkola_se...1         SET      11     -0.29934   -0.0072374      0.31531      0.82877 Curated_gene_sets:korkola_seminoma_dn
Curated_gene_sets:watanabe_r...2         SET      98   4.4466e-05   3.2014e-06      0.09458      0.49981 Curated_gene_sets:watanabe_rectal_cancer_radiotherapy_responsive_up
Curated_gene_sets:watanabe_r...1         SET      89      0.03971    0.0027253      0.11224      0.36175 Curated_gene_sets:watanabe_rectal_cancer_radiotherapy_responsive_dn
Curated_gene_sets:hollmann_a...2         SET     187      0.11828     0.011735     0.079422     0.068219 Curated_gene_sets:hollmann_apoptosis_via_cd40_up
Curated_gene_sets:hollmann_a...1         SET     243    -0.011104    -0.001254     0.065241      0.56757 Curated_gene_sets:hollmann_apoptosis_via_cd40_dn
Curated_gene_sets:liu_prosta...2         SET      87      -0.2333    -0.015831      0.11408      0.97957 Curated_gene_sets:liu_prostate_cancer_up
Curated_gene_sets:liu_prosta...1         SET     448     0.012268    0.0018707     0.051903      0.40658 Curated_gene_sets:liu_prostate_cancer_dn
Curated_gene_sets:liu_sox4_t...2         SET     131      0.12536     0.010426     0.092988     0.088821 Curated_gene_sets:liu_sox4_targets_up
Curated_gene_sets:liu_sox4_t...1         SET     290    -0.033676   -0.0041494     0.058902      0.71624 Curated_gene_sets:liu_sox4_targets_dn
Curated_gene_sets:onken_uvea...2         SET     745    0.0024344   0.00047482     0.040275       0.4759 Curated_gene_sets:onken_uveal_melanoma_up
Curated_gene_sets:onken_uvea...1         SET     496        0.102     0.016344     0.048093     0.016974 Curated_gene_sets:onken_uveal_melanoma_dn
Curated_gene_sets:bertucci_m...2         SET     188    -0.092774   -0.0092292     0.076211      0.88825 Curated_gene_sets:bertucci_medullary_vs_ductal_breast_cancer_up
Curated_gene_sets:bertucci_m...1         SET     168     -0.16466    -0.015493     0.085988      0.97224 Curated_gene_sets:bertucci_medullary_vs_ductal_breast_cancer_dn
Curated_gene_sets:schuetz_br...2         SET     322     -0.05412   -0.0070206     0.062284      0.80755 Curated_gene_sets:schuetz_breast_cancer_ductal_invasive_up
Curated_gene_sets:schuetz_br...1         SET      82     -0.04588   -0.0030229      0.11997      0.64893 Curated_gene_sets:schuetz_breast_cancer_ductal_invasive_dn
Curated_gene_sets:davicioni_...4         SET      52     -0.20263     -0.01064       0.1649      0.89042 Curated_gene_sets:davicioni_pax_foxo1_signature_in_arms_up
Curated_gene_sets:davicioni_...3         SET      19      0.24776     0.007871      0.24646      0.15739 Curated_gene_sets:davicioni_pax_foxo1_signature_in_arms_dn
Curated_gene_sets:fournier_a...2         SET      19      0.38274     0.012159      0.25279      0.06501 Curated_gene_sets:fournier_acinar_development_early_up
Curated_gene_sets:fournier_a...1         SET       6     -0.44719   -0.0079862      0.50348      0.81278 Curated_gene_sets:fournier_acinar_development_early_dn
Curated_gene_sets:fournier_a...5         SET      11     0.032793   0.00079285      0.30068      0.45658 Curated_gene_sets:fournier_acinar_development_late_up
Curated_gene_sets:fournier_a...4         SET      22    -0.083607   -0.0028579       0.2213      0.64721 Curated_gene_sets:fournier_acinar_development_late_dn
Curated_gene_sets:nam_fxyd5_...          SET      17     0.035347    0.0010622      0.21402      0.43441 Curated_gene_sets:nam_fxyd5_targets_dn
Curated_gene_sets:frasor_tam...2         SET      45     -0.30004    -0.014659      0.16737      0.96348 Curated_gene_sets:frasor_tamoxifen_response_up
Curated_gene_sets:frasor_tam...1         SET       9    -0.019803  -0.00043311      0.33786      0.52337 Curated_gene_sets:frasor_tamoxifen_response_dn
Curated_gene_sets:kim_respon...2         SET     114    -0.048482   -0.0037632     0.092432      0.70004 Curated_gene_sets:kim_response_to_tsa_and_decitabine_up
Curated_gene_sets:kim_respon...1         SET       8      0.73798     0.015217      0.34406     0.015986 Curated_gene_sets:kim_response_to_tsa_and_decitabine_dn
Curated_gene_sets:sengupta_n...2         SET     290   -0.0073948  -0.00091115     0.066108      0.54453 Curated_gene_sets:sengupta_nasopharyngeal_carcinoma_up
Curated_gene_sets:sengupta_n...1         SET     331     -0.17811     -0.02342     0.057193      0.99908 Curated_gene_sets:sengupta_nasopharyngeal_carcinoma_dn
Curated_gene_sets:watanabe_c...2         SET      29     0.089342    0.0035056      0.19619      0.32442 Curated_gene_sets:watanabe_colon_cancer_msi_vs_mss_up
Curated_gene_sets:watanabe_c...1         SET      56      0.33299     0.018143      0.14257     0.009763 Curated_gene_sets:watanabe_colon_cancer_msi_vs_mss_dn
Curated_gene_sets:kobayashi_...4         SET       7     0.020589   0.00039715      0.39058      0.47898 Curated_gene_sets:kobayashi_egfr_signaling_6hr_up
