# ALPHA = 0.05
# NUMBER_OF_TESTS = 15479

# _SET1_  VARIABLE = Curated_gene_sets:dawson_methylated_in_lymphoma_tcl1 (set)
# _SET1_  NGENES = 56
# _SET1_  P-VALUE = 2.26122e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET3_   ENSG00000141738    17   37894180   37903544     22      10  578334       1.9049     0.028395
_SET3_   ENSG00000173786    17   40118759   40129749     32      15  604277      0.31584      0.37606
_SET3_   ENSG00000108784    17   40688190   40696467     23      15  593849        0.742      0.22904
_SET3_   ENSG00000141699    17   40731531   40762641     58      11  625082      0.25132      0.40078
_SET3_   ENSG00000108797    17   40834631   40851832     41      14  603762      0.58667      0.27871
_SET3_   ENSG00000126581    17   40962152   40985367     22      13  570958      0.67792      0.24891
_SET3_   ENSG00000108830    17   41177258   41184057     18       6  591531        4.403    5.338e-06
_SET3_   ENSG00000030582    17   42422614   42430470     20      11  598032       1.6025     0.054526
_SET3_   ENSG00000180340    17   42634925   42636907      2       1  599444      -2.1746      0.98517
_SET3_   ENSG00000131095    17   42982376   42994305     54      18  618504      0.32644      0.37204
_SET3_   ENSG00000131094    17   43037061   43045439     31      10  616826      -1.1757      0.88014
_SET3_   ENSG00000186868    17   43971748   44105700    819      11  617019       3.1763   0.00074581
_SET3_   ENSG00000108379    17   44839872   44910520    204      54  607551       4.1396   1.7396e-05
_SET3_   ENSG00000064300    17   47572655   47592379     83      31  612303     -0.75599      0.77517
_SET3_   ENSG00000005884    17   48133332   48167845    118      27  611328      0.98075      0.16336
_SET3_   ENSG00000167100    17   48187404   48207246     67      30  602804       1.0079      0.15675
_SET3_   ENSG00000108819    17   48211104   48227991     38      19  607723     -0.15713      0.56243
_SET3_   ENSG00000239672    17   49230897   49239789     43      11  619971      0.55348      0.28997
_SET3_   ENSG00000243678    17   49230920   49249108     71      19  616569      0.52918      0.29834
_SET3_   ENSG00000183691    17   54671060   54672951      4       2  551812     0.026388      0.48947
_SET3_   ENSG00000011143    17   56282803   56296966     35      17  601496     -0.49332      0.68911
_SET3_   ENSG00000266173    17   61780192   61819330    117      19  604846       1.2124      0.11267
_SET3_   ENSG00000154229    17   64298754   64806861   2400     174  613102       1.5412      0.06163
_SET3_   ENSG00000109062    17   72744791   72765492     54      28  605313     -0.64592      0.74084
_SET3_   ENSG00000182040    17   72912176   72919351     16      10  573262      0.88975       0.1868
_SET3_   ENSG00000177885    17   73314157   73401790    265      19  611848       2.3295     0.009916
_SET3_   ENSG00000132478    17   73780681   73821886    161      34  603682       1.0534      0.14608
_SET3_   ENSG00000182687    17   74070875   74073622      6       4  589928     -0.29987      0.61786
_SET3_   ENSG00000141576    17   74138534   74236454    325      48  611464      -1.1685      0.87869
_SET3_   ENSG00000171246    17   78440948   78451643     43      15  616461       1.0876      0.13839
_SET3_   ENSG00000175866    17   79008948   79091232    523      76  615759       2.0662     0.019405
_SET3_   ENSG00000186765    17   79495422   79504156     55      19  588585     -0.25396      0.60024
_SET3_   ENSG00000141522    17   79825597   79829282     12       6  595684   -0.0018218      0.50073
_SET3_   ENSG00000169750    17   79989500   79992080      8       4  607737      0.47257      0.31826
_SET3_   ENSG00000141556    17   80709940   80900724    924      54  613460      -0.3689       0.6439
_SET3_   ENSG00000141433    18     904944     912173     36      20  617966     -0.61351      0.73023
_SET3_   ENSG00000082397    18    5392383    5630699   1020     114  606837      0.39321      0.34708
_SET3_   ENSG00000101680    18    6941743    7117813    890     140  609764      0.72442      0.23441
_SET3_   ENSG00000173482    18    7566780    8406859   3499     242  613718       2.4972    0.0062587
_SET3_   ENSG00000101558    18    9913999    9960018    200      44  606268       2.1432     0.016047
_SET3_   ENSG00000141385    18   12328943   12377313    201      35  587131       1.5909     0.055818
_SET3_   ENSG00000067900    18   18526867   18691812    290      53  582640      0.79772      0.21252
_SET3_   ENSG00000154059    18   22006580   22033499     93      18  614069      0.87152      0.19173
_SET3_   ENSG00000170558    18   25530930   25757410    699      75  606860      -1.4104      0.92079
_SET3_   ENSG00000118276    18   29202210   29265799    188      40  607904      0.87189      0.19163
_SET3_   ENSG00000152214    18   40323192   40695657   1368     110  606111       2.4824     0.006525
_SET3_   ENSG00000132872    18   40847843   40857615     17       7  591896       -1.309      0.90473
_SET3_   ENSG00000141622    18   43906772   44043103    576     100  609405       1.4481     0.073792
_SET3_   ENSG00000215474    18   44746293   44775554     90      17  619355     -0.57489      0.71732
_SET3_   ENSG00000141646    18   48494410   48611415    255      34  598179       1.2724      0.10162
_SET3_   ENSG00000187323    18   49866542   51057784   6282     173  613252       7.3753   8.2012e-14
_SET3_   ENSG00000119547    18   55102917   55158529    262      34  614785      -1.9064       0.9717
_SET3_   ENSG00000049759    18   55711599   56068772   1530     143  613609     -0.77386      0.78049
_SET3_   ENSG00000171791    18   60790579   60987361    798     144  612431      0.45099        0.326
_SET3_   ENSG00000206052    18   67068291   67516323   2203     199  612438     -0.04261      0.51699
_SET3_   ENSG00000256463    18   76740275   76762677     82      28  597452       1.6302     0.051533
_SET3_   ENSG00000172270    19     571297     583493    100      18  614728     0.041975      0.48326
_SET3_   ENSG00000118046    19    1189406    1228428    161      43  608278       1.8456     0.032477
_SET3_   ENSG00000099617    19    1286153    1301430     50      15  611347     -0.68951      0.75475
_SET3_   ENSG00000185988    19    1524073    1535455     65      15  614367       1.2428      0.10697
_SET3_   ENSG00000104897    19    2236520    2248678     70      24  603440      0.45178      0.32571
_SET3_   ENSG00000167654    19    3879862    3928077    195      62  608782      0.54596      0.29255
_SET3_   ENSG00000167680    19    4542600    4559820     69      25  615541     -0.56309      0.71331
_SET3_   ENSG00000105426    19    5158506    5340814    874     131  611827       1.0609      0.14437
_SET3_   ENSG00000171119    19    5823813    5828335     16       9  597679     -0.70177      0.75859
_SET3_   ENSG00000125650    19    6375159    6379069     24       5  632802     -0.50963      0.69485
_SET3_   ENSG00000125730    19    6677715    6730573    249      47  615064     -0.47646      0.68313
_SET3_   ENSG00000076826    19    7660788    7683190     80      19  619956       1.5186     0.064432
_SET3_   ENSG00000079805    19   10828755   10944164    461      55  606101      0.83239       0.2026
_SET3_   ENSG00000142453    19   10982189   11033453    140      35  608169     -0.29409      0.61566
_SET3_   ENSG00000132003    19   13906274   13943044     96      18  616469       1.1091      0.13369
_SET3_   ENSG00000167461    19   16222439   16245044     92      16  608798     -0.91688       0.8204
_SET3_   ENSG00000160113    19   17342692   17356749     56      24  597925     -0.95886      0.83118
_SET3_   ENSG00000130477    19   17712137   17799401    429      97  620099      -1.0374      0.85023
_SET3_   ENSG00000130479    19   17830051   17845325     89      17  612889      0.54697       0.2922
_SET3_   ENSG00000105649    19   18307594   18314884     24       9  603925       2.3601    0.0091348
_SET3_   ENSG00000105662    19   18794487   18893004    387      61  608309      0.26271      0.39639
_SET3_   ENSG00000105186    19   33087913   33167503    538      30  608094      0.53926      0.29485
_SET3_   ENSG00000105711    19   35521588   35531352     41      17  597662     -0.25743      0.60158
_SET3_   ENSG00000153902    19   35615417   35633355     74      14  607946      0.63137       0.2639
_SET3_   ENSG00000105695    19   35783028   35804707     83      31  601234        2.286     0.011127
_SET3_   ENSG00000004777    19   36265434   36279724     52      11  607140      0.84965      0.19776
_SET3_   ENSG00000130669    19   39616410   39673456    252      33  603659       1.6544     0.049025
_SET3_   ENSG00000160460    19   40972148   41082370    375      71  609505       2.4865    0.0064503
_SET3_   ENSG00000105245    19   41172596   41196877     94      27  606077      0.63437      0.26292
_SET3_   ENSG00000105429    19   42829761   42882921    103      17  605394    -0.025332       0.5101
_SET3_   ENSG00000130203    19   45409011   45412650     10       6  595658     -0.17733      0.57038
_SET3_   ENSG00000189114    19   45682003   45685059      7       3  615114     -0.57613      0.71774
_SET3_   ENSG00000125753    19   46009837   46030241     63      17  621801      0.38171      0.35134
_SET3_   ENSG00000160007    19   47421933   47508334    243      46  605491       1.5413     0.061617
_SET3_   ENSG00000225950    19   49559050   49568333     41      17  606126      -1.7711      0.96172
_SET3_   ENSG00000126457    19   50179043   50192286     31      20  598066       1.4779     0.069717
_SET3_   ENSG00000196961    19   50270225   50310370    165      37  609807       1.4757     0.070015
_SET3_   ENSG00000169136    19   50431959   50437192     28      10  617154     -0.64736       0.7413
_SET3_   ENSG00000213023    19   51124564   51171651    189      50  615506       2.7528    0.0029544
_SET3_   ENSG00000161681    19   51165084   51222707    220      75  602788     -0.53613      0.70407
_SET3_   ENSG00000142513    19   51293672   51298481     30       9  615973      0.20089      0.42039
_SET3_   ENSG00000167755    19   51461887   51472929     35      16  609121     -0.69687      0.75706
_SET3_   ENSG00000129455    19   51499263   51505967     48       8  615935     -0.63141      0.73612
_SET3_   ENSG00000105605    19   54412589   54447195    122      42  604749      -1.2641       0.8969
_SET3_   ENSG00000160439    19   55550476   55582659    232      45  614936      -0.5934      0.72354
_SET3_   ENSG00000160469    19   55793440   55823901    122      28  606930       0.6535      0.25672
_SET3_   ENSG00000132670    20    2844830    3019722    605      46  587598      0.96891      0.16629
_SET3_   ENSG00000088899    20    3143263    3154192     51      24  610011      0.43691      0.33109
_SET3_   ENSG00000125861    20    3639939    3644046     21       8  616259     -0.58088      0.71934
_SET3_   ENSG00000132639    20   10199478   10288066    320      59  601904      0.90594      0.18248
_SET3_   ENSG00000132640    20   11871371   11907257    131      21  605849     -0.14125      0.55616
_SET3_   ENSG00000125848    20   14303634   14318262     48      20  608310      0.78947      0.21492
_SET3_   ENSG00000173404    20   20348765   20351590      2       1  499234       1.4123     0.078928
_SET3_   ENSG00000100987    20   25051521   25062996     47       8  606411      0.22197      0.41217
_SET3_   ENSG00000125968    20   30193086   30194318     12       7  587095       2.6905    0.0035675
_SET3_   ENSG00000078699    20   32077881   32237842    291      72  590344       1.4264     0.076872
_SET3_   ENSG00000214078    20   34213953   34252878    112      14  612461      0.44222      0.32917
_SET3_   ENSG00000197122    20   35973088   36034453    222      51  602864      0.14159       0.4437
_SET3_   ENSG00000132821    20   36531499   36573752    177      36  608563       1.1578      0.12347
_SET3_   ENSG00000124181    20   39765600   39811629    123      44  587534     -0.12788      0.55088
_SET3_   ENSG00000124145    20   43953928   43977064     99      17  611655      0.65134      0.25741
_SET3_   ENSG00000198026    20   44577292   44600833     98      29  598317       1.0251      0.15267
_SET3_   ENSG00000124140    20   44650356   44688784    179      33  608004       0.1946      0.42285
_SET3_   ENSG00000101040    20   45837859   45985567    404      82  591924       2.3282    0.0099513
_SET3_   ENSG00000124126    20   47240790   47444420    920      58  608424     -0.26289      0.60368
_SET3_   ENSG00000158470    20   48249482   48330415    273      27  603542     -0.54902       0.7085
_SET3_   ENSG00000124171    20   49348081   49373332     88      23  614764       -1.065      0.85656
_SET3_   ENSG00000101126    20   49505585   49547958    156      31  590532       1.7249     0.042275
_SET3_   ENSG00000101134    20   53092136   53267710    637      63  607759     -0.60671      0.72798
_SET3_   ENSG00000087586    20   54944445   54967393     79      35  601639      0.39806      0.34529
_SET3_   ENSG00000101144    20   55743804   55841685    479      50  607374     -0.46443      0.67883
_SET3_   ENSG00000101160    20   57570240   57582302     67      18  597855       1.0684      0.14267
_SET3_   ENSG00000179242    20   59827482   60515673   4199     384  608729       1.2977     0.097199
_SET3_   ENSG00000184402    20   60718822   60757540    278      28  596096     -0.22321      0.58831
_SET3_   ENSG00000101213    20   62159778   62168723     69       7  552726     -0.87278      0.80861
_SET3_   ENSG00000197457    20   62271061   62284780     48      16  599280       1.7027     0.044315
_SET3_   ENSG00000154642    21   19161284   19191703     79      21  595283      0.46137      0.32227
_SET3_   ENSG00000154645    21   19273580   19639690   1661     171  607680        1.432     0.076068
_SET3_   ENSG00000154654    21   22370633   22915650   2464     169  609622     -0.92068      0.82139
_SET3_   ENSG00000142192    21   27252861   27543446   1104     100  609525       1.5106     0.065443
_SET3_   ENSG00000156299    21   32490734   32932290   1974     187  604633      0.24872      0.40179
_SET3_   ENSG00000142168    21   33031935   33041244     29      13  610447       1.4744     0.070192
_SET3_   ENSG00000159216    21   36160098   37376965   5457     310  609007    -0.052973      0.52112
_SET3_   ENSG00000171587    21   41382926   42219065   4396     318  609443     0.003242      0.49871
_SET3_   ENSG00000197381    21   46493768   46646478    654      55  605749       4.1529   1.6413e-05
_SET3_   ENSG00000160307    21   48018875   48025121     42      13  603150      0.63766      0.26185
_SET3_   ENSG00000040608    22   20228938   20270769    153      43  605744      0.19266      0.42361
_SET3_   ENSG00000099942    22   21271714   21308037    146      22  601837      0.66241      0.25385
_SET3_   ENSG00000100030    22   22108789   22221970    398      38  606299      0.78067       0.2175
_SET3_   ENSG00000128271    22   24813847   24838328     92      31  608806       1.2183      0.11155
_SET3_   ENSG00000100219    22   29190543   29196585     10       6  612787      0.71042      0.23872
_SET3_   ENSG00000183762    22   29469066   29564321    391      54  614270       2.6538    0.0039797
_SET3_   ENSG00000100285    22   29876219   29887379     45      16  600840       2.4765    0.0066344
_SET3_   ENSG00000128342    22   30636436   30642840     21      10  591073      -1.3198      0.90654
_SET3_   ENSG00000185133    22   31518717   31530682     40      16  593990       1.1181      0.13176
_SET3_   ENSG00000128245    22   32340447   32353590     52      14  612815      -1.0037      0.84224
_SET3_   ENSG00000100225    22   32870663   32894818    109      17  611665     -0.86419      0.80626
_SET3_   ENSG00000100320    22   36134783   36424473    606      59  602876      0.55195      0.29049
_SET3_   ENSG00000100360    22   37154246   37172300     56      13  613051       3.8787   5.2517e-05
_SET3_   ENSG00000128340    22   37621301   37640488     83      21  617274       1.0557      0.14555
_SET3_   ENSG00000100097    22   38071615   38075813     12       5  616123      -1.6075      0.94603
_SET3_   ENSG00000100106    22   38093011   38172563    308      43  604164       2.3521    0.0093344
_SET3_   ENSG00000100139    22   38301664   38338829    131      25  594554       2.3703    0.0088866
_SET3_   ENSG00000100151    22   38452318   38471708     57      19  601328       1.7845      0.03717
_SET3_   ENSG00000221890    22   39214457   39239987    112      23  615298     -0.88327      0.81145
_SET3_   ENSG00000183741    22   39257455   39268319     39      15  621074     -0.59197      0.72307
_SET3_   ENSG00000100393    22   41487790   41576081    240      44  610920       3.3939   0.00034449
_SET3_   ENSG00000100300    22   43547520   43559248     46      11  606709    -0.090395      0.53601
_SET3_   ENSG00000130638    22   46067678   46241187    675      53  609476      0.16372      0.43498
_SET3_   ENSG00000188064    22   46316242   46373009    367      74  612175      -1.4643      0.92844
_SET3_   ENSG00000196576    22   50713408   50746056    147      36  614555       1.8302     0.033606
_SET3_   ENSG00000008735    22   51039114   51052409     66      16  620988       1.1756      0.11988
_SET3_   ENSG00000251322    22   51112843   51171726    206      63  608857      0.32095      0.37412

# _SET4_  VARIABLE = GO_bp:go_cell_part_morphogenesis (set)
# _SET4_  NGENES = 638
# _SET4_  P-VALUE = 2.6957e-06
_SET4_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET4_   ENSG00000107404     1    1270656    1284730     60      20  603087      0.83061       0.2031
_SET4_   ENSG00000067606     1    1981909    2116834    625      55  603954       0.1571      0.43758
_SET4_   ENSG00000142599     1    8412457    8877702   1060      52  610703       5.5934   1.1136e-08
_SET4_   ENSG00000171608     1    9711790    9789172    290      54  590593       1.4032     0.080283
_SET4_   ENSG00000162490     1   11751786   11785914    147      41  604277    -0.021454      0.50856
_SET4_   ENSG00000162493     1   13909960   13944452    187      53  592898         1.92     0.027432
_SET4_   ENSG00000142627     1   16450832   16482582    100      33  606945     -0.60091      0.72605
_SET4_   ENSG00000158747     1   19967048   19984945     85      31  610269     -0.46107      0.67763
_SET4_   ENSG00000090432     1   20825943   20834654     41      17  600321       1.0471      0.14753
_SET4_   ENSG00000076864     1   21922708   21995801    333      60  620312       2.3194     0.010186
_SET4_   ENSG00000070831     1   22379120   22419437    153      33  601273     -0.11523      0.54587
_SET4_   ENSG00000070886     1   22890057   22930087    181      37  618498       1.2647      0.10299
_SET4_   ENSG00000133216     1   23037332   23241818    785     115  602094      0.32071      0.37421
_SET4_   ENSG00000011009     1   24117460   24122029      7       4  578365       -1.049      0.85291
_SET4_   ENSG00000117632     1   26210672   26233482     41      11  613372      0.70406       0.2407
_SET4_   ENSG00000158195     1   27730730   27816669    233      32  601689       1.6054     0.054201
_SET4_   ENSG00000183317     1   38179552   38230805    243      35  618000     0.093834      0.46262
_SET4_   ENSG00000127603     1   39546988   39952849   1231      58  603704      0.87665      0.19034
_SET4_   ENSG00000198198     1   43855553   43918321    155      26  607982       4.6841    1.406e-06
_SET4_   ENSG00000117407     1   44398992   44402913     14       7  623958       3.9288   4.2693e-05
_SET4_   ENSG00000162415     1   45482071   45771881    773      42  607415     -0.90639      0.81763
_SET4_   ENSG00000157193     1   53711217   53793742    291      50  610919     0.047994      0.48086
_SET4_   ENSG00000173406     1   57460451   59012406   6560     367  611927       5.4351   2.7387e-08
_SET4_   ENSG00000116641     1   62920399   63153969    538      29  603297     -0.68363      0.75289
_SET4_   ENSG00000077254     1   78161672   78225537    151      44  607599       2.6063     0.004577
_SET4_   ENSG00000162614     1   78354198   78409580    158      41  604774      0.15152      0.43978
_SET4_   ENSG00000171517     1   85277285   85358896    368      70  612636     -0.31165      0.62234
_SET4_   ENSG00000143032     1   91177096   91182794     18      12  601047      0.93424      0.17509
_SET4_   ENSG00000117600     1   99729509   99775146    188      40  610294      0.59167      0.27704
_SET4_   ENSG00000162631     1  107682629  108026080   1141     110  614612     0.077782        0.469
_SET4_   ENSG00000143126     1  109792641  109818372    102      26  610599     -0.45963      0.67711
_SET4_   ENSG00000181754     1  110046797  110052360     14       7  615114      -1.7634      0.96108
_SET4_   ENSG00000155363     1  113215763  113243368     80      21  606963       2.0582     0.019784
_SET4_   ENSG00000134259     1  115828539  115880857    236      54  615923      -1.6003      0.94524
_SET4_   ENSG00000023902     1  150121373  150136916     50      14  609786     -0.27999      0.61026
_SET4_   ENSG00000143434     1  151104161  151119104     65      17  606712       2.2525     0.012147
_SET4_   ENSG00000197956     1  153507075  153508720      6       3  579201      0.41125      0.34044
_SET4_   ENSG00000160716     1  154540257  154552502     37      20  603439       4.9993   2.8772e-07
_SET4_   ENSG00000160691     1  154934774  154946871     25       9  599264      0.15447      0.43862
_SET4_   ENSG00000243364     1  155036207  155042029      9       5  597875       2.1398     0.016185
_SET4_   ENSG00000251246     1  155036224  155059283     49      18  614770       2.9303    0.0016934
_SET4_   ENSG00000143590     1  155036224  155060014     51      18  615477       2.8609    0.0021125
_SET4_   ENSG00000169242     1  155099936  155107333     24      11  603426       4.0842   2.2117e-05
_SET4_   ENSG00000163462     1  155145873  155157447     28      16  602501       3.9879   3.3335e-05
_SET4_   ENSG00000196189     1  156117157  156147543     76      22  610475       1.0746      0.14128
_SET4_   ENSG00000132688     1  156638555  156647189     30       9  612775      -1.0657      0.85672
_SET4_   ENSG00000143320     1  156669398  156675608     23      12  601731     0.076791      0.46939
_SET4_   ENSG00000198400     1  156785432  156851642    242      63  605095     -0.19991      0.57923
_SET4_   ENSG00000163554     1  158580496  158656488    323      46  595100     -0.73995      0.77034
_SET4_   ENSG00000085552     1  159896829  159915386     80      23  621728      0.12352      0.45085
_SET4_   ENSG00000162738     1  160370376  160398468     87      22  613119      -1.3327      0.90869
_SET4_   ENSG00000162761     1  165171104  165325952    673      83  611877     -0.46611      0.67943
_SET4_   ENSG00000197959     1  171810621  172387606   1937     120  607744       1.7081     0.043811
_SET4_   ENSG00000120332     1  175036994  175117202    395      49  614786      0.52138      0.30105
_SET4_   ENSG00000116147     1  175284330  175712906   1841     192  610042       1.1077        0.134
_SET4_   ENSG00000121454     1  180199421  180249380    276      63  617449       2.2119     0.013487
_SET4_   ENSG00000143355     1  197881037  197904608     73      23  616610       2.3323    0.0098414
_SET4_   ENSG00000143858     1  202559724  202679545    426      74  609136     -0.28287      0.61136
_SET4_   ENSG00000163531     1  204797779  204991950    925      83  607723       0.5935      0.27642
_SET4_   ENSG00000184144     1  205012325  205047627    173      30  617512      0.62714      0.26528
_SET4_   ENSG00000163486     1  206516200  206637783    236      29  618264      0.37127      0.35522
_SET4_   ENSG00000076356     1  208195587  208417665    911      98  612001       2.9961    0.0013675
_SET4_   ENSG00000154380     1  225674537  225840844    498      31  611279     -0.30494      0.61979
_SET4_   ENSG00000154342     1  228194752  228248961    170      34  610177       1.0463      0.14771
_SET4_   ENSG00000134313     2    8865408    8977760    351      48  600518       1.1488      0.12531
_SET4_   ENSG00000143869     2   20866424   20873418     20       5  610945       1.0659      0.14323
_SET4_   ENSG00000198399     2   24425733   24583583    460      35  612724      -1.1936      0.88368
_SET4_   ENSG00000084733     2   26256976   26360323    358      27  602401      0.80793      0.20957
_SET4_   ENSG00000157851     2   27070615   27173219    276      31  596975      -1.2994       0.9031
_SET4_   ENSG00000021574     2   32288680   32382706    333      33  609650       4.2804     9.33e-06
_SET4_   ENSG00000171055     2   36778570   36873230    465      51  609731     0.096999      0.46136
_SET4_   ENSG00000115904     2   39208537   39351486    449      28  608207       2.6632    0.0038698
_SET4_   ENSG00000179915     2   50145643   51259674   4890     206  612410       4.8028   7.8215e-07
_SET4_   ENSG00000115306     2   54683422   54896812    991      56  602558       1.9787     0.023924
_SET4_   ENSG00000115310     2   55199325   55339757    616      57  609748       2.9185    0.0017585
_SET4_   ENSG00000138035     2   55861400   55921045    272      31  619577       1.0844      0.13909
_SET4_   ENSG00000119866     2   60678302   60780702    269      65  602284       3.0468    0.0011565
_SET4_   ENSG00000170340     2   62423248   62451866     89      31  601229     -0.94215      0.82694
_SET4_   ENSG00000138071     2   65454887   65498387    157      26  612256     -0.95147      0.82932
_SET4_   ENSG00000116035     2   71127720   71160576    139      35  612736     -0.76476      0.77779
_SET4_   ENSG00000135638     2   73143389   73162020     40      19  600628       2.6173    0.0044317
_SET4_   ENSG00000115297     2   74740590   74744274      3       2  610563      -0.2658       0.6048
_SET4_   ENSG00000115325     2   74776153   74784681     22       9  606367     -0.24337      0.59614
_SET4_   ENSG00000135622     2   74881355   74909186     74      19  578471       1.1889      0.11724
_SET4_   ENSG00000115386     2   79347488   79350545     19       9  615751      0.31134      0.37777
_SET4_   ENSG00000066032     2   79412357   80875905   6484     407  612186       4.8712   5.5453e-07
_SET4_   ENSG00000168758     2   97525453   97536494     21      11  568621      0.44007      0.32994
_SET4_   ENSG00000071054     2  102313312  102511149    571      46  600199      0.74983      0.22668
_SET4_   ENSG00000114999     2  113239731  113299316    183      32  615361       3.3236   0.00044433
_SET4_   ENSG00000074047     2  121493199  121750229   1048     125  609605      0.82107       0.2058
_SET4_   ENSG00000121966     2  136871919  136875735     10       5  590278      0.26551      0.39531
_SET4_   ENSG00000169554     2  145141648  145282147    320      79  604734       1.5687     0.058355
_SET4_   ENSG00000168280     2  149632819  149883273    485      37  586231      -0.1703      0.56761
_SET4_   ENSG00000153234     2  157180944  157198860     23      10  606680     -0.34213      0.63387
_SET4_   ENSG00000136535     2  162272605  162282381     18      10  581112      0.68732      0.24594
_SET4_   ENSG00000081479     2  169983619  170219195   1031     113  612246       3.4513   0.00027897
_SET4_   ENSG00000128656     2  175664091  175870097    495      52  603971      0.96092       0.1683
_SET4_   ENSG00000115232     2  182321929  182400914    304      41  618193     0.011389      0.49546
_SET4_   ENSG00000061676     2  183773843  183903586    428      42  612047       0.5388      0.29501
_SET4_   ENSG00000138411     2  197059094  197458416   1565     102  609399     -0.72159      0.76473
_SET4_   ENSG00000115993     2  202241930  202316302    207      29  606907      0.04142      0.48348
_SET4_   ENSG00000082146     2  202252581  202345569    239      35  606741      0.19897      0.42114
_SET4_   ENSG00000003393     2  202565277  202645912    330      31  615415     -0.75982      0.77632
_SET4_   ENSG00000204217     2  203241659  203432474    505      39  609051       4.1424   1.7182e-05
_SET4_   ENSG00000138443     2  204192942  204312446    294      50  607991       2.9982    0.0013578
_SET4_   ENSG00000173166     2  204259068  204400133    326      49  610690       2.8665    0.0020753
_SET4_   ENSG00000118257     2  206546714  206662857    424      98  607200       1.1467      0.12575
_SET4_   ENSG00000118263     2  207938861  208031991    405      66  613684       3.4804   0.00025029
_SET4_   ENSG00000118260     2  208394461  208468155    206      43  593648      0.30263      0.38108
_SET4_   ENSG00000078018     2  210288782  210598842   1071      56  610388      0.34211      0.36613
_SET4_   ENSG00000115414     2  216225163  216300895    306      37  615442       2.2158     0.013352
_SET4_   ENSG00000127831     2  219283815  219318018     84      22  597198      0.93697      0.17439
_SET4_   ENSG00000124006     2  220415451  220436581    104      26  603462      -2.1033      0.98228
_SET4_   ENSG00000116106     2  222282747  222438922    642      70  606453      0.60583      0.27231
_SET4_   ENSG00000135905     2  225629807  225907162   1084      89  606733       1.4284     0.076596
_SET4_   ENSG00000144460     2  226265364  226518734    691      76  607671        5.287   6.2166e-08
_SET4_   ENSG00000168958     2  228189867  228222550    153      23  605851      -1.2969      0.90267
_SET4_   ENSG00000153823     2  229715242  230136001   1800     165  614903      0.64479      0.25953
_SET4_   ENSG00000066248     2  233743396  233877982    685      72  609416       1.7667     0.038643
_SET4_   ENSG00000168505     2  237073879  237077012     10       7  610789      0.47571      0.31714
_SET4_   ENSG00000063660     2  241375088  241407493    198      52  616255      0.18772      0.42555
_SET4_   ENSG00000115694     2  242432089  242449145     85      26  598175      0.48413      0.31415
_SET4_   ENSG00000134121     3     238279     451090   1182     119  613425       2.0101     0.022213
_SET4_   ENSG00000134115     3    1134260    1445901   1779     155  615298     -0.67578      0.75041
_SET4_   ENSG00000144619     3    2140497    3099645   5498     429  613481       3.5061   0.00022736
_SET4_   ENSG00000144550     3    9745491    9771592     85      42  608270        1.922     0.027304
_SET4_   ENSG00000154764     3   13857755   13921618    317      55  614229        2.261      0.01188
_SET4_   ENSG00000077097     3   25639475   25706398    193      27  610172       5.2656   6.9878e-08
_SET4_   ENSG00000144674     3   37284668   37408242    382      35  610042      0.79217      0.21413
_SET4_   ENSG00000114745     3   39138150   39149854     52      18  607199       1.7698     0.038384
_SET4_   ENSG00000168036     3   41236328   41301587    161      31  599633       1.9776     0.023985
_SET4_   ENSG00000182606     3   42055294   42267381    870      80  605691       1.4758     0.069996
_SET4_   ENSG00000187094     3   42299317   42307699     33      12  602055      -0.4825      0.68528
_SET4_   ENSG00000008324     3   42623332   42636606     47      14  608038     -0.48005       0.6844
_SET4_   ENSG00000164050     3   48445261   48471594     48      15  595672       1.9723      0.02429
_SET4_   ENSG00000008300     3   48673902   48700348     43      10  597190       1.1413      0.12688
_SET4_   ENSG00000172037     3   49158547   49170551     25      17  604405       3.8029   7.1506e-05
_SET4_   ENSG00000067560     3   49396578   49450431    137      24  602473       5.3781   3.7638e-08
_SET4_   ENSG00000173402     3   49506146   49573048    161      28  606277       5.0332   2.4119e-07
_SET4_   ENSG00000001617     3   50192478   50226508     98      23  615703        6.547   2.9354e-11
_SET4_   ENSG00000247596     3   52262626   52273276     49      17  597210       2.0331     0.021021
_SET4_   ENSG00000010319     3   52467069   52479101     36      15  587661       1.8178     0.034545
_SET4_   ENSG00000114251     3   55499743   55523973     80      28  607836      0.51006        0.305
_SET4_   ENSG00000153266     3   62355356   62359999      6       4  589928       1.1109      0.13331
_SET4_   ENSG00000185008     3   75955846   77699115   7379     349  608606       3.2273   0.00062491
_SET4_   ENSG00000169855     3   78646390   79816965   3974     182  608495       2.5262    0.0057649
_SET4_   ENSG00000044524     3   89156674   89531284   1113      68  600683       3.6423   0.00013512
_SET4_   ENSG00000080224     3   96533425   97471304   2468     129  591940      -0.6872      0.75402
_SET4_   ENSG00000114391     3  101399935  101405626     22      13  608508     -0.71738      0.76343
_SET4_   ENSG00000170017     3  105085753  105295744    893      60  609686       1.1124      0.13299
_SET4_   ENSG00000144857     3  112929850  113006303    333      56  617689      0.65312      0.25684
_SET4_   ENSG00000172020     3  115342171  115440337    347      71  612007      -1.3648      0.91384
