# MEAN_SAMPLE_SIZE = 19873
# TOTAL_GENES = 18912
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:xu_respons...3         SET      11     -0.13609   -0.0032814      0.31088      0.66922 Curated_gene_sets:xu_response_to_tretinoin_dn
Curated_gene_sets:tavor_cebp...2         SET      47     -0.23192    -0.011548      0.15042      0.93843 Curated_gene_sets:tavor_cebpa_targets_up
Curated_gene_sets:yagi_aml_s...          SET     111       0.1039    0.0079366     0.082281      0.10335 Curated_gene_sets:yagi_aml_survival
Curated_gene_sets:xu_crebbp_...2         SET      21     0.098391    0.0032769       0.1896      0.30191 Curated_gene_sets:xu_crebbp_targets_up
Curated_gene_sets:verhaak_am...1         SET     232    -0.075626   -0.0083249     0.065859      0.87457 Curated_gene_sets:verhaak_aml_with_npm1_mutated_dn
Curated_gene_sets:rorie_targ...1         SET      25      0.16949    0.0061585      0.19765      0.19558 Curated_gene_sets:rorie_targets_of_ewsr1_fli1_fusion_dn
Curated_gene_sets:appel_imat...          SET      31       0.0329    0.0013309       0.1691      0.42287 Curated_gene_sets:appel_imatinib_response
Curated_gene_sets:yagi_aml_f...          SET     180   -0.0025043  -0.00024316     0.073062      0.51367 Curated_gene_sets:yagi_aml_fab_markers
Curated_gene_sets:zhan_multi...5         SET      52    -0.014529   -0.0007608      0.13705      0.54221 Curated_gene_sets:zhan_multiple_myeloma_cd1_vs_cd2_dn
Curated_gene_sets:moreaux_mu...1         SET     172     0.048049    0.0045615     0.066245      0.23413 Curated_gene_sets:moreaux_multiple_myeloma_by_taci_dn
Curated_gene_sets:abbud_lif_...3         SET       5       1.1099     0.018044      0.42495    0.0045074 Curated_gene_sets:abbud_lif_signaling_2_dn
Curated_gene_sets:xu_crebbp_...1         SET      38     -0.17699    -0.007926      0.15437      0.87421 Curated_gene_sets:xu_crebbp_targets_dn
Curated_gene_sets:iglesias_e...1         SET      12    -0.031111  -0.00078343      0.27935      0.54434 Curated_gene_sets:iglesias_e2f_targets_dn
Curated_gene_sets:hoegerkorp...4         SET      11    -0.087643   -0.0021131      0.28878      0.61924 Curated_gene_sets:hoegerkorp_cd44_targets_temporal_up
Curated_gene_sets:hoegerkorp...3         SET      26     0.063447    0.0023509      0.18067      0.36273 Curated_gene_sets:hoegerkorp_cd44_targets_temporal_dn
Curated_gene_sets:iglesias_e...2         SET     139     0.033045    0.0028226      0.08238      0.34417 Curated_gene_sets:iglesias_e2f_targets_up
Curated_gene_sets:munshi_mul...2         SET      73      -0.1071   -0.0066414        0.105      0.84614 Curated_gene_sets:munshi_multiple_myeloma_up
Curated_gene_sets:kamminga_e...          SET      42    0.0016056   7.5584e-05      0.12835      0.49501 Curated_gene_sets:kamminga_ezh2_targets
Curated_gene_sets:zhan_multi...9         SET      38    -0.045218   -0.0020249      0.16739      0.60647 Curated_gene_sets:zhan_multiple_myeloma_dn
Curated_gene_sets:basso_cd40...2         SET      90     0.034075    0.0023451      0.10108      0.36803 Curated_gene_sets:basso_cd40_signaling_up
Curated_gene_sets:haslinger_...4         SET      19     0.044812    0.0014197      0.22202      0.42002 Curated_gene_sets:haslinger_b_cll_with_6q21_deletion
Curated_gene_sets:hanson_hra...          SET      21      0.24774    0.0082511      0.18628     0.091779 Curated_gene_sets:hanson_hras_signaling_via_nfkb
Curated_gene_sets:faelt_b_cl...1         SET      44      0.30014      0.01446      0.14765     0.021044 Curated_gene_sets:faelt_b_cll_with_vh3_21_dn
Curated_gene_sets:greenbaum_...2         SET      30     0.049452    0.0019681      0.17686      0.38989 Curated_gene_sets:greenbaum_e2a_targets_up
Curated_gene_sets:xu_respons...1         SET      15      0.24201    0.0068131      0.24526      0.16189 Curated_gene_sets:xu_response_to_tretinoin_and_nsc682994_dn
Curated_gene_sets:nouzova_tr...          SET     126    -0.016924   -0.0013768      0.07567      0.58848 Curated_gene_sets:nouzova_tretinoin_and_h4_acetylation
Curated_gene_sets:bruno_hema...          SET      64      0.05177    0.0030066      0.11924      0.33209 Curated_gene_sets:bruno_hematopoiesis
Curated_gene_sets:moreaux_b_...2         SET      76    -0.010346  -0.00065457      0.10555      0.53904 Curated_gene_sets:moreaux_b_lymphocyte_maturation_by_taci_up
Curated_gene_sets:petrova_pr...2         SET      25      0.17481    0.0063516      0.18087      0.16692 Curated_gene_sets:petrova_prox1_targets_up
Curated_gene_sets:hoegerkorp...2         SET      25      0.26275     0.009547      0.19941      0.09382 Curated_gene_sets:hoegerkorp_cd44_targets_direct_up
Curated_gene_sets:kumar_targ...          SET     376    -0.062119   -0.0086717      0.04922      0.89653 Curated_gene_sets:kumar_targets_of_mll_af9_fusion
Curated_gene_sets:faelt_b_cl...2         SET      37     0.011749   0.00051919      0.13753      0.46596 Curated_gene_sets:faelt_b_cll_with_vh3_21_up
Curated_gene_sets:sesto_resp...9         SET      69     -0.03522   -0.0021235      0.12021      0.61523 Curated_gene_sets:sesto_response_to_uv_c8
Curated_gene_sets:kim_hypoxia            SET      19      0.36285     0.011496      0.21944     0.049119 Curated_gene_sets:kim_hypoxia
Curated_gene_sets:gentile_uv...12        SET      26     0.045879       0.0017      0.19391      0.40649 Curated_gene_sets:gentile_uv_response_cluster_d9
Curated_gene_sets:liang_sile...1         SET      49      0.12381    0.0062942      0.13538      0.18022 Curated_gene_sets:liang_silenced_by_methylation_2
Curated_gene_sets:ivanova_he...1         SET     420     0.033993    0.0050093     0.044721       0.2236 Curated_gene_sets:ivanova_hematopoiesis_early_progenitor
Curated_gene_sets:ly_aging_p...          SET      30    -0.044389   -0.0017666      0.16449      0.60636 Curated_gene_sets:ly_aging_premature_dn
Curated_gene_sets:martinez_r...5         SET      48    -0.064508   -0.0032458      0.14825      0.66826 Curated_gene_sets:martinez_response_to_trabectedin
Curated_gene_sets:weigel_oxi...3         SET      34      -0.1123   -0.0047574      0.15487      0.76581 Curated_gene_sets:weigel_oxidative_stress_by_tbh_and_h2o2
Curated_gene_sets:browne_hcm...14        SET     221     0.029995    0.0032236     0.059915      0.30832 Curated_gene_sets:browne_hcmv_infection_20hr_up
Curated_gene_sets:takao_resp...2         SET      77     -0.11442   -0.0072862     0.099105      0.87585 Curated_gene_sets:takao_response_to_uvb_radiation_up
Curated_gene_sets:urs_adipoc...2         SET      65     0.036733    0.0021498      0.12061      0.38036 Curated_gene_sets:urs_adipocyte_differentiation_up
Curated_gene_sets:lee_aging_...5         SET      60     -0.06517    -0.003665      0.12277      0.70223 Curated_gene_sets:lee_aging_neocortex_dn
Curated_gene_sets:ren_alveol...2         SET      96     0.039726    0.0028233     0.098004      0.34261 Curated_gene_sets:ren_alveolar_rhabdomyosarcoma_up
Curated_gene_sets:ren_alveol...1         SET     374    -0.065175   -0.0090745     0.049082      0.90788 Curated_gene_sets:ren_alveolar_rhabdomyosarcoma_dn
Curated_gene_sets:traynor_re...2         SET      38     -0.18636   -0.0083454      0.17121       0.8618 Curated_gene_sets:traynor_rett_syndrom_up
Curated_gene_sets:mcclung_de...2         SET      43     0.033333    0.0015877      0.15255      0.41352 Curated_gene_sets:mcclung_delta_fosb_targets_8wk
Curated_gene_sets:brachat_re...4         SET      22      0.32918     0.011221      0.20143     0.051118 Curated_gene_sets:brachat_response_to_methotrexate_dn
Curated_gene_sets:browne_hcm...8         SET     209     0.075277    0.0078698     0.061832      0.11173 Curated_gene_sets:browne_hcmv_infection_16hr_up
Curated_gene_sets:mody_hippo...2         SET      53      0.22578     0.011936      0.12861     0.039594 Curated_gene_sets:mody_hippocampus_postnatal
Curated_gene_sets:iyengar_re...          SET      10      0.10949    0.0025171      0.34855      0.37671 Curated_gene_sets:iyengar_response_to_adipocyte_factors
Curated_gene_sets:jazaeri_br...1         SET      41     -0.16502   -0.0076755      0.15957      0.84946 Curated_gene_sets:jazaeri_breast_cancer_brca1_vs_brca2_dn
Curated_gene_sets:burton_adi...2         SET      27     -0.21795   -0.0082294      0.18082      0.88596 Curated_gene_sets:burton_adipogenesis_10
Curated_gene_sets:abe_vegfa_...2         SET      31      0.43577     0.017629      0.17176    0.0055939 Curated_gene_sets:abe_vegfa_targets_2hr
Curated_gene_sets:suzuki_res...2         SET      20      0.13664    0.0044411      0.22986      0.27611 Curated_gene_sets:suzuki_response_to_tsa_and_decitabine_1a
Curated_gene_sets:natsume_re...2         SET      66      -0.1745    -0.010291      0.11817      0.93012 Curated_gene_sets:natsume_response_to_interferon_beta_up
Curated_gene_sets:blalock_al...3         SET     363     0.096727     0.013272     0.047987     0.021924 Curated_gene_sets:blalock_alzheimers_disease_incipient_up
Curated_gene_sets:ivanova_he...4         SET     275   -0.0056738  -0.00067921     0.056129      0.54026 Curated_gene_sets:ivanova_hematopoiesis_mature_cell
Curated_gene_sets:dazard_uv_...5         SET      13     0.069038    0.0018095      0.27772      0.40184 Curated_gene_sets:dazard_uv_response_cluster_g3
Curated_gene_sets:schlingema...2         SET      35    -0.068717   -0.0029535      0.16475      0.66169 Curated_gene_sets:schlingemann_skin_carcinogenesis_tpa_up
Curated_gene_sets:weber_meth...8         SET      18     -0.13735   -0.0042355      0.24005       0.7164 Curated_gene_sets:weber_methylated_in_colon_cancer
Curated_gene_sets:kaab_faile...1         SET     138    -0.027868   -0.0023719     0.075499      0.64398 Curated_gene_sets:kaab_failed_heart_atrium_dn
Curated_gene_sets:su_pancreas            SET      40      0.16527    0.0075928      0.15689      0.14608 Curated_gene_sets:su_pancreas
Curated_gene_sets:ruan_respo...6         SET      24     -0.06554   -0.0023333      0.20148      0.62752 Curated_gene_sets:ruan_response_to_troglitazone_up
Curated_gene_sets:wu_hbx_tar...3         SET      14     0.011345   0.00030857      0.27504      0.48355 Curated_gene_sets:wu_hbx_targets_2_dn
Curated_gene_sets:zamora_nos...2         SET      49      0.16066    0.0081674      0.12742      0.10368 Curated_gene_sets:zamora_nos2_targets_up
Curated_gene_sets:jiang_agin...2         SET      29     -0.02533  -0.00099115      0.16935      0.55945 Curated_gene_sets:jiang_aging_cerebral_cortex_up
Curated_gene_sets:weigel_oxi...4         SET      32     0.091228    0.0037495      0.16483      0.28998 Curated_gene_sets:weigel_oxidative_stress_response
Curated_gene_sets:debiasi_ap...2         SET     286     0.079317    0.0096802      0.05451     0.072831 Curated_gene_sets:debiasi_apoptosis_by_reovirus_infection_up
Curated_gene_sets:brachat_re...3         SET      21   -0.0065017  -0.00021654      0.20613      0.51258 Curated_gene_sets:brachat_response_to_cisplatin
Curated_gene_sets:ivanova_he...3         SET     478     -0.05027   -0.0078906     0.042192      0.88325 Curated_gene_sets:ivanova_hematopoiesis_late_progenitor
Curated_gene_sets:lu_aging_b...1         SET     142      0.10071    0.0086939     0.078051     0.098485 Curated_gene_sets:lu_aging_brain_dn
Curated_gene_sets:ruan_respo...4         SET      10     -0.52379    -0.012042      0.30183      0.95865 Curated_gene_sets:ruan_response_to_tnf_up
Curated_gene_sets:whiteside_...2         SET      11     -0.39525   -0.0095299      0.27687      0.92328 Curated_gene_sets:whiteside_cisplatin_resistance_up
Curated_gene_sets:lee_calori...4         SET      66     0.035889    0.0021165      0.11326      0.37567 Curated_gene_sets:lee_calorie_restriction_neocortex_up
Curated_gene_sets:joseph_res...1         SET      60     -0.28491    -0.016023      0.12471      0.98883 Curated_gene_sets:joseph_response_to_sodium_butyrate_dn
Curated_gene_sets:ivanova_he...7         SET     204      0.13719     0.014171     0.068076      0.02195 Curated_gene_sets:ivanova_hematopoiesis_stem_cell_long_term
Curated_gene_sets:weigel_oxi...1         SET      33    -0.039943   -0.0016671      0.15604      0.60101 Curated_gene_sets:weigel_oxidative_stress_by_hne_and_h2o2
Curated_gene_sets:hu_genotox...4         SET      37     -0.20204   -0.0089282      0.14197      0.92264 Curated_gene_sets:hu_genotoxin_action_direct_vs_indirect_4hr
Curated_gene_sets:zhou_tnf_s...2         SET      47      0.11171    0.0055623      0.13675      0.20699 Curated_gene_sets:zhou_tnf_signaling_4hr
Curated_gene_sets:marchini_t...2         SET      17    -0.076665   -0.0022976      0.20084      0.64866 Curated_gene_sets:marchini_trabectedin_resistance_up
Curated_gene_sets:gentile_uv...4         SET      19    -0.024719  -0.00078311      0.20617      0.54772 Curated_gene_sets:gentile_uv_low_dose_up
Curated_gene_sets:blalock_al...1         SET    1160     0.039464    0.0094695     0.027811     0.077957 Curated_gene_sets:blalock_alzheimers_disease_dn
Curated_gene_sets:browne_hcm...7         SET      81     0.084419     0.005513      0.10862      0.21852 Curated_gene_sets:browne_hcmv_infection_16hr_dn
Curated_gene_sets:weston_veg...4         SET      51     0.023106    0.0011983      0.14004      0.43447 Curated_gene_sets:weston_vegfa_targets_6hr
Curated_gene_sets:bandres_re...6         SET      12     0.017291   0.00043542      0.24823      0.47223 Curated_gene_sets:bandres_response_to_carmustin_without_mgmt_24hr_up
Curated_gene_sets:ramalho_st...1         SET      67     -0.19262    -0.011445      0.11534      0.95254 Curated_gene_sets:ramalho_stemness_dn
Curated_gene_sets:ongusaha_t...          SET      33     0.013522   0.00056437      0.16688      0.46771 Curated_gene_sets:ongusaha_tp53_targets
Curated_gene_sets:gentile_uv...7         SET      53     -0.25165    -0.013303      0.13285       0.9709 Curated_gene_sets:gentile_uv_response_cluster_d4
Curated_gene_sets:rhodes_can...          SET      61      0.11921    0.0067597      0.10958      0.13833 Curated_gene_sets:rhodes_cancer_meta_signature
Curated_gene_sets:lian_lipa_...2         SET      71     0.077175    0.0047199      0.11916      0.25861 Curated_gene_sets:lian_lipa_targets_6m
Curated_gene_sets:wu_hbx_tar...1         SET      21      0.15362    0.0051163      0.22738      0.24965 Curated_gene_sets:wu_hbx_targets_1_dn
Curated_gene_sets:harris_hyp...          SET      76     0.017925    0.0011341      0.11134      0.43605 Curated_gene_sets:harris_hypoxia
Curated_gene_sets:ruan_respo...2         SET      37     -0.24705    -0.010917      0.16987      0.92707 Curated_gene_sets:ruan_response_to_tnf_troglitazone_dn
Curated_gene_sets:su_salivar...          SET      12     -0.23779    -0.005988      0.27835      0.80351 Curated_gene_sets:su_salivary_gland
Curated_gene_sets:browne_hcm...1         SET      54    0.0067734   0.00036143      0.13035      0.47928 Curated_gene_sets:browne_hcmv_infection_10hr_dn
Curated_gene_sets:kayo_calor...1         SET      77    -0.017427   -0.0011097     0.099349      0.56962 Curated_gene_sets:kayo_calorie_restriction_muscle_dn
Curated_gene_sets:hendricks_...2         SET      52    -0.062556   -0.0032758       0.1339      0.67982 Curated_gene_sets:hendricks_smarca4_targets_up
Curated_gene_sets:zheng_resp...1         SET      12      0.15776    0.0039727      0.26238      0.27384 Curated_gene_sets:zheng_response_to_arsenite_dn
Curated_gene_sets:murakami_u...4         SET      19     -0.18667   -0.0059139      0.21621      0.80603 Curated_gene_sets:murakami_uv_response_6hr_dn
Curated_gene_sets:chen_lvad_...1         SET      43       0.1002    0.0047725       0.1482      0.24948 Curated_gene_sets:chen_lvad_support_of_failing_heart_dn
Curated_gene_sets:ramalho_st...2         SET     187     0.075116    0.0074325     0.062887      0.11616 Curated_gene_sets:ramalho_stemness_up
Curated_gene_sets:mariadason...9         SET      13      -0.4102    -0.010751      0.24457      0.95324 Curated_gene_sets:mariadason_response_to_curcumin_sulindac_7
Curated_gene_sets:mcdowell_a...2         SET      44     -0.13162   -0.0063413      0.14607      0.81622 Curated_gene_sets:mcdowell_acute_lung_injury_up
Curated_gene_sets:sesto_resp...5         SET      20    -0.024648  -0.00080114      0.19427      0.55048 Curated_gene_sets:sesto_response_to_uv_c4
Curated_gene_sets:wang_smarc...1         SET     336    -0.062572    -0.008266     0.051679        0.887 Curated_gene_sets:wang_smarce1_targets_dn
Curated_gene_sets:su_testis              SET      73      0.12515    0.0077603      0.10548      0.11773 Curated_gene_sets:su_testis
Curated_gene_sets:traynor_re...1         SET      14    -0.042526   -0.0011566      0.27521       0.5614 Curated_gene_sets:traynor_rett_syndrom_dn
Curated_gene_sets:sesto_resp...7         SET      38     -0.13243   -0.0059302      0.15902       0.7975 Curated_gene_sets:sesto_response_to_uv_c6
Curated_gene_sets:mcclung_cr...1         SET      50      0.12098    0.0062127      0.14766       0.2063 Curated_gene_sets:mcclung_creb1_targets_dn
Curated_gene_sets:rodwell_ag...2         SET     136     0.084897    0.0071736     0.082898       0.1529 Curated_gene_sets:rodwell_aging_kidney_no_blood_dn
Curated_gene_sets:ingram_shh...1         SET       6     -0.45206   -0.0080508      0.46399      0.83503 Curated_gene_sets:ingram_shh_targets
Curated_gene_sets:suzuki_res...3         SET      17     -0.10741   -0.0032189      0.23866      0.67366 Curated_gene_sets:suzuki_response_to_tsa_and_decitabine_1b
Curated_gene_sets:sesto_resp...3         SET      51      0.16705    0.0086632      0.13372       0.1058 Curated_gene_sets:sesto_response_to_uv_c2
Curated_gene_sets:kaab_heart...2         SET     239      0.05091     0.005687     0.060858      0.20143 Curated_gene_sets:kaab_heart_atrium_vs_ventricle_up
Curated_gene_sets:hu_genotox...1         SET      32      0.12072    0.0049616      0.15744      0.22162 Curated_gene_sets:hu_genotoxic_damage_24hr
Curated_gene_sets:cui_tcf21_...4         SET      33     0.050338     0.002101      0.16763      0.38198 Curated_gene_sets:cui_tcf21_targets_up
Curated_gene_sets:hedenfalk_...2         SET      16    -0.040481    -0.001177      0.21108      0.57604 Curated_gene_sets:hedenfalk_breast_cancer_bracx_up
Curated_gene_sets:geiss_resp...1         SET      15     0.067655    0.0019046      0.24192      0.38987 Curated_gene_sets:geiss_response_to_dsrna_dn
Curated_gene_sets:cui_tcf21_...1         SET     789    -0.018811   -0.0037613     0.036184      0.69842 Curated_gene_sets:cui_tcf21_targets_2_dn
Curated_gene_sets:vietor_ifr...          SET      18     -0.18425   -0.0056818      0.23463      0.78386 Curated_gene_sets:vietor_ifrd1_targets
Curated_gene_sets:pal_prmt5_...2         SET     182    -0.032147   -0.0031385     0.066418      0.68581 Curated_gene_sets:pal_prmt5_targets_up
Curated_gene_sets:varela_zmp...1         SET      37      0.13548    0.0059869       0.1531       0.1881 Curated_gene_sets:varela_zmpste24_targets_dn
Curated_gene_sets:sato_silen...3         SET      40      0.35604     0.016357      0.15896     0.012559 Curated_gene_sets:sato_silenced_by_methylation_in_pancreatic_cancer_2
Curated_gene_sets:zhang_resp...2         SET      15     -0.21774     -0.00613       0.2243      0.83416 Curated_gene_sets:zhang_response_to_cantharidin_up
Curated_gene_sets:hedenfalk_...1         SET      19      0.03238    0.0010258      0.23049      0.44414 Curated_gene_sets:hedenfalk_breast_cancer_bracx_dn
Curated_gene_sets:jiang_agin...3         SET      33      0.10803    0.0045088      0.15923      0.24875 Curated_gene_sets:jiang_aging_hypothalamus_dn
Curated_gene_sets:chang_immo...1         SET      58    -0.039712   -0.0021959      0.11694      0.63292 Curated_gene_sets:chang_immortalized_by_hpv31_dn
Curated_gene_sets:browne_hcm...15        SET     137    -0.061863   -0.0052464     0.079927      0.78053 Curated_gene_sets:browne_hcmv_infection_24hr_dn
Curated_gene_sets:mariadason...5         SET       9      0.12945    0.0028233      0.28851      0.32683 Curated_gene_sets:mariadason_response_to_butyrate_curcumin_sulindac_tsa_8
Curated_gene_sets:chiba_resp...3         SET      49    -0.025958   -0.0013196      0.14221      0.57242 Curated_gene_sets:chiba_response_to_tsa_up
Curated_gene_sets:ramaswamy_...1         SET      50     0.035636    0.0018299      0.13195      0.39356 Curated_gene_sets:ramaswamy_metastasis_dn
Curated_gene_sets:mody_hippo...1         SET      30    -0.064105   -0.0025512      0.18726      0.63395 Curated_gene_sets:mody_hippocampus_neonatal
Curated_gene_sets:mcclung_co...2         SET      72    -0.036617   -0.0022551       0.1104      0.62994 Curated_gene_sets:mcclung_cocaine_reward_5d
Curated_gene_sets:kayo_aging...2         SET     211     0.042836    0.0044995     0.062935      0.24805 Curated_gene_sets:kayo_aging_muscle_up
Curated_gene_sets:visala_res...2         SET      14     -0.19702   -0.0053585      0.24259      0.79163 Curated_gene_sets:visala_response_to_heat_shock_and_aging_up
Curated_gene_sets:chuang_oxi...1         SET      11     -0.22352   -0.0053893      0.23916        0.825 Curated_gene_sets:chuang_oxidative_stress_response_dn
Curated_gene_sets:browne_hcm...5         SET     271     0.034942    0.0041528     0.055106      0.26301 Curated_gene_sets:browne_hcmv_infection_14hr_dn
Curated_gene_sets:delaserna_...1         SET      54     -0.02161   -0.0011531      0.13433       0.5639 Curated_gene_sets:delaserna_myod_targets_dn
Curated_gene_sets:yamazaki_t...2         SET     156     0.091767    0.0083003     0.075395      0.11178 Curated_gene_sets:yamazaki_tceb3_targets_up
Curated_gene_sets:hu_genotox...3         SET      46   0.00073218   3.6067e-05      0.13494      0.49784 Curated_gene_sets:hu_genotoxin_action_direct_vs_indirect_24hr
Curated_gene_sets:jiang_vhl_...          SET      85     0.054335    0.0036346     0.092776      0.27906 Curated_gene_sets:jiang_vhl_targets
Curated_gene_sets:maclachlan...1         SET      15     -0.28726    -0.008087      0.24011      0.88421 Curated_gene_sets:maclachlan_brca1_targets_dn
Curated_gene_sets:lee_aging_...1         SET      72     0.012503   0.00076998       0.1103      0.45488 Curated_gene_sets:lee_aging_cerebellum_dn
Curated_gene_sets:ehrlich_ic...2         SET      11      0.16659    0.0040165      0.30032      0.28956 Curated_gene_sets:ehrlich_icf_syndrom_up
Curated_gene_sets:browne_int...          SET      63     -0.13326   -0.0076786      0.11698      0.87268 Curated_gene_sets:browne_interferon_responsive_genes
Curated_gene_sets:mcclung_de...1         SET      45     0.016706   0.00081397      0.14997      0.45565 Curated_gene_sets:mcclung_delta_fosb_targets_2wk
Curated_gene_sets:cui_tcf21_...3         SET      29     -0.19601   -0.0076699      0.19487      0.84275 Curated_gene_sets:cui_tcf21_targets_dn
Curated_gene_sets:su_thymus              SET      18     -0.23562    -0.007266      0.23175      0.84535 Curated_gene_sets:su_thymus
Curated_gene_sets:kang_fluor...1         SET      16     -0.19693   -0.0057257      0.20332      0.83362 Curated_gene_sets:kang_fluorouracil_resistance_dn
Curated_gene_sets:browne_hcm...28        SET      95      0.10472    0.0074036     0.092152       0.1279 Curated_gene_sets:browne_hcmv_infection_8hr_up
Curated_gene_sets:martinez_r...7         SET      66    -0.088888    -0.005242      0.11177      0.78677 Curated_gene_sets:martinez_response_to_trabectedin_up
Curated_gene_sets:ji_respons...1         SET      50     0.065842    0.0033811      0.12542       0.2998 Curated_gene_sets:ji_response_to_fsh_dn
Curated_gene_sets:weston_veg...2         SET      26    -0.062199   -0.0023047      0.19004      0.62828 Curated_gene_sets:weston_vegfa_targets_12hr
Curated_gene_sets:krasnosels...2         SET      36      0.23377      0.01019      0.14372     0.051922 Curated_gene_sets:krasnoselskaya_ilf3_targets_up
Curated_gene_sets:chuang_oxi...2         SET      27     -0.22628    -0.008544      0.17631      0.90032 Curated_gene_sets:chuang_oxidative_stress_response_up
Curated_gene_sets:natsume_re...1         SET      51      0.03904    0.0020247      0.12181       0.3743 Curated_gene_sets:natsume_response_to_interferon_beta_dn
Curated_gene_sets:baelde_dia...2         SET      84    -0.052811   -0.0035119      0.10539      0.69185 Curated_gene_sets:baelde_diabetic_nephropathy_up
Curated_gene_sets:lindvall_i...2         SET      65     -0.19596    -0.011469      0.12305      0.94437 Curated_gene_sets:lindvall_immortalized_by_tert_up
Curated_gene_sets:wu_hbx_tar...6         SET      19     -0.24907   -0.0078907       0.2095      0.88274 Curated_gene_sets:wu_hbx_targets_3_up
Curated_gene_sets:wang_cispl...1         SET     211      0.10267     0.010785     0.063415     0.052725 Curated_gene_sets:wang_cisplatin_response_and_xpc_dn
Curated_gene_sets:murakami_u...5         SET      33      0.19935    0.0083203      0.15554     0.099988 Curated_gene_sets:murakami_uv_response_6hr_up
Curated_gene_sets:browne_hcm...13        SET      97      0.15268     0.010907     0.096098     0.056057 Curated_gene_sets:browne_hcmv_infection_20hr_dn
Curated_gene_sets:simbulan_p...2         SET      28       0.1596    0.0061366       0.1802       0.1879 Curated_gene_sets:simbulan_parp1_targets_up
Curated_gene_sets:ule_splici...          SET      41     0.062534    0.0029086      0.15949       0.3475 Curated_gene_sets:ule_splicing_via_nova2
Curated_gene_sets:mariadason...1         SET      37      0.18928    0.0083642      0.15016      0.10375 Curated_gene_sets:mariadason_regulated_by_histone_acetylation_dn
Curated_gene_sets:ivanova_he...5         SET     178      0.20303     0.019604     0.071046    0.0021364 Curated_gene_sets:ivanova_hematopoiesis_stem_cell
Curated_gene_sets:kuninger_i...1         SET      42      -0.1953   -0.0091938      0.14387      0.91267 Curated_gene_sets:kuninger_igf1_vs_pdgfb_targets_dn
Curated_gene_sets:medina_sma...          SET      36     0.099523    0.0043381      0.16216       0.2697 Curated_gene_sets:medina_smarca4_targets
Curated_gene_sets:kang_fluor...2         SET      21     -0.06388   -0.0021275       0.2044      0.62268 Curated_gene_sets:kang_fluorouracil_resistance_up
Curated_gene_sets:mahajan_re...1         SET      66      0.20838     0.012289       0.1249     0.047634 Curated_gene_sets:mahajan_response_to_il1a_dn
Curated_gene_sets:ruan_respo...1         SET      77    -0.070786   -0.0045076      0.10768      0.74452 Curated_gene_sets:ruan_response_to_tnf_dn
Curated_gene_sets:blalock_al...4         SET    1564      0.05559     0.015311     0.024151     0.010679 Curated_gene_sets:blalock_alzheimers_disease_up
Curated_gene_sets:delaserna_...2         SET      85     0.022106    0.0014787      0.10433       0.4161 Curated_gene_sets:delaserna_myod_targets_up
Curated_gene_sets:burton_adi...4         SET      31      0.29806     0.012058      0.17689     0.046002 Curated_gene_sets:burton_adipogenesis_12
Curated_gene_sets:leonard_hy...          SET      42   -0.0016992  -7.9991e-05      0.14942      0.50454 Curated_gene_sets:leonard_hypoxia
Curated_gene_sets:kayo_aging...1         SET     118     0.029595    0.0023305     0.081837      0.35882 Curated_gene_sets:kayo_aging_muscle_dn
Curated_gene_sets:kaab_faile...2         SET      33     0.055297    0.0023079      0.17249      0.37427 Curated_gene_sets:kaab_failed_heart_atrium_up
Curated_gene_sets:inga_tp53_...          SET      16      0.33983    0.0098806      0.24603     0.083605 Curated_gene_sets:inga_tp53_targets
Curated_gene_sets:mariadason...2         SET      61      0.21396     0.012132      0.11823     0.035177 Curated_gene_sets:mariadason_regulated_by_histone_acetylation_up
Curated_gene_sets:dasu_il6_s...3         SET      30     -0.01089  -0.00043339      0.18584      0.52336 Curated_gene_sets:dasu_il6_signaling_scar_up
Curated_gene_sets:lindvall_i...1         SET      71    -0.070856   -0.0043334      0.12217      0.71904 Curated_gene_sets:lindvall_immortalized_by_tert_dn
Curated_gene_sets:dazard_res...3         SET     114     0.038685    0.0029945     0.090394      0.33434 Curated_gene_sets:dazard_response_to_uv_scc_dn
Curated_gene_sets:chiba_resp...1         SET      41     0.059195    0.0027533      0.12809      0.32199 Curated_gene_sets:chiba_response_to_tsa
Curated_gene_sets:rodwell_ag...1         SET     135    0.0024354   0.00020504     0.084106      0.48845 Curated_gene_sets:rodwell_aging_kidney_dn
Curated_gene_sets:yih_respon...2         SET      14     -0.17704   -0.0048153      0.23694      0.77253 Curated_gene_sets:yih_response_to_arsenite_c2
Curated_gene_sets:kang_doxor...2         SET      53      0.11981    0.0063336      0.11872      0.15647 Curated_gene_sets:kang_doxorubicin_resistance_up
Curated_gene_sets:browne_hcm...21        SET     441     0.010933      0.00165     0.044648      0.40328 Curated_gene_sets:browne_hcmv_infection_48hr_dn
Curated_gene_sets:browne_hcm...22        SET     171     0.017168    0.0016251     0.070681      0.40405 Curated_gene_sets:browne_hcmv_infection_48hr_up
Curated_gene_sets:burton_adi...8         SET     110     0.060136    0.0045731     0.083543      0.23582 Curated_gene_sets:burton_adipogenesis_5
