# MEAN_SAMPLE_SIZE = 20942
# TOTAL_GENES = 18912
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:pid_syndec...2         SET      32      0.32532     0.013371      0.15909     0.020439 Curated_gene_sets:pid_syndecan_2_pathway
Curated_gene_sets:pid_rac1_r...          SET      37    -0.054403    -0.002404      0.15105      0.64063 Curated_gene_sets:pid_rac1_reg_pathway
Curated_gene_sets:pid_aurora...1         SET      31      0.14523    0.0058753      0.13953      0.14898 Curated_gene_sets:pid_aurora_a_pathway
Curated_gene_sets:pid_arf_3p...          SET      19      0.31532    0.0099898      0.16838     0.030561 Curated_gene_sets:pid_arf_3pathway
Curated_gene_sets:pid_insuli...1         SET      26     0.019736    0.0007313      0.16803      0.45325 Curated_gene_sets:pid_insulin_glucose_pathway
Curated_gene_sets:pid_pi3kci...1         SET      34     -0.03336   -0.0014132      0.15123      0.58729 Curated_gene_sets:pid_pi3kci_akt_pathway
Curated_gene_sets:pid_syndec...3         SET      16     -0.19495   -0.0056683      0.22152      0.81058 Curated_gene_sets:pid_syndecan_3_pathway
Curated_gene_sets:pid_il8_cx...1         SET      28     0.070173    0.0026982      0.16064      0.33112 Curated_gene_sets:pid_il8_cxcr1_pathway
Curated_gene_sets:pid_myc_re...          SET      64     0.014038   0.00081525       0.1074      0.44801 Curated_gene_sets:pid_myc_repress_pathway
Curated_gene_sets:pid_hif1_t...          SET      65    -0.029506   -0.0017269      0.11504      0.60121 Curated_gene_sets:pid_hif1_tfpathway
Curated_gene_sets:pid_tap63_...          SET      53     -0.10476    -0.005538      0.11047      0.82849 Curated_gene_sets:pid_tap63_pathway
Curated_gene_sets:pid_ephrin...          SET      30      0.14331    0.0057034      0.17767      0.20996 Curated_gene_sets:pid_ephrinb_rev_pathway
Curated_gene_sets:pid_bard1_...          SET      29     -0.23048   -0.0090188      0.15434      0.93232 Curated_gene_sets:pid_bard1_pathway
Curated_gene_sets:pid_p53_re...          SET      58     0.050839    0.0028112      0.11231       0.3254 Curated_gene_sets:pid_p53_regulation_pathway
Curated_gene_sets:pid_toll_e...          SET      21     -0.10284    -0.003425      0.20122      0.69535 Curated_gene_sets:pid_toll_endogenous_pathway
Curated_gene_sets:pid_ncadhe...          SET      33      0.10456    0.0043638      0.15767      0.25363 Curated_gene_sets:pid_ncadherin_pathway
Curated_gene_sets:pid_anthra...          SET      16      0.21626    0.0062879      0.24368      0.18741 Curated_gene_sets:pid_anthrax_pathway
Curated_gene_sets:pid_s1p_s1...2         SET      23      0.31647      0.01103      0.18927     0.047264 Curated_gene_sets:pid_s1p_s1p2_pathway
Curated_gene_sets:pid_ras_pa...          SET      29      0.00731   0.00028604      0.15523      0.48122 Curated_gene_sets:pid_ras_pathway
Curated_gene_sets:pid_mapk_t...          SET      33      0.47228     0.019711      0.14716   0.00066671 Curated_gene_sets:pid_mapk_trk_pathway
Curated_gene_sets:pid_pi3k_p...          SET      36     0.075105    0.0032738       0.1391      0.29463 Curated_gene_sets:pid_pi3k_plc_trk_pathway
Curated_gene_sets:pid_cd8_tc...1         SET      61   -0.0038896  -0.00022055      0.11768      0.51318 Curated_gene_sets:pid_cd8_tcr_downstream_pathway
Curated_gene_sets:pid_epha2_...          SET      19       0.3042    0.0096375      0.19511     0.059493 Curated_gene_sets:pid_epha2_fwd_pathway
Curated_gene_sets:pid_lymph_...          SET      24      0.31943     0.011372       0.1885     0.045086 Curated_gene_sets:pid_lymph_angiogenesis_pathway
Curated_gene_sets:pid_alpha_...          SET      31      0.43529     0.017609      0.15607    0.0026453 Curated_gene_sets:pid_alpha_synuclein_pathway
Curated_gene_sets:pid_fgf_pa...          SET      55      0.25834     0.013912      0.12025     0.015849 Curated_gene_sets:pid_fgf_pathway
Curated_gene_sets:pid_integr...6         SET      33      0.22499    0.0093903      0.14591     0.061554 Curated_gene_sets:pid_integrin_a4b1_pathway
Curated_gene_sets:pid_rac1_p...          SET      52     0.090628    0.0047458      0.12178      0.22838 Curated_gene_sets:pid_rac1_pathway
Curated_gene_sets:pid_rb_1pa...          SET      61        0.102    0.0057839      0.11746      0.19259 Curated_gene_sets:pid_rb_1pathway
Curated_gene_sets:pid_fak_pa...          SET      57      0.12853    0.0070458      0.11332      0.12835 Curated_gene_sets:pid_fak_pathway
Curated_gene_sets:pid_hnf3a_...          SET      43    -0.051834   -0.0024689      0.14187      0.64258 Curated_gene_sets:pid_hnf3a_pathway
Curated_gene_sets:pid_tgfbr_...          SET      53    -0.044426   -0.0023486      0.11953      0.64493 Curated_gene_sets:pid_tgfbr_pathway
Curated_gene_sets:pid_hes_he...          SET      46     -0.38505    -0.018968      0.13899       0.9972 Curated_gene_sets:pid_hes_hey_pathway
Curated_gene_sets:pid_il12_s...          SET      31     -0.13404   -0.0054226      0.15944      0.79974 Curated_gene_sets:pid_il12_stat4_pathway
Curated_gene_sets:reactome_g...54        SET      12      0.21953    0.0055282      0.25809      0.19751 Curated_gene_sets:reactome_glycogen_breakdown_glycogenolysis
Curated_gene_sets:reactome_t...87        SET     280    -0.039015   -0.0047121     0.047229      0.79561 Curated_gene_sets:reactome_translation
Curated_gene_sets:reactome_p...117       SET      12     -0.57069    -0.014371      0.24654      0.98968 Curated_gene_sets:reactome_pyrimidine_catabolism
Curated_gene_sets:reactome_i...12        SET      20     0.099899    0.0032471      0.16457      0.27192 Curated_gene_sets:reactome_inhibition_of_the_proteolytic_activity_of_apc_c_required_for_the_onset_of_anaphase_by_mitotic_spindle_checkpoint_components
Curated_gene_sets:reactome_p...120       SET      53     0.063018    0.0033314      0.11594      0.29338 Curated_gene_sets:reactome_pyruvate_metabolism_and_citric_acid_tca_cycle
Curated_gene_sets:reactome_a...95        SET      35      0.14658    0.0063003       0.1537      0.17012 Curated_gene_sets:reactome_apoptotic_cleavage_of_cellular_proteins
Curated_gene_sets:reactome_a...48        SET      31      0.12809    0.0051818      0.13821      0.17703 Curated_gene_sets:reactome_activation_of_the_pre_replicative_complex
Curated_gene_sets:reactome_p...90        SET      18     0.052344    0.0016141       0.1634      0.37436 Curated_gene_sets:reactome_processing_of_intronless_pre_mrnas
Curated_gene_sets:reactome_g...29        SET      12     0.064776    0.0016312      0.25968      0.40151 Curated_gene_sets:reactome_gap_junction_degradation
Curated_gene_sets:reactome_b...1         SET      79      0.13096    0.0084468     0.095837     0.085898 Curated_gene_sets:reactome_base_excision_repair
Curated_gene_sets:reactome_b...17        SET      43     0.076117    0.0036255      0.12418      0.26996 Curated_gene_sets:reactome_bile_acid_and_bile_salt_metabolism
Curated_gene_sets:reactome_s...149       SET      24    -0.018341  -0.00065299      0.17649      0.54139 Curated_gene_sets:reactome_synthesis_of_bile_acids_and_bile_salts_via_7alpha_hydroxycholesterol
Curated_gene_sets:reactome_r...14        SET      16     0.073915    0.0021491      0.19933      0.35539 Curated_gene_sets:reactome_recycling_of_bile_acids_and_salts
Curated_gene_sets:reactome_s...83        SET     415      0.04076    0.0059714     0.044743      0.18116 Curated_gene_sets:reactome_signaling_by_rho_gtpases
Curated_gene_sets:reactome_s...92        SET     306      0.11961     0.015092      0.04999    0.0083674 Curated_gene_sets:reactome_signaling_by_wnt
Curated_gene_sets:reactome_m...38        SET      53     0.092394    0.0048845       0.1118      0.20429 Curated_gene_sets:reactome_metabolism_of_non_coding_rna
Curated_gene_sets:reactome_s...147       SET      14      0.10976    0.0029852      0.22884      0.31575 Curated_gene_sets:reactome_synthesis_of_bile_acids_and_bile_salts_via_24_hydroxycholesterol
Curated_gene_sets:reactome_s...146       SET      34     0.018205   0.00077123      0.14358      0.44955 Curated_gene_sets:reactome_synthesis_of_bile_acids_and_bile_salts
Curated_gene_sets:reactome_a...81        SET      10    -0.097886   -0.0022503      0.27755      0.63783 Curated_gene_sets:reactome_androgen_biosynthesis
Curated_gene_sets:reactome_i...20        SET      24     -0.29972    -0.010671       0.1849      0.94749 Curated_gene_sets:reactome_insulin_receptor_recycling
Curated_gene_sets:reactome_n...14        SET       8    -0.087549   -0.0018003      0.29105      0.61821 Curated_gene_sets:reactome_nef_mediated_downregulation_of_mhc_class_i_complex_cell_surface_expression
Curated_gene_sets:reactome_s...85        SET      44      0.22205     0.010698      0.13335     0.047944 Curated_gene_sets:reactome_signaling_by_scf_kit
Curated_gene_sets:reactome_d...42        SET    1046     0.047203      0.01079     0.029306     0.053629 Curated_gene_sets:reactome_developmental_biology
Curated_gene_sets:reactome_c...103       SET      51    -0.070466   -0.0036544      0.10722      0.74447 Curated_gene_sets:reactome_cross_presentation_of_soluble_exogenous_antigens_endosomes
Curated_gene_sets:reactome_s...64        SET      19   -0.0035669    -0.000113      0.20935       0.5068 Curated_gene_sets:reactome_signaling_by_nodal
Curated_gene_sets:reactome_d...1         SET      39     -0.11466   -0.0052016      0.14616      0.78361 Curated_gene_sets:reactome_dag_and_ip3_signaling
Curated_gene_sets:reactome_s...113       SET      16     0.038839    0.0011292      0.21358      0.42785 Curated_gene_sets:reactome_spry_regulation_of_fgf_signaling
Curated_gene_sets:reactome_a...85        SET      88    -0.033493   -0.0022794     0.082476      0.65766 Curated_gene_sets:reactome_antigen_processing_cross_presentation
Curated_gene_sets:reactome_g...71        SET      24      0.25206    0.0089737      0.20991      0.11493 Curated_gene_sets:reactome_growth_hormone_receptor_signaling
Curated_gene_sets:reactome_c...26        SET     126     0.062408    0.0050771     0.082812      0.22555 Curated_gene_sets:reactome_cell_cell_communication
Curated_gene_sets:reactome_e...16        SET       5      0.47668      0.00775      0.36859     0.097971 Curated_gene_sets:reactome_endosomal_vacuolar_pathway
Curated_gene_sets:reactome_t...13        SET      10     -0.13906    -0.003197      0.30709      0.67467 Curated_gene_sets:reactome_tetrahydrobiopterin_bh4_synthesis_recycling_salvage_and_regulation
Curated_gene_sets:reactome_m...14        SET      98   -0.0042028  -0.00030176     0.088364      0.51897 Curated_gene_sets:reactome_meiosis
Curated_gene_sets:reactome_g...1         SET      28     0.045713    0.0017577      0.14583      0.37696 Curated_gene_sets:reactome_g0_and_early_g1
Curated_gene_sets:reactome_r...43        SET      16      0.53819     0.015648      0.24263     0.013281 Curated_gene_sets:reactome_regulation_of_kit_signaling
Curated_gene_sets:reactome_n...15        SET      19       0.1574    0.0049866      0.19085      0.20477 Curated_gene_sets:reactome_nef_mediates_down_modulation_of_cell_surface_receptors_by_recruiting_them_to_clathrin_adapters
Curated_gene_sets:reactome_i...4         SET     117      0.04625    0.0036266     0.085645       0.2946 Curated_gene_sets:reactome_immunoregulatory_interactions_between_a_lymphoid_and_a_non_lymphoid_cell
Curated_gene_sets:reactome_v...12        SET      16    -0.060313   -0.0017536      0.19615      0.62076 Curated_gene_sets:reactome_vitamin_b5_pantothenate_metabolism
Curated_gene_sets:reactome_m...45        SET     185    -0.058792   -0.0057865     0.063748       0.8218 Curated_gene_sets:reactome_metabolism_of_vitamins_and_cofactors
Curated_gene_sets:reactome_t...68        SET      67      -0.1818    -0.010802     0.095892        0.971 Curated_gene_sets:reactome_trans_golgi_network_vesicle_budding
Curated_gene_sets:reactome_r...76        SET      25     0.069806    0.0025364      0.15927      0.33059 Curated_gene_sets:reactome_resolution_of_ap_sites_via_the_multiple_nucleotide_patch_replacement_pathway
Curated_gene_sets:reactome_g...26        SET      10   0.00063552    1.461e-05        0.234      0.49892 Curated_gene_sets:reactome_gamma_carboxylation_transport_and_amino_terminal_cleavage_of_proteins
Curated_gene_sets:reactome_c...28        SET     606     0.037084    0.0065311     0.034016      0.13782 Curated_gene_sets:reactome_cell_cycle
Curated_gene_sets:reactome_s...41        SET      57     0.027475    0.0015061      0.10987      0.40127 Curated_gene_sets:reactome_signaling_by_erbb4
Curated_gene_sets:reactome_o...11        SET      71   -0.0078414  -0.00047957     0.089394      0.53495 Curated_gene_sets:reactome_orc1_removal_from_chromatin
Curated_gene_sets:reactome_o...4         SET      61     -0.18865    -0.010697      0.12544      0.93368 Curated_gene_sets:reactome_o_linked_glycosylation_of_mucins
Curated_gene_sets:reactome_s...121       SET      28       0.2277    0.0087551      0.16901      0.08896 Curated_gene_sets:reactome_sulfur_amino_acid_metabolism
Curated_gene_sets:reactome_a...87        SET      81     0.048774    0.0031853     0.093368       0.3007 Curated_gene_sets:reactome_antiviral_mechanism_by_ifn_stimulated_genes
Curated_gene_sets:reactome_p...95        SET      15      0.30066    0.0084642      0.25787      0.12183 Curated_gene_sets:reactome_prolactin_receptor_signaling
Curated_gene_sets:reactome_s...40        SET      49    -0.014365  -0.00073025      0.12689      0.54507 Curated_gene_sets:reactome_signaling_by_erbb2
Curated_gene_sets:reactome_s...111       SET      44    -0.071486   -0.0034442      0.13196      0.70599 Curated_gene_sets:reactome_sphingolipid_de_novo_biosynthesis
Curated_gene_sets:reactome_t...11        SET      23     0.012481   0.00043502      0.20678      0.47593 Curated_gene_sets:reactome_termination_of_o_glycan_biosynthesis
Curated_gene_sets:reactome_d...30        SET      39     -0.21888   -0.0099298      0.18636       0.8799 Curated_gene_sets:reactome_defensins
Curated_gene_sets:reactome_g...69        SET      16    -0.038731   -0.0011261      0.22116      0.56951 Curated_gene_sets:reactome_grb2_events_in_erbb2_signaling
Curated_gene_sets:reactome_s...38        SET      25     -0.18262   -0.0066356      0.17221      0.85552 Curated_gene_sets:reactome_signaling_by_egfr_in_cancer
Curated_gene_sets:reactome_b...7         SET      32     -0.26146    -0.010746      0.20931      0.89418 Curated_gene_sets:reactome_beta_defensins
Curated_gene_sets:reactome_s...114       SET     105     -0.10975   -0.0081552     0.077461      0.92173 Curated_gene_sets:reactome_srp_dependent_cotranslational_protein_targeting_to_membrane
Curated_gene_sets:reactome_p...44        SET      10       0.1651    0.0037956      0.31882      0.30228 Curated_gene_sets:reactome_pi3k_events_in_erbb4_signaling
Curated_gene_sets:reactome_s...22        SET      14     0.035183   0.00095694      0.23025      0.43928 Curated_gene_sets:reactome_shc1_events_in_erbb4_signaling
Curated_gene_sets:reactome_p...43        SET      16     0.089624    0.0026058       0.2393      0.35401 Curated_gene_sets:reactome_pi3k_events_in_erbb2_signaling
Curated_gene_sets:reactome_n...75        SET      32    -0.051464   -0.0021152      0.15252       0.6321 Curated_gene_sets:reactome_nuclear_signaling_by_erbb4
Curated_gene_sets:reactome_g...60        SET      38    -0.058152   -0.0026041      0.13064      0.67189 Curated_gene_sets:reactome_glycosphingolipid_metabolism
Curated_gene_sets:reactome_d...36        SET     132     0.010257   0.00085393     0.081434      0.44989 Curated_gene_sets:reactome_degradation_of_the_extracellular_matrix
Curated_gene_sets:reactome_m...67        SET      60     0.056262    0.0031641      0.10111      0.28896 Curated_gene_sets:reactome_mitochondrial_protein_import
Curated_gene_sets:reactome_s...56        SET      19      -0.1092   -0.0034596      0.20611      0.70188 Curated_gene_sets:reactome_signaling_by_hippo
Curated_gene_sets:reactome_a...13        SET      31     -0.35532    -0.014374       0.1521      0.99025 Curated_gene_sets:reactome_activated_notch1_transmits_signal_to_the_nucleus
Curated_gene_sets:reactome_t...64        SET      12    -0.076872   -0.0019358      0.23637      0.62749 Curated_gene_sets:reactome_trafficking_and_processing_of_endosomal_tlr
Curated_gene_sets:reactome_s...73        SET      80    -0.055703   -0.0036153     0.089242      0.73374 Curated_gene_sets:reactome_signaling_by_notch4
Curated_gene_sets:reactome_d...86        SET      80    -0.088646   -0.0057534     0.088513       0.8417 Curated_gene_sets:reactome_downstream_signaling_events_of_b_cell_receptor_bcr
Curated_gene_sets:reactome_a...35        SET      66    -0.080658   -0.0047567     0.096186      0.79914 Curated_gene_sets:reactome_activation_of_nf_kappab_in_b_cells
Curated_gene_sets:reactome_y...          SET      15      0.52555     0.014795       0.2472      0.01676 Curated_gene_sets:reactome_yap1_and_wwtr1_taz_stimulated_gene_expression
Curated_gene_sets:reactome_s...71        SET      32    -0.084921   -0.0034903      0.15469      0.70848 Curated_gene_sets:reactome_signaling_by_notch2
Curated_gene_sets:reactome_p...79        SET      89      0.15835     0.010837     0.096944     0.051205 Curated_gene_sets:reactome_pre_notch_expression_and_processing
Curated_gene_sets:reactome_s...89        SET     107   -0.0092244  -0.00069189      0.07862       0.5467 Curated_gene_sets:reactome_signaling_by_the_b_cell_receptor_bcr
Curated_gene_sets:reactome_e...47        SET     287   -0.0072079  -0.00088119     0.055754      0.55143 Curated_gene_sets:reactome_extracellular_matrix_organization
Curated_gene_sets:reactome_n...57        SET      43     0.060618    0.0028873      0.13974      0.33222 Curated_gene_sets:reactome_notch1_intracellular_domain_regulates_transcription
Curated_gene_sets:reactome_p...80        SET      17      0.33613     0.010073      0.19353     0.041216 Curated_gene_sets:reactome_pre_notch_processing_in_golgi
Curated_gene_sets:reactome_s...67        SET      69     -0.11382   -0.0068628      0.10826      0.85345 Curated_gene_sets:reactome_signaling_by_notch1
Curated_gene_sets:reactome_s...72        SET      48    0.0042527   0.00021398      0.12405      0.48633 Curated_gene_sets:reactome_signaling_by_notch3
Curated_gene_sets:reactome_t...111       SET      12      0.32608    0.0082115      0.26629      0.11038 Curated_gene_sets:reactome_triglyceride_biosynthesis
Curated_gene_sets:reactome_i...21        SET      55     0.025664     0.001382      0.11708      0.41325 Curated_gene_sets:reactome_insulin_receptor_signalling_cascade
Curated_gene_sets:reactome_a...101       SET       7     -0.27539   -0.0052973      0.31346      0.81017 Curated_gene_sets:reactome_arms_mediated_activation
Curated_gene_sets:reactome_p...96        SET      12     0.057994    0.0014604      0.25205      0.40901 Curated_gene_sets:reactome_prolonged_erk_activation_events
Curated_gene_sets:reactome_s...96        SET      20     -0.07376   -0.0023974      0.18267      0.65681 Curated_gene_sets:reactome_signalling_to_ras
Curated_gene_sets:reactome_s...34        SET      27     0.064556    0.0024376      0.18189      0.36133 Curated_gene_sets:reactome_signaling_by_bmp
Curated_gene_sets:reactome_c...34        SET     132      0.11839    0.0098566     0.079274      0.06767 Curated_gene_sets:reactome_cell_surface_interactions_at_the_vascular_wall
Curated_gene_sets:reactome_s...94        SET      32    0.0018028   7.4095e-05      0.14518      0.49505 Curated_gene_sets:reactome_signalling_to_erks
Curated_gene_sets:reactome_p...3         SET      13    -0.018134   -0.0004753      0.21925      0.53296 Curated_gene_sets:reactome_p38mapk_events
Curated_gene_sets:reactome_a...56        SET      17     -0.44721    -0.013402      0.20746      0.98444 Curated_gene_sets:reactome_acyl_chain_remodelling_of_pi
Curated_gene_sets:reactome_t...18        SET      16    -0.061806    -0.001797       0.2261      0.60771 Curated_gene_sets:reactome_tgf_beta_receptor_signaling_in_emt_epithelial_to_mesenchymal_transition
Curated_gene_sets:reactome_d...84        SET      26     -0.17314   -0.0064155      0.16281      0.85621 Curated_gene_sets:reactome_downregulation_of_tgf_beta_receptor_signaling
Curated_gene_sets:reactome_c...75        SET      85    -0.068217   -0.0045632      0.10273      0.74666 Curated_gene_sets:reactome_collagen_formation
Curated_gene_sets:reactome_s...53        SET      62     0.073783    0.0042178      0.10901      0.24926 Curated_gene_sets:reactome_signaling_by_fgfr_in_disease
Curated_gene_sets:reactome_h...30        SET      19      0.21849     0.006922      0.20668      0.14523 Curated_gene_sets:reactome_hs_gag_degradation
Curated_gene_sets:reactome_s...165       SET      16      0.20486    0.0059563      0.21101      0.16582 Curated_gene_sets:reactome_synthesis_of_pips_at_the_early_endosome_membrane
Curated_gene_sets:reactome_s...95        SET       5      0.21713    0.0035301      0.34804      0.26636 Curated_gene_sets:reactome_signalling_to_p38_via_rit_and_rin
Curated_gene_sets:reactome_a...53        SET      27     -0.27588    -0.010417      0.17628       0.9412 Curated_gene_sets:reactome_acyl_chain_remodelling_of_pc
Curated_gene_sets:reactome_s...167       SET      18    -0.052238   -0.0016109      0.18281      0.61247 Curated_gene_sets:reactome_synthesis_of_pips_at_the_golgi_membrane
Curated_gene_sets:reactome_t...17        SET      32     -0.07976   -0.0032782      0.15181      0.70034 Curated_gene_sets:reactome_tgf_beta_receptor_signaling_activates_smads
Curated_gene_sets:reactome_p...35        SET     201    -0.012942   -0.0013272     0.062262      0.58233 Curated_gene_sets:reactome_phospholipid_metabolism
Curated_gene_sets:reactome_c...105       SET      12     -0.11334   -0.0028541      0.23675      0.68392 Curated_gene_sets:reactome_cs_ds_degradation
Curated_gene_sets:reactome_s...160       SET      38     -0.05964   -0.0026708      0.15027      0.65427 Curated_gene_sets:reactome_synthesis_of_pa
Curated_gene_sets:reactome_s...168       SET      10     0.092761    0.0021325      0.25572       0.3584 Curated_gene_sets:reactome_synthesis_of_pips_at_the_late_endosome_membrane
Curated_gene_sets:reactome_s...162       SET      13      0.13447    0.0035244      0.24636       0.2926 Curated_gene_sets:reactome_synthesis_of_pe
Curated_gene_sets:reactome_g...31        SET      17      0.46506     0.013937      0.21226     0.014234 Curated_gene_sets:reactome_gastrin_creb_signalling_pathway_via_pkc_and_mapk
Curated_gene_sets:reactome_c...49        SET      18      0.15079      0.00465      0.21872      0.24528 Curated_gene_sets:reactome_chondroitin_sulfate_biosynthesis
Curated_gene_sets:reactome_h...37        SET      12      0.10972    0.0027631      0.22205      0.31061 Curated_gene_sets:reactome_hyaluronan_uptake_and_degradation
Curated_gene_sets:reactome_s...169       SET      50      0.02115    0.0010861      0.12332      0.43191 Curated_gene_sets:reactome_synthesis_of_pips_at_the_plasma_membrane
Curated_gene_sets:reactome_t...19        SET       8     0.063259    0.0013008       0.3174      0.42101 Curated_gene_sets:reactome_the_activation_of_arylsulfatases
Curated_gene_sets:reactome_h...36        SET      17     -0.12035   -0.0036069      0.19719      0.72918 Curated_gene_sets:reactome_hyaluronan_metabolism
Curated_gene_sets:reactome_k...1         SET      28       0.2148    0.0082591      0.15595     0.084211 Curated_gene_sets:reactome_keratan_sulfate_biosynthesis
Curated_gene_sets:reactome_r...87        SET      11    -0.049855   -0.0012021      0.27778      0.57122 Curated_gene_sets:reactome_reversible_hydration_of_carbon_dioxide
Curated_gene_sets:reactome_p...50        SET      81     0.076567    0.0050003     0.092285      0.20336 Curated_gene_sets:reactome_pi_metabolism
Curated_gene_sets:reactome_a...4         SET      10     0.092771    0.0021327      0.25746       0.3593 Curated_gene_sets:reactome_abacavir_transport_and_metabolism
Curated_gene_sets:reactome_c...50        SET      45     0.092103    0.0044875      0.13579       0.2488 Curated_gene_sets:reactome_chondroitin_sulfate_dermatan_sulfate_metabolism
Curated_gene_sets:reactome_s...161       SET      25      0.07725    0.0028069      0.18213      0.33574 Curated_gene_sets:reactome_synthesis_of_pc
Curated_gene_sets:reactome_h...29        SET      28      0.17619    0.0067745      0.19149      0.17877 Curated_gene_sets:reactome_hs_gag_biosynthesis
Curated_gene_sets:reactome_k...3         SET      34      0.21414    0.0090717      0.13958     0.062504 Curated_gene_sets:reactome_keratan_sulfate_keratin_metabolism
Curated_gene_sets:reactome_a...93        SET      13      0.26984    0.0070724      0.23853      0.12898 Curated_gene_sets:reactome_apoptosis_induced_dna_fragmentation
Curated_gene_sets:reactome_k...2         SET      13      0.11142    0.0029203      0.22838      0.31282 Curated_gene_sets:reactome_keratan_sulfate_degradation
Curated_gene_sets:reactome_h...16        SET      50     0.088626    0.0045511      0.13225      0.25139 Curated_gene_sets:reactome_heparan_sulfate_heparin_hs_gag_metabolism
Curated_gene_sets:reactome_g...59        SET     118     0.084088    0.0066215     0.082116      0.15292 Curated_gene_sets:reactome_glycosaminoglycan_metabolism
Curated_gene_sets:reactome_a...55        SET      18     -0.25564   -0.0078833      0.20961      0.88869 Curated_gene_sets:reactome_acyl_chain_remodelling_of_pg
Curated_gene_sets:reactome_a...54        SET      29     -0.18705   -0.0073192      0.17137      0.86247 Curated_gene_sets:reactome_acyl_chain_remodelling_of_pe
Curated_gene_sets:reactome_a...57        SET      22     -0.24114   -0.0082199      0.19063      0.89704 Curated_gene_sets:reactome_acyl_chain_remodelling_of_ps
Curated_gene_sets:reactome_m...53        SET     108     -0.01957   -0.0014747     0.080601      0.59592 Curated_gene_sets:reactome_mhc_class_ii_antigen_presentation
Curated_gene_sets:reactome_g...52        SET     121    -0.081919   -0.0065317     0.083482      0.83677 Curated_gene_sets:reactome_glycerophospholipid_biosynthesis
Curated_gene_sets:reactome_a...1         SET      23   -0.0086835  -0.00030265      0.18986      0.51824 Curated_gene_sets:reactome_a_tetrasaccharide_linker_sequence_is_required_for_gag_synthesis
Curated_gene_sets:reactome_c...25        SET      72   -0.0024596  -0.00015147     0.086174      0.51138 Curated_gene_sets:reactome_cdk_mediated_phosphorylation_and_removal_of_cdc6
Curated_gene_sets:reactome_p...62        SET      15     -0.19225   -0.0054123      0.24165      0.78685 Curated_gene_sets:reactome_platelet_adhesion_to_exposed_collagen
Curated_gene_sets:reactome_v...3         SET       7     -0.24303    -0.004675      0.35336       0.7542 Curated_gene_sets:reactome_vegf_ligand_receptor_interactions
Curated_gene_sets:reactome_m...55        SET      24     0.026992   0.00096098      0.15762      0.43202 Curated_gene_sets:reactome_microrna_mirna_biogenesis
Curated_gene_sets:reactome_n...71        SET      23      0.37437     0.013048      0.17386     0.015655 Curated_gene_sets:reactome_nuclear_events_kinase_and_transcription_factor_activation
Curated_gene_sets:reactome_r...85        SET      14       0.2874    0.0078168      0.23732      0.11295 Curated_gene_sets:reactome_retrograde_neurotrophin_signalling
Curated_gene_sets:reactome_e...30        SET      13      0.16825    0.0044098      0.22044      0.22266 Curated_gene_sets:reactome_erks_are_inactivated
Curated_gene_sets:reactome_n...29        SET     109     0.093897    0.0071081     0.087866      0.14263 Curated_gene_sets:reactome_negative_regulation_of_the_pi3k_akt_network
Curated_gene_sets:reactome_p...41        SET      10      0.30686    0.0070546      0.31217      0.16281 Curated_gene_sets:reactome_pi3k_akt_activation
Curated_gene_sets:reactome_e...7         SET      31    -0.035701   -0.0014443      0.15887       0.5889 Curated_gene_sets:reactome_egfr_downregulation
Curated_gene_sets:reactome_p...87        SET     228    0.0076566   0.00083563     0.049789      0.43889 Curated_gene_sets:reactome_processing_of_capped_intron_containing_pre_mrna
Curated_gene_sets:reactome_p...13        SET      12    -0.043868   -0.0011047      0.26344      0.56613 Curated_gene_sets:reactome_pecam1_interactions
Curated_gene_sets:reactome_t...6         SET     105    -0.035077   -0.0026065      0.07941      0.67065 Curated_gene_sets:reactome_tcr_signaling
Curated_gene_sets:reactome_r...54        SET      14     0.013654   0.00037136      0.21159      0.47427 Curated_gene_sets:reactome_regulation_of_pyruvate_dehydrogenase_pdh_complex
Curated_gene_sets:reactome_d...91        SET      86   -0.0092787   -0.0006243     0.086401      0.54276 Curated_gene_sets:reactome_downstream_tcr_signaling
Curated_gene_sets:reactome_b...3         SET      24      0.20148     0.007173      0.16586      0.11224 Curated_gene_sets:reactome_basigin_interactions
Curated_gene_sets:reactome_a...68        SET      14      0.21304    0.0057945      0.24324      0.19056 Curated_gene_sets:reactome_akt_phosphorylates_targets_in_the_cytosol
Curated_gene_sets:reactome_g...20        SET      18     -0.64313    -0.019832      0.22476      0.99789 Curated_gene_sets:reactome_gab1_signalosome
Curated_gene_sets:reactome_s...20        SET      15     -0.27795    -0.007825      0.22887      0.88771 Curated_gene_sets:reactome_shc1_events_in_egfr_signaling
Curated_gene_sets:reactome_a...46        SET      54    -0.016611  -0.00088639       0.1049      0.56291 Curated_gene_sets:reactome_activation_of_the_mrna_upon_binding_of_the_cap_binding_complex_and_eifs_and_subsequent_binding_to_43s
Curated_gene_sets:reactome_p...36        SET      11     -0.36053   -0.0086927       0.2642      0.91381 Curated_gene_sets:reactome_phosphorylation_of_cd3_and_tcr_zeta_chains
Curated_gene_sets:reactome_g...49        SET      24     -0.34911    -0.012429      0.18956      0.96723 Curated_gene_sets:reactome_glutamate_neurotransmitter_release_cycle
