# ALPHA = 0.05
# NUMBER_OF_TESTS = 15481

# _SET1_  VARIABLE = GO_bp:go_neuron_projection_regeneration (set)
# _SET1_  NGENES = 54
# _SET1_  P-VALUE = 8.79651e-07
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET4_   ENSG00000177000     1   11845780   11866977     94      16  315894       0.7446      0.22826
_SET4_   ENSG00000117154     1   18434240   18704977   1334     182  315894       1.8613     0.031351
_SET4_   ENSG00000162545     1   20808884   20812713      9       5  315894      0.52991      0.29809
_SET4_   ENSG00000189410     1   21046225   21059330     51      17  315894      0.72469      0.23432
_SET4_   ENSG00000070831     1   22379120   22419437    152      32  315894       1.1588      0.12326
_SET4_   ENSG00000173372     1   22962999   22966101     10       5  315894      0.30455      0.38035
_SET4_   ENSG00000159189     1   22970123   22974603     24       5  315894       2.0455     0.020405
_SET4_   ENSG00000173369     1   22979255   22988031     37      11  315894        3.114   0.00092288
_SET4_   ENSG00000133216     1   23037332   23241818    753     123  315894      0.96541      0.16717
_SET4_   ENSG00000125944     1   23630264   23670829     79      26  315894      0.40032      0.34446
_SET4_   ENSG00000204178     1   25757388   25826700    177      18  315894       1.7746      0.03798
_SET4_   ENSG00000158195     1   27730730   27816669    212      28  315894     -0.57534      0.71747
_SET4_   ENSG00000117758     1   28099694   28150963     97      18  315894       1.2889     0.098715
_SET4_   ENSG00000116329     1   29138654   29190208    213      35  315894       1.6813     0.046355
_SET4_   ENSG00000159023     1   29213603   29446553    628      45  315894       2.6075    0.0045603
_SET4_   ENSG00000162520     1   33145507   33169197     75      11  315894     -0.89761       0.8153
_SET4_   ENSG00000121905     1   33351595   33364042     29      12  315894       1.8712     0.030657
_SET4_   ENSG00000116544     1   35331037   35395186    159      60  315894       3.7123   0.00010269
_SET4_   ENSG00000163873     1   37261128   37499730    766     107  315894      -0.2483      0.59805
_SET4_   ENSG00000131238     1   40538379   40563375    115      18  315894     -0.17688       0.5702
_SET4_   ENSG00000117016     1   41086351   41131329    161      32  315894       2.3723    0.0088381
_SET4_   ENSG00000196517     1   44457172   44497139    130      34  315894       1.3164     0.094012
_SET4_   ENSG00000117448     1   46016215   46035721     79      17  315894       3.3706   0.00037497
_SET4_   ENSG00000085832     1   51819935   51985000    613      30  315894    -0.076414      0.53046
_SET4_   ENSG00000169213     1   52373628   52456436    260      29  315894       1.1467      0.12576
_SET4_   ENSG00000162383     1   53552855   53608289    358      55  315894       1.6405     0.050452
_SET4_   ENSG00000157193     1   53711217   53793742    295      51  315894       5.2129   9.2936e-08
_SET4_   ENSG00000173406     1   57460451   59012406   6443     381  315894        4.647   1.6841e-06
_SET4_   ENSG00000185483     1   64239693   64647181   1418     130  315894      -1.1746      0.87992
_SET4_   ENSG00000116675     1   65713902   65881552    605      48  315894      -1.1286      0.87046
_SET4_   ENSG00000184588     1   66258197   66840259   1983     144  315894       7.6167   1.3009e-14
_SET4_   ENSG00000033122     1   70034081   70617628   2140     117  315894     -0.61613       0.7311
_SET4_   ENSG00000122406     1   93297582   93307481     22      11  315894      0.97883      0.16383
_SET4_   ENSG00000117519     1   95362507   95392834    151      41  315894       1.1099      0.13353
_SET4_   ENSG00000117600     1   99729509   99775146    184      39  315894     -0.37537      0.64631
_SET4_   ENSG00000099260     1  100111499  100160097    211      35  315894       1.2123      0.11269
_SET4_   ENSG00000118733     1  102268130  102462586    923     114  315894     0.065542      0.47387
_SET4_   ENSG00000162631     1  107682629  108026080   1134     118  315894       -1.324      0.90725
_SET4_   ENSG00000116266     1  109289296  109352148    249      20  315894      0.29227      0.38504
_SET4_   ENSG00000143028     1  110009180  110024759     59       9  315894      0.73009      0.23267
_SET4_   ENSG00000197106     1  110693108  110744824    174      36  315894     -0.60233      0.72652
_SET4_   ENSG00000116396     1  110753965  110825722    310      49  315894       2.1768     0.014747
_SET4_   ENSG00000177301     1  111136202  111174096    147      27  315894     0.080123      0.46807
_SET4_   ENSG00000177272     1  111214310  111217655      4       2  315894      -0.7737      0.78045
_SET4_   ENSG00000116473     1  112084840  112259313    720      68  315894       2.2923     0.010944
_SET4_   ENSG00000171385     1  112313284  112531777    934     132  315894      0.36962      0.35583
_SET4_   ENSG00000155380     1  113454469  113499635    117      37  315894      -1.0657      0.85673
_SET4_   ENSG00000134207     1  114631913  114696541    332      77  315894       1.6615     0.048308
_SET4_   ENSG00000134259     1  115828539  115880857    235      54  315894      0.70241      0.24121
_SET4_   ENSG00000163399     1  116915290  116952883    100      17  315894    -0.084447      0.53365
_SET4_   ENSG00000131788     1  145575233  145586546     10       7  315894      0.30038      0.38195
_SET4_   ENSG00000159164     1  149874870  149889434     36      13  315894       1.7064     0.043969
_SET4_   ENSG00000136631     1  150039369  150117505    187      19  315894      0.83091      0.20301
_SET4_   ENSG00000117362     1  150237804  150241980      2       1  315894       0.7324      0.23196
_SET4_   ENSG00000143553     1  153631130  153634306      9       5  315894       1.1886      0.11729
_SET4_   ENSG00000177954     1  153963235  153964626      6       4  315894     -0.32459      0.62725
_SET4_   ENSG00000160716     1  154540257  154552502     39      21  315894       1.9977     0.022875
_SET4_   ENSG00000143630     1  155247374  155259639     42      12  315894       3.2684   0.00054083
_SET4_   ENSG00000160753     1  155290687  155300905     20      12  315894    -0.079545       0.5317
_SET4_   ENSG00000132718     1  155829300  155854990     54      17  315894       1.2316      0.10905
_SET4_   ENSG00000116584     1  155916630  155976861    147      36  315894       1.3895     0.082342
_SET4_   ENSG00000132692     1  156611182  156629324     52      19  315894       1.3178     0.093784
_SET4_   ENSG00000162706     1  159141399  159173103    118      37  315894      0.83231      0.20262
_SET4_   ENSG00000085552     1  159896829  159915386     77      21  315894       1.5966     0.055176
_SET4_   ENSG00000177807     1  160007257  160040038     98      31  315894     0.081172      0.46765
_SET4_   ENSG00000162728     1  160051360  160060353     32      12  315894     -0.01028       0.5041
_SET4_   ENSG00000018625     1  160085549  160113381    131      35  315894      0.58316      0.27989
_SET4_   ENSG00000162736     1  160313062  160328742     61      21  315894      -1.3454      0.91075
_SET4_   ENSG00000072694     1  161551101  161648444    201      36  315894     0.058141      0.47682
_SET4_   ENSG00000198929     1  162039564  162353321   1455     100  315894       1.8081     0.035295
_SET4_   ENSG00000117533     1  171669300  171711387    128      19  315894      -0.2458      0.59708
_SET4_   ENSG00000197959     1  171810621  172387606   1911     116  315894       1.0172      0.15452
_SET4_   ENSG00000120332     1  175036994  175117202    378      45  315894       1.5475     0.060867
_SET4_   ENSG00000116147     1  175284330  175712906   1807     185  315894       2.1247     0.016807
_SET4_   ENSG00000135823     1  180941861  180992047    131      27  315894        1.459      0.07228
_SET4_   ENSG00000135821     1  182350839  182361341     43      12  315894     -0.75244      0.77411
_SET4_   ENSG00000157064     1  183217372  183387737    648      57  315894       0.9697       0.1661
_SET4_   ENSG00000143858     1  202559724  202679545    440      85  315894        -0.54       0.7054
_SET4_   ENSG00000143847     1  202995626  203047868    222      43  315894       1.9501      0.02558
_SET4_   ENSG00000163485     1  203059782  203136533    265      44  315894       0.5119      0.30436
_SET4_   ENSG00000058668     1  203595689  203713209    419      69  315894        1.304     0.096108
_SET4_   ENSG00000184144     1  205012325  205047627    175      31  315894       2.2492     0.012249
_SET4_   ENSG00000163486     1  206516200  206637783    233      28  315894     -0.21533      0.58524
_SET4_   ENSG00000143473     1  210856555  211307457   1895     137  315894     -0.12867      0.55119
_SET4_   ENSG00000170385     1  211744910  211752084     15       5  315894     -0.53451       0.7035
_SET4_   ENSG00000082482     1  215179118  215410436    958      55  315894      0.66762      0.25219
_SET4_   ENSG00000042781     1  215796236  216596738   3219     236  315894        1.968     0.024533
_SET4_   ENSG00000143786     1  224622362  224928251   1141      73  315894        0.305      0.38018
_SET4_   ENSG00000154380     1  225674537  225840844    484      31  315894       1.8983     0.028826
_SET4_   ENSG00000143801     1  227057885  227083806    126      23  315894        1.386      0.08287
_SET4_   ENSG00000143740     1  227916240  227968927    193      37  315894       1.7403     0.040905
_SET4_   ENSG00000154342     1  228194752  228248961    163      32  315894        1.506     0.066036
_SET4_   ENSG00000143761     1  228270361  228286912     40      14  315894       1.3002     0.096768
_SET4_   ENSG00000168118     1  229406822  229441641    104      17  315894      0.32204      0.37371
_SET4_   ENSG00000135766     1  231499497  231560790    323      13  315894       1.8964     0.028956
_SET4_   ENSG00000162946     1  231762561  232177018   1554     166  315894       1.2306      0.10925
_SET4_   ENSG00000135750     1  233749750  233808258    280      62  315894       1.5899     0.055924
_SET4_   ENSG00000077522     1  236849754  236927931    373      52  315894       2.0292     0.021217
_SET4_   ENSG00000133019     1  239549865  240078750   2204     160  315894     -0.99144      0.83927
_SET4_   ENSG00000171863     2    3622795    3628509     32       9  315894      -1.4005      0.91933
_SET4_   ENSG00000134308     2    9724101    9771143    159      32  315894      0.37183      0.35501
_SET4_   ENSG00000084733     2   26256976   26360323    360      27  315894     -0.53938      0.70519
_SET4_   ENSG00000115155     2   26680071   26781566    472      73  315894       1.2345       0.1085
_SET4_   ENSG00000084774     2   27440258   27466811    102      21  315894      0.77034      0.22055
_SET4_   ENSG00000115194     2   27476552   27498685     59      17  315894       1.1021      0.13521
_SET4_   ENSG00000163794     2   27530268   27531313      2       1  315894     0.021923      0.49125
_SET4_   ENSG00000115808     2   37070783   37193615    484      45  315894      0.26518      0.39544
_SET4_   ENSG00000115904     2   39208537   39351486    448      30  315894      0.70742      0.23965
_SET4_   ENSG00000183023     2   40324410   40838193   2577     171  315894      0.35607      0.36089
_SET4_   ENSG00000119878     2   46843555   46852881     32      13  315894      0.73723      0.23049
_SET4_   ENSG00000179915     2   50145643   51259674   4743     211  315894        2.154     0.015619
_SET4_   ENSG00000115306     2   54683422   54896812    988      54  315894        1.988     0.023404
_SET4_   ENSG00000115310     2   55199325   55339757    611      53  315894      0.23548      0.40692
_SET4_   ENSG00000119866     2   60678302   60780702    256      60  315894       4.6925   1.3492e-06
_SET4_   ENSG00000138071     2   65454887   65498387    152      24  315894       1.5407     0.061695
_SET4_   ENSG00000115977     2   69688532   69901481    653      60  315894     -0.39496      0.65356
_SET4_   ENSG00000075340     2   70834750   70995357    752      57  315894      -1.5228       0.9361
_SET4_   ENSG00000116039     2   71163012   71192536    136      36  315894       1.4141     0.078668
_SET4_   ENSG00000135622     2   74881355   74909186     78      21  315894      0.79998      0.21186
_SET4_   ENSG00000176204     2   76974845   77820445   4071     179  315894       6.8908   2.7742e-12
_SET4_   ENSG00000066032     2   79412357   80875905   6302     415  315894       4.4616   4.0675e-06
_SET4_   ENSG00000162951     2   80515483   80531874     44      17  315894        1.604     0.054358
_SET4_   ENSG00000115041     2   95963052   96051825    205      42  315894       0.6379      0.26177
_SET4_   ENSG00000168758     2   97525453   97536494     15       8  315894     -0.48794       0.6872
_SET4_   ENSG00000071051     2  106361354  106510730    720      47  315894       1.6572     0.048744
_SET4_   ENSG00000115665     2  108602979  108630450     96      35  315894       0.3395      0.36712
_SET4_   ENSG00000136717     2  127805603  127864931    330      46  315894      -1.4805      0.93063
_SET4_   ENSG00000152128     2  135213330  135476570    918      68  315894       3.3669   0.00038013
_SET4_   ENSG00000115839     2  135809835  135933964    256      22  315894      0.48491      0.31387
_SET4_   ENSG00000115866     2  136664247  136743670    157      17  315894       1.8902     0.029368
_SET4_   ENSG00000168280     2  149632819  149883273    480      36  315894      0.44678      0.32752
_SET4_   ENSG00000187123     2  150186499  150330662    426      57  315894    -0.017839      0.50712
_SET4_   ENSG00000162989     2  155554811  155714863    674      83  315894        4.572   2.4151e-06
_SET4_   ENSG00000144283     2  159313476  159539391    945      44  315894      0.97286      0.16531
_SET4_   ENSG00000115183     2  159825146  160089170   1117      88  315894       1.1502      0.12502
_SET4_   ENSG00000136531     2  166095912  166248818    584      54  315894       1.6105     0.053644
_SET4_   ENSG00000128683     2  171669723  171717661    189      34  315894       1.5641     0.058902
_SET4_   ENSG00000091428     2  173600002  173917621   1207     101  315894       2.6732    0.0037569
_SET4_   ENSG00000138435     2  175612320  175629200     69      15  315894      -1.1111      0.86673
_SET4_   ENSG00000170144     2  178077291  178088686     24      10  315894     -0.27677      0.60902
_SET4_   ENSG00000170396     2  185463093  185804219   1087      48  315894     -0.12452      0.54955
_SET4_   ENSG00000138449     2  190425305  190448484     87      23  315894      -1.3223      0.90696
_SET4_   ENSG00000115540     2  198380295  198418423     97      32  315894      0.10098      0.45978
_SET4_   ENSG00000003393     2  202565277  202645912    331      29  315894      0.57504      0.28263
_SET4_   ENSG00000116030     2  203070903  203103331     83      19  315894       3.2236   0.00063297
_SET4_   ENSG00000204217     2  203241659  203432474    508      39  315894       2.7083    0.0033809
_SET4_   ENSG00000138443     2  204192942  204312446    291      47  315894        2.733    0.0031376
_SET4_   ENSG00000118257     2  206546714  206662857    432      99  315894      0.71137      0.23843
_SET4_   ENSG00000114948     2  207308263  207485851    588      68  315894      0.50425      0.30704
_SET4_   ENSG00000163251     2  208627310  208634287     22      13  315894      0.57789      0.28167
_SET4_   ENSG00000078018     2  210288782  210598842   1049      54  315894       3.4517   0.00027856
_SET4_   ENSG00000178568     2  212240446  213403565   5730     279  315894       2.1873     0.014361
_SET4_   ENSG00000174453     2  215275789  215443683    620      46  315894       2.2089      0.01359
_SET4_   ENSG00000163466     2  219081817  219119079    133      27  315894      -1.2541       0.8951
_SET4_   ENSG00000054356     2  220154345  220174370     68      18  315894      -1.0122      0.84428
_SET4_   ENSG00000175084     2  220283099  220291461     26       8  315894    -0.087556      0.53489
_SET4_   ENSG00000116106     2  222282747  222438922    625      61  315894       1.1861      0.11779
_SET4_   ENSG00000135919     2  224839829  224904036    351      46  315894      0.64601      0.25914
_SET4_   ENSG00000135905     2  225629807  225907162   1030      86  315894     0.091357       0.4636
_SET4_   ENSG00000168958     2  228189867  228222550    150      22  315894     -0.50839      0.69441
_SET4_   ENSG00000135914     2  231972944  231989832     27      13  315894      0.54396      0.29324
_SET4_   ENSG00000135902     2  233390703  233401377     45      15  315894     -0.32709       0.6282
_SET4_   ENSG00000196811     2  233404437  233411113     38      14  315894      -0.9038      0.81695
_SET4_   ENSG00000068024     2  239969864  240323348   1681     148  315894       2.6915    0.0035566
_SET4_   ENSG00000063660     2  241375088  241407493    201      53  315894       2.2942     0.010889
_SET4_   ENSG00000130294     2  241653181  241759725    457      75  315894       1.1163      0.13215
_SET4_   ENSG00000134115     3    1134260    1445901   1770     150  315894       1.4502     0.073504
_SET4_   ENSG00000150995     3    4535032    4889524   1763     227  315894     -0.75171      0.77389
_SET4_   ENSG00000134108     3    5163905    5222596    186      23  315894      -1.0957      0.86339
_SET4_   ENSG00000196277     3    6811688    7783215   4805     334  315894       2.1136     0.017273
_SET4_   ENSG00000182533     3    8775486    8883492    622      75  315894     -0.25818      0.60187
_SET4_   ENSG00000156959     3    9543481    9595486    269      27  315894      -0.4848      0.68609
_SET4_   ENSG00000134072     3    9799026    9811676     28      12  315894      0.06156      0.47546
_SET4_   ENSG00000157017     3   10327359   10334631     31      14  315894       1.1197      0.13143
_SET4_   ENSG00000157087     3   10365707   10749716   1902     185  315894      0.49252      0.31118
_SET4_   ENSG00000132164     3   10857885   10982419    546      57  315894      -2.2937       0.9891
_SET4_   ENSG00000157103     3   11034410   11080933    219      62  315894      0.62047      0.26748
_SET4_   ENSG00000154764     3   13857755   13921618    316      54  315894        1.917     0.027618
_SET4_   ENSG00000206561     3   15491640   15563258    291      34  315894       1.1826      0.11849
_SET4_   ENSG00000144566     3   19988571   20026667    178      31  315894      0.88927      0.18693
_SET4_   ENSG00000033867     3   27414214   27525911    464      33  315894     -0.96456      0.83262
_SET4_   ENSG00000185313     3   38738293   38835501    440      51  315894     -0.27615      0.60878
_SET4_   ENSG00000170011     3   39850405   40301812   1871     109  315894       1.3609     0.086766
_SET4_   ENSG00000188846     3   40498783   40503861     25      10  315894      0.76505      0.22212
_SET4_   ENSG00000168036     3   41236328   41301587    159      30  315894      0.32052      0.37429
_SET4_   ENSG00000187094     3   42299317   42307699     31      11  315894     -0.34612      0.63537
_SET4_   ENSG00000114646     3   47603729   47622282     39      13  315894       2.5478    0.0054207
_SET4_   ENSG00000172037     3   49158547   49170551     26      18  315894       2.0516     0.020106
_SET4_   ENSG00000067560     3   49396578   49450431    130      22  315894       4.7672   9.3397e-07
_SET4_   ENSG00000173402     3   49506146   49573048    148      24  315894       4.7889   8.3828e-07
_SET4_   ENSG00000164061     3   49591922   49708978    240      35  315894       4.2148   1.2501e-05
_SET4_   ENSG00000164076     3   49895421   49907655     25       8  315894       1.2345       0.1085
_SET4_   ENSG00000001617     3   50192478   50226508     86      18  315894       3.6744   0.00011919
_SET4_   ENSG00000164082     3   51741086   51752629     16      10  315894       2.7351    0.0031177
_SET4_   ENSG00000157388     3   53528683   53847760   1112     133  315894       3.7626   8.4061e-05
_SET4_   ENSG00000114251     3   55499743   55523973     77      26  315894        1.302     0.096451
_SET4_   ENSG00000187672     3   55542336   56502391   3934     176  315894       1.6151     0.053148
_SET4_   ENSG00000168374     3   57557090   57583947    103      22  315894       2.6279    0.0042961
_SET4_   ENSG00000163686     3   58223233   58281420    248      31  315894       2.0658     0.019424
_SET4_   ENSG00000168309     3   58549844   58613337    345      48  315894      -0.5667      0.71454
_SET4_   ENSG00000163618     3   62384022   62861054   2424     170  315894       1.6167     0.052976
_SET4_   ENSG00000163630     3   63213991   63602597   2053     167  315894     -0.90743      0.81791
_SET4_   ENSG00000121440     3   73431584   73674091    918     129  315894       0.5724      0.28353
_SET4_   ENSG00000175161     3   85008132   86123579   4156     103  315894       9.1226   6.9805e-39
_SET4_   ENSG00000083937     3   87276421   87304698    120      33  315894       1.6286     0.051695
_SET4_   ENSG00000178750     3   93733213   93747454     26      12  315894    -0.058818      0.52345
_SET4_   ENSG00000114391     3  101399935  101405626     23      14  315894      -0.7303       0.7674
_SET4_   ENSG00000177707     3  110788918  110994410    703      85  315894      0.91142      0.18104
_SET4_   ENSG00000151577     3  113847499  113918254    269      37  315894     0.020627      0.49177
_SET4_   ENSG00000172020     3  115342171  115440337    357      79  315894      0.32909      0.37104
_SET4_   ENSG00000144847     3  118619404  118864915    873      65  315894       4.9602   3.5216e-07
_SET4_   ENSG00000082701     3  119540170  119813264    645      46  315894       2.5575    0.0052708
_SET4_   ENSG00000145087     3  120626919  121143608   2131      47  315894       2.5374     0.005584
_SET4_   ENSG00000036828     3  121902530  122005342    481      41  315894       1.3278     0.092114
_SET4_   ENSG00000114030     3  122140796  122233792    293      32  315894       2.1885     0.014318
_SET4_   ENSG00000144868     3  132757235  133116636   1463      71  315894      0.36711      0.35677
_SET4_   ENSG00000154917     3  133543083  133614680    309      74  315894     -0.63085      0.73593
_SET4_   ENSG00000154928     3  134316643  134979309   2634     209  315894       1.5422     0.061513
_SET4_   ENSG00000158258     3  139654027  140296239   2592     229  315894     -0.93802      0.82588
_SET4_   ENSG00000114127     3  142025449  142166904    309      38  315894       2.6969    0.0034996
_SET4_   ENSG00000070087     3  149682691  149768575    304      36  315894       5.1632   1.2138e-07
_SET4_   ENSG00000169860     3  152552736  152555841      6       2  315894      0.40109      0.34418
_SET4_   ENSG00000196549     3  154741913  154901497    581      82  315894   -0.0054116      0.50216
_SET4_   ENSG00000121871     3  164904508  164914897     28      11  315894     -0.25481      0.60056
_SET4_   ENSG00000163558     3  169940153  170023769    384      20  315894       0.5377      0.29539
_SET4_   ENSG00000154310     3  170779128  171178197   1513     173  315894      0.31506      0.37636
_SET4_   ENSG00000075651     3  171318195  171528740    910      42  315894        2.212     0.013483
_SET4_   ENSG00000121853     3  172162923  172166246     11       5  315894      0.54378       0.2933
_SET4_   ENSG00000169760     3  173114074  174004434   3366     210  315894       2.1078     0.017524
_SET4_   ENSG00000114416     3  180585929  180700541    390      37  315894       4.4857   3.6341e-06
_SET4_   ENSG00000186090     3  183749332  183757157     52      14  315894        3.017    0.0012766
_SET4_   ENSG00000178084     3  183770835  183778459     39      15  315894       1.3278     0.092114
_SET4_   ENSG00000186038     3  183814852  183824783     32      12  315894       1.1932      0.11639
_SET4_   ENSG00000196083     3  190231840  190375843    602      92  315894       1.5565     0.059793
_SET4_   ENSG00000174013     3  196295482  196315930     83      16  315894      -1.5742      0.94228
_SET4_   ENSG00000180370     3  196466728  196559518    548      50  315894      0.24151      0.40458
_SET4_   ENSG00000075711     3  196769431  197026171   1045      47  315894       2.8498    0.0021873
_SET4_   ENSG00000168993     4     778745     819986    217      40  315894        2.564    0.0051731
_SET4_   ENSG00000178950     4     843064     926161    450      52  315894       1.1773      0.11954
_SET4_   ENSG00000145214     4     952675     980683    104      31  315894      0.92462      0.17758
_SET4_   ENSG00000159692     4    1205236    1243741    186      36  315894       2.1172     0.017122
_SET4_   ENSG00000087274     4    2845584    2931803    312      37  315894      0.87591      0.19054
_SET4_   ENSG00000197386     4    3076408    3245676    618      46  315894       3.3058    0.0004736
_SET4_   ENSG00000159788     4    3294755    3441640    590      73  315894       2.3074     0.010516
_SET4_   ENSG00000175920     4    3465033    3503200    323      40  315894       2.7298    0.0031682
_SET4_   ENSG00000184160     4    3768075    3770251      5       3  315894     -0.26935      0.60617
_SET4_   ENSG00000168824     4    4349867    4420785    373      68  315894      0.75913      0.22389
_SET4_   ENSG00000109501     4    6271576    6304992    236      22  315894      0.33764      0.36782
_SET4_   ENSG00000137449     4   15004298   15071777    205      33  315894      0.45397      0.32492
_SET4_   ENSG00000174343     4   40337346   40357234    128      17  315894       1.6495     0.049527
_SET4_   ENSG00000163697     4   40812044   41218731   1883     125  315894       3.0821    0.0010279
_SET4_   ENSG00000183783     4   44175926   44450824    924      78  315894       1.9386     0.026276
_SET4_   ENSG00000163285     4   46037786   46126098    369      34  315894      0.24518      0.40316
_SET4_   ENSG00000151834     4   46250444   46477247    726      53  315894       3.6364   0.00013822
_SET4_   ENSG00000109158     4   46920917   46996424    309      32  315894       4.0232   2.8706e-05
_SET4_   ENSG00000163288     4   46995740   47428461   1554     122  315894       4.8368    6.598e-07
_SET4_   ENSG00000109189     4   53457138   53525502    146      23  315894      0.30223      0.38124
_SET4_   ENSG00000109255     4   56461396   56502865    165      24  315894       1.3529     0.088049
_SET4_   ENSG00000150471     4   62066976   62944053   2752     209  315894       1.1301      0.12922
_SET4_   ENSG00000138744     4   76831809   76862204    169      22  315894     -0.49989      0.69143
_SET4_   ENSG00000138758     4   77870856   77961537    343      32  315894      0.26759      0.39451
_SET4_   ENSG00000138668     4   83273651   83295656     63      11  315894       1.2704      0.10198
_SET4_   ENSG00000138663     4   83955600   83996971     97      27  315894     -0.59916      0.72547
_SET4_   ENSG00000109339     4   86936276   87515284   2072      90  315894      -1.4434      0.92555
_SET4_   ENSG00000152583     4   88394487   88452213    245      26  315894      -1.0019      0.84179
_SET4_   ENSG00000145335     4   90645250   90759466    528      38  315894       0.8803      0.18935
_SET4_   ENSG00000152208     4   93225550   94695707   5172     198  315894       3.8121   6.8909e-05
_SET4_   ENSG00000163110     4   95373037   95589377    783      52  315894     -0.55706      0.71126
_SET4_   ENSG00000182168     4   96083655   96470357   1734     184  315894    -0.071921      0.52867
_SET4_   ENSG00000151247     4   99792835   99851788    229      39  315894     -0.20843      0.58255
_SET4_   ENSG00000138814     4  101944566  102269435   1200      96  315894    -0.032761      0.51307
_SET4_   ENSG00000164038     4  103941025  104006986    137      46  315894       3.2915   0.00049822
_SET4_   ENSG00000145362     4  113739265  114304896   2287     201  315894     0.094356      0.46241
_SET4_   ENSG00000164099     4  119201193  119274158    234      44  315894       1.2405       0.1074
_SET4_   ENSG00000138688     4  123073488  123283913    614      42  315894      0.27979      0.38982
_SET4_   ENSG00000172007     4  140374386  140397763     77      14  315894       4.2421    1.107e-05
_SET4_   ENSG00000145425     4  152020725  152025804     11       8  315894     -0.46084      0.67754
_SET4_   ENSG00000171564     4  155484108  155492238     30       8  315894      0.29264       0.3849
_SET4_   ENSG00000171560     4  155504278  155511918     18      12  315894       2.1142     0.017251
_SET4_   ENSG00000164116     4  156587863  156653501    273      45  315894      0.80774      0.20962
_SET4_   ENSG00000061918     4  156680144  156728743    190      48  315894      0.70427      0.24063
_SET4_   ENSG00000109738     4  157997209  158093242    470      43  315894     -0.44374      0.67139
_SET4_   ENSG00000120251     4  158125334  158287227    424      56  315894      -0.6334      0.73677
_SET4_   ENSG00000109756     4  160025330  160281321    726      68  315894       0.1685       0.4331
_SET4_   ENSG00000109472     4  166282346  166419472    694      43  315894     -0.42283      0.66379
_SET4_   ENSG00000109572     4  170533784  170644824    403      39  315894     -0.19871      0.57876
_SET4_   ENSG00000145451     4  175558065  175750465    922      87  315894       1.7419     0.040764
_SET4_   ENSG00000150625     4  176554085  176923815   1586     140  315894     -0.13797      0.55487
_SET4_   ENSG00000180104     5     443273     472052    167      28  315894      0.10608      0.45776
_SET4_   ENSG00000142319     5    1392909    1445545    246      53  315894        1.669     0.047555
_SET4_   ENSG00000169862     5   10971952   11904155   3822     292  315894       1.3038     0.096149
_SET4_   ENSG00000040731     5   24487209   24645087    852      57  315894      -1.6496      0.95049
_SET4_   ENSG00000113100     5   26880709   27121257    835      67  315894     0.051182      0.47959
_SET4_   ENSG00000113360     5   31400604   31532303    503      49  315894      0.74171      0.22913
_SET4_   ENSG00000164318     5   38258511   38465123    819      79  315894      -1.4101      0.92074
_SET4_   ENSG00000170571     5   49692026   49739082    129      22  315894       4.4838    3.667e-06
_SET4_   ENSG00000164171     5   52285156   52390609    497      47  315894      0.65785      0.25532
_SET4_   ENSG00000164509     5   55147207   55218678    269      38  315894      0.63288      0.26341
_SET4_   ENSG00000169067     5   56775846   56778636     12       8  315894      0.12681      0.44954
_SET4_   ENSG00000152932     5   57878048   58155213   1118      88  315894     -0.57644      0.71784
_SET4_   ENSG00000186479     5   63802084   63908139    365      58  315894       2.1994     0.013925
_SET4_   ENSG00000112851     5   65222303   65378377    327      46  315894     -0.76332      0.77736
_SET4_   ENSG00000131711     5   71403061   71505395    326      68  315894    -0.096274      0.53835
_SET4_   ENSG00000157107     5   72251808   72386349    341      33  315894     -0.70494      0.75958
_SET4_   ENSG00000122012     5   75378997   75649764   1272     103  315894       1.4496     0.073584
_SET4_   ENSG00000181104     5   76011868   76031606     58      20  315894       2.4076      0.00803
_SET4_   ENSG00000145708     5   76248538   76276983     89      23  315894      0.82427      0.20489
_SET4_   ENSG00000132842     5   77296349   77590579    963      42  315894     0.031692      0.48736
_SET4_   ENSG00000085365     5   77656339   77776562    468      35  315894       3.3681   0.00037851
_SET4_   ENSG00000152413     5   78668459   78810040    487      52  315894       0.1138       0.4547
_SET4_   ENSG00000186468     5   81569177   81574396     26       8  315894      -0.1292       0.5514
_SET4_   ENSG00000145681     5   82933624   83017432    328      56  315894      0.82892      0.20358
_SET4_   ENSG00000081189     5   88013975   88199922    487      59  315894       1.1475      0.12558
_SET4_   ENSG00000164199     5   89825161   90460038   2092     112  315894      0.20272      0.41967
_SET4_   ENSG00000175471     5   94039446   94620279   2062     170  315894       3.7364   9.3352e-05
_SET4_   ENSG00000184349     5  106712590  107006596   1077     142  315894       5.2307   8.4421e-08
_SET4_   ENSG00000198961     5  108670410  108745695    327      24  315894       1.0442       0.1482
_SET4_   ENSG00000152495     5  110559351  110830584   1013      69  315894      0.32863      0.37122
_SET4_   ENSG00000080709     5  113696642  113832337    474      77  315894       1.0053      0.15737
_SET4_   ENSG00000064692     5  121647049  121799914    355      47  315894      0.60017       0.2742
_SET4_   ENSG00000131435     5  131593364  131609147     63      15  315894      -1.5722      0.94205
_SET4_   ENSG00000164402     5  132086509  132142933    150      26  315894      -1.1267      0.87008
_SET4_   ENSG00000213585     5  133307606  133340824    113      25  315894     -0.74135      0.77076
_SET4_   ENSG00000113575     5  133530025  133561833    121      13  315894     -0.67895      0.75142
