# MEAN_SAMPLE_SIZE = 87802
# TOTAL_GENES = 18830
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:ji_carcino...2         SET      12     0.082479    0.0020815      0.26644      0.37845 Curated_gene_sets:ji_carcinogenesis_by_kras_and_stk11_up
Curated_gene_sets:gazin_epig...          SET      25      0.39515     0.014389      0.21275     0.031639 Curated_gene_sets:gazin_epigenetic_silencing_by_kras
Curated_gene_sets:jepsen_smr...          SET      30     0.093469    0.0037279      0.18249      0.30426 Curated_gene_sets:jepsen_smrt_targets
Curated_gene_sets:kyng_dna_d...1         SET      33      0.30182     0.012624       0.1615     0.030832 Curated_gene_sets:kyng_dna_damage_by_4nqo
Curated_gene_sets:kyng_dna_d...5         SET      71     -0.21395    -0.013113      0.11923      0.96362 Curated_gene_sets:kyng_dna_damage_by_gamma_radiation
Curated_gene_sets:kyng_dna_d...6         SET      55     -0.17896    -0.009658      0.13789      0.90282 Curated_gene_sets:kyng_dna_damage_by_uv
Curated_gene_sets:kyng_dna_d...2         SET      14    -0.070124   -0.0019114      0.26166      0.60565 Curated_gene_sets:kyng_dna_damage_by_4nqo_or_gamma_radiation
Curated_gene_sets:kyng_dna_d...3         SET      55     -0.13786   -0.0074398      0.13541      0.84566 Curated_gene_sets:kyng_dna_damage_by_4nqo_or_uv
Curated_gene_sets:kyng_dna_d...4         SET      82    -0.046046    -0.003032      0.10832      0.66461 Curated_gene_sets:kyng_dna_damage_by_gamma_and_uv_radiation
Curated_gene_sets:kyng_envir...2         SET      11     -0.18768    -0.004535       0.2899       0.7413 Curated_gene_sets:kyng_environmental_stress_response_not_by_4nqo_in_old
Curated_gene_sets:kyng_envir...3         SET      34    -0.026524   -0.0011261      0.18195      0.55795 Curated_gene_sets:kyng_environmental_stress_response_not_by_4nqo_in_ws
Curated_gene_sets:kyng_envir...4         SET      28     -0.10232   -0.0039427      0.18622      0.70865 Curated_gene_sets:kyng_environmental_stress_response_not_by_gamma_in_old
Curated_gene_sets:kyng_envir...5         SET      28     0.030447    0.0011732      0.19458      0.43783 Curated_gene_sets:kyng_environmental_stress_response_not_by_gamma_in_ws
Curated_gene_sets:kyng_envir...6         SET      22     0.027455   0.00093792      0.21447      0.44907 Curated_gene_sets:kyng_environmental_stress_response_not_by_uv_in_old
Curated_gene_sets:kyng_envir...7         SET      12    -0.067555   -0.0017049      0.35057       0.5764 Curated_gene_sets:kyng_environmental_stress_response_not_by_uv_in_ws
Curated_gene_sets:kyng_dna_d...7         SET     176     0.015666    0.0015075     0.076432       0.4188 Curated_gene_sets:kyng_dna_damage_dn
Curated_gene_sets:kyng_dna_d...8         SET     196     -0.17735       -0.018      0.07121      0.99362 Curated_gene_sets:kyng_dna_damage_up
Curated_gene_sets:kyng_envir...8         SET      48      -0.1832    -0.009238      0.14692      0.89378 Curated_gene_sets:kyng_environmental_stress_response_up
Curated_gene_sets:kyng_envir...1         SET      17     0.095228    0.0028601      0.26699      0.36067 Curated_gene_sets:kyng_environmental_stress_response_dn
Curated_gene_sets:kondo_pros...1         SET      92     0.031551       0.0022      0.11323      0.39026 Curated_gene_sets:kondo_prostate_cancer_hcp_with_h3k27me3
Curated_gene_sets:kondo_pros...2         SET     185     0.075561    0.0074529     0.082082      0.17865 Curated_gene_sets:kondo_prostate_cancer_with_h3k27me3
Curated_gene_sets:kondo_colo...1         SET      25     -0.44658    -0.016262      0.21411      0.98149 Curated_gene_sets:kondo_colon_cancer_hcp_with_h3k27me1
Curated_gene_sets:kondo_colo...2         SET       4     -0.56301   -0.0082051      0.46366      0.88767 Curated_gene_sets:kondo_colon_cancer_hcp_with_h3k27me3
Curated_gene_sets:kondo_ezh2...          SET     219   -0.0011644  -0.00012484     0.075998      0.50611 Curated_gene_sets:kondo_ezh2_targets
Curated_gene_sets:zhang_gata...2         SET      12      0.35868    0.0090521       0.3284      0.13738 Curated_gene_sets:zhang_gata6_targets_up
Curated_gene_sets:zhang_gata...1         SET      63    -0.096479   -0.0055714      0.13246       0.7668 Curated_gene_sets:zhang_gata6_targets_dn
Curated_gene_sets:mcgowan_rs...          SET      19    -0.018094  -0.00057448       0.2108       0.5342 Curated_gene_sets:mcgowan_rsp6_targets_up
Curated_gene_sets:kang_cispl...2         SET      19     -0.19737   -0.0062664      0.23434      0.80016 Curated_gene_sets:kang_cisplatin_resistance_up
Curated_gene_sets:kang_cispl...1         SET       8      0.19322    0.0039818      0.34608      0.28832 Curated_gene_sets:kang_cisplatin_resistance_dn
Curated_gene_sets:stearman_t...          SET      34    -0.083904   -0.0035622      0.18054      0.67894 Curated_gene_sets:stearman_tumor_field_effect_up
Curated_gene_sets:stearman_l...2         SET     118      0.15651     0.012351     0.087799     0.037336 Curated_gene_sets:stearman_lung_cancer_early_vs_late_up
Curated_gene_sets:stearman_l...1         SET      57    -0.085753    -0.004711      0.13994      0.72999 Curated_gene_sets:stearman_lung_cancer_early_vs_late_dn
Curated_gene_sets:heller_sil...2         SET     240     -0.12486    -0.014007     0.068044      0.96674 Curated_gene_sets:heller_silenced_by_methylation_up
Curated_gene_sets:heller_sil...1         SET     104    -0.021439   -0.0015889      0.10322      0.58227 Curated_gene_sets:heller_silenced_by_methylation_dn
Curated_gene_sets:heller_hda...4         SET     281    -0.011393   -0.0013814      0.05989      0.57544 Curated_gene_sets:heller_hdac_targets_up
Curated_gene_sets:heller_hda...1         SET     277     0.032517    0.0039148     0.062042       0.3001 Curated_gene_sets:heller_hdac_targets_dn
Curated_gene_sets:heller_hda...3         SET     396    -0.011635   -0.0016695     0.053794      0.58562 Curated_gene_sets:heller_hdac_targets_silenced_by_methylation_up
Curated_gene_sets:heller_hda...2         SET     265       0.1387     0.016338     0.063183     0.014083 Curated_gene_sets:heller_hdac_targets_silenced_by_methylation_dn
Curated_gene_sets:claus_pgr_...2         SET      10     -0.10949   -0.0025226      0.35458      0.62125 Curated_gene_sets:claus_pgr_positive_meningioma_up
Curated_gene_sets:claus_pgr_...1         SET      12      0.69849     0.017628      0.34998     0.022986 Curated_gene_sets:claus_pgr_positive_meningioma_dn
Curated_gene_sets:wong_mitoc...          SET     211    0.0096198    0.0010126     0.065404      0.44153 Curated_gene_sets:wong_mitochondria_gene_module
Curated_gene_sets:wong_prote...          SET      47     0.060149    0.0030014      0.13708      0.33041 Curated_gene_sets:wong_proteasome_gene_module
Curated_gene_sets:coates_mac...2         SET      82    -0.051602   -0.0033979      0.11725      0.67007 Curated_gene_sets:coates_macrophage_m1_vs_m2_up
Curated_gene_sets:coates_mac...1         SET      76     0.020097    0.0012742      0.12341      0.43532 Curated_gene_sets:coates_macrophage_m1_vs_m2_dn
Curated_gene_sets:lee_metast...3         SET      15    -0.057842   -0.0016319      0.20589      0.61062 Curated_gene_sets:lee_metastasis_and_rna_processing_up
Curated_gene_sets:lee_metast...2         SET      66     0.074126    0.0043809      0.12852      0.28206 Curated_gene_sets:lee_metastasis_and_alternative_splicing_up
Curated_gene_sets:lee_metast...1         SET      43     0.094529    0.0045122      0.15494       0.2709 Curated_gene_sets:lee_metastasis_and_alternative_splicing_dn
Curated_gene_sets:lin_melano...2         SET      71    0.0025132   0.00015404      0.13998      0.49284 Curated_gene_sets:lin_melanoma_copy_number_up
Curated_gene_sets:lin_melano...1         SET      41    -0.039291   -0.0018314      0.17313      0.58976 Curated_gene_sets:lin_melanoma_copy_number_dn
Curated_gene_sets:martinez_r...4         SET     637     0.014411    0.0026054     0.040616      0.36137 Curated_gene_sets:martinez_rb1_targets_up
Curated_gene_sets:martinez_r...3         SET     508     0.069703     0.011294     0.045429     0.062484 Curated_gene_sets:martinez_rb1_targets_dn
Curated_gene_sets:martinez_t...2         SET     572      0.05094    0.0087427     0.042903      0.11756 Curated_gene_sets:martinez_tp53_targets_up
Curated_gene_sets:martinez_t...1         SET     551     0.017799    0.0029999     0.043394      0.34084 Curated_gene_sets:martinez_tp53_targets_dn
Curated_gene_sets:martinez_r...2         SET     573     0.035959    0.0061768     0.042966      0.20132 Curated_gene_sets:martinez_rb1_and_tp53_targets_up
Curated_gene_sets:martinez_r...1         SET     547     0.032935    0.0055314     0.043537      0.22468 Curated_gene_sets:martinez_rb1_and_tp53_targets_dn
Curated_gene_sets:finetti_br...2         SET      16     -0.32005   -0.0093258      0.28301      0.87094 Curated_gene_sets:finetti_breast_cancer_kinome_red
Curated_gene_sets:finetti_br...1         SET      14     -0.11928   -0.0032512      0.29999      0.65454 Curated_gene_sets:finetti_breast_cancer_kinome_green
Curated_gene_sets:finetti_br...3         SET      20      0.16699    0.0054397      0.22295      0.22693 Curated_gene_sets:finetti_breast_cancers_kinome_blue
Curated_gene_sets:finetti_br...4         SET      15     -0.19418   -0.0054784      0.27808      0.75749 Curated_gene_sets:finetti_breast_cancers_kinome_gray
Curated_gene_sets:massarweh_...3         SET     538     -0.06882    -0.011466     0.045964      0.93283 Curated_gene_sets:massarweh_tamoxifen_resistance_up
Curated_gene_sets:massarweh_...2         SET     222      -0.0806      -0.0087     0.072482      0.86692 Curated_gene_sets:massarweh_tamoxifen_resistance_dn
Curated_gene_sets:massarweh_...1         SET      61     -0.16648   -0.0094603      0.13553      0.89034 Curated_gene_sets:massarweh_response_to_estradiol
Curated_gene_sets:wallace_pr...4         SET      19      0.08943    0.0028394      0.22634      0.34638 Curated_gene_sets:wallace_prostate_cancer_up
Curated_gene_sets:wallace_pr...1         SET       5      -0.3289   -0.0053589      0.52433      0.73476 Curated_gene_sets:wallace_prostate_cancer_dn
Curated_gene_sets:wallace_pr...3         SET     256    -0.087179    -0.010096     0.067863      0.90053 Curated_gene_sets:wallace_prostate_cancer_race_up
Curated_gene_sets:wallace_pr...2         SET      78     -0.10798   -0.0069354      0.11187      0.83277 Curated_gene_sets:wallace_prostate_cancer_race_dn
Curated_gene_sets:sarrio_epi...2         SET     177    -0.086157   -0.0083141     0.071358      0.88635 Curated_gene_sets:sarrio_epithelial_mesenchymal_transition_up
Curated_gene_sets:sarrio_epi...1         SET     143    -0.099021   -0.0085966     0.087628      0.87076 Curated_gene_sets:sarrio_epithelial_mesenchymal_transition_dn
Curated_gene_sets:ouillette_...2         SET      71    -0.083649   -0.0051269      0.11091      0.77462 Curated_gene_sets:ouillette_cll_13q14_deletion_up
Curated_gene_sets:ouillette_...1         SET      52     0.028528    0.0014971      0.14609      0.42259 Curated_gene_sets:ouillette_cll_13q14_deletion_dn
Curated_gene_sets:yokoe_canc...          SET      32     -0.22916   -0.0094391      0.16056      0.92324 Curated_gene_sets:yokoe_cancer_testis_antigens
Curated_gene_sets:marzec_il2...2         SET     108     0.013857    0.0010464     0.094426      0.44167 Curated_gene_sets:marzec_il2_signaling_up
Curated_gene_sets:marzec_il2...1         SET      36       0.2896     0.012651      0.17072     0.044924 Curated_gene_sets:marzec_il2_signaling_dn
Curated_gene_sets:iwanaga_ca...3         SET     173    -0.032687   -0.0031187     0.074996      0.66852 Curated_gene_sets:iwanaga_carcinogenesis_by_kras_pten_up
Curated_gene_sets:iwanaga_ca...2         SET     334    0.0021731   0.00028685     0.055467      0.48437 Curated_gene_sets:iwanaga_carcinogenesis_by_kras_pten_dn
Curated_gene_sets:iwanaga_ca...4         SET     160    -0.027036   -0.0024816     0.081171      0.63046 Curated_gene_sets:iwanaga_carcinogenesis_by_kras_up
Curated_gene_sets:iwanaga_ca...1         SET     108      0.31914     0.024101     0.094532   0.00036849 Curated_gene_sets:iwanaga_carcinogenesis_by_kras_dn
Curated_gene_sets:der_ifn_al...1         SET       4      0.91889     0.013392      0.49412     0.031477 Curated_gene_sets:der_ifn_alpha_response_dn
Curated_gene_sets:camps_colo...2         SET      88     0.018932    0.0012913      0.12107      0.43787 Curated_gene_sets:camps_colon_cancer_copy_number_up
Curated_gene_sets:camps_colo...1         SET      52     -0.07434   -0.0039013      0.15982      0.67908 Curated_gene_sets:camps_colon_cancer_copy_number_dn
Curated_gene_sets:rizki_tumo...4         SET     196    0.0039649   0.00040242     0.070447      0.47756 Curated_gene_sets:rizki_tumor_invasiveness_3d_up
Curated_gene_sets:rizki_tumo...3         SET     247    -0.029428   -0.0033483     0.065089      0.67441 Curated_gene_sets:rizki_tumor_invasiveness_3d_dn
Curated_gene_sets:rizki_tumo...2         SET      64     0.022275    0.0012965      0.11887      0.42568 Curated_gene_sets:rizki_tumor_invasiveness_2d_up
Curated_gene_sets:rizki_tumo...1         SET      59    -0.023394   -0.0013075       0.1352      0.56869 Curated_gene_sets:rizki_tumor_invasiveness_2d_dn
Curated_gene_sets:fujii_ybx1...2         SET      38    -0.076803   -0.0034468      0.15994      0.68445 Curated_gene_sets:fujii_ybx1_targets_up
Curated_gene_sets:fujii_ybx1...1         SET     180     0.036448    0.0035466     0.071478      0.30506 Curated_gene_sets:fujii_ybx1_targets_dn
Curated_gene_sets:osada_ascl...2         SET      43    -0.028411   -0.0013561      0.16367       0.5689 Curated_gene_sets:osada_ascl1_targets_up
Curated_gene_sets:osada_ascl...1         SET      23     0.009232   0.00032246      0.23501      0.48433 Curated_gene_sets:osada_ascl1_targets_dn
Curated_gene_sets:cheng_impr...          SET     105      0.21016      0.01565       0.1059     0.023606 Curated_gene_sets:cheng_imprinted_by_estradiol
Curated_gene_sets:de_yy1_tar...2         SET      17     0.082631    0.0024818      0.26429      0.37727 Curated_gene_sets:de_yy1_targets_up
Curated_gene_sets:de_yy1_tar...1         SET      89    -0.012831  -0.00088008      0.11529      0.54431 Curated_gene_sets:de_yy1_targets_dn
Curated_gene_sets:mccabe_bou...          SET     394    0.0018652   0.00026698      0.05192      0.48567 Curated_gene_sets:mccabe_bound_by_hoxc6
Curated_gene_sets:pos_respon...2         SET      12       1.0547     0.026617      0.31956    0.0004838 Curated_gene_sets:pos_response_to_histamine_up
Curated_gene_sets:pos_respon...1         SET      11    -0.045972   -0.0011108      0.33579      0.55445 Curated_gene_sets:pos_response_to_histamine_dn
Curated_gene_sets:pos_histam...          SET      31      0.32791     0.013294        0.197     0.048014 Curated_gene_sets:pos_histamine_response_network
Curated_gene_sets:dairkee_ca...3         SET      28      0.30764     0.011855       0.1799     0.043633 Curated_gene_sets:dairkee_cancer_prone_response_e2
Curated_gene_sets:dairkee_ca...1         SET      52    -0.045617    -0.002394      0.13263      0.63455 Curated_gene_sets:dairkee_cancer_prone_response_bpa
Curated_gene_sets:dairkee_ca...2         SET     111      0.17738     0.013579     0.095455     0.031572 Curated_gene_sets:dairkee_cancer_prone_response_bpa_e2
Curated_gene_sets:yamashita_...6         SET       7     -0.26516   -0.0051116      0.41839      0.73687 Curated_gene_sets:yamashita_silenced_by_methylation
Curated_gene_sets:yamashita_...5         SET      57    -0.035894   -0.0019719      0.13847      0.60227 Curated_gene_sets:yamashita_methylated_in_prostate_cancer
Curated_gene_sets:ouyang_pro...3         SET      19    -0.085645   -0.0027192      0.25407      0.63197 Curated_gene_sets:ouyang_prostate_cancer_progression_up
Curated_gene_sets:ouyang_pro...2         SET      20      0.18767    0.0061131      0.21384      0.19008 Curated_gene_sets:ouyang_prostate_cancer_progression_dn
Curated_gene_sets:ouyang_pro...1         SET      20     -0.18578   -0.0060517      0.24223      0.77844 Curated_gene_sets:ouyang_prostate_cancer_markers
Curated_gene_sets:riggi_ewin...2         SET     412     0.084339     0.012338     0.056157     0.066579 Curated_gene_sets:riggi_ewing_sarcoma_progenitor_up
Curated_gene_sets:riggi_ewin...1         SET     179     -0.11805    -0.011455     0.083594      0.92104 Curated_gene_sets:riggi_ewing_sarcoma_progenitor_dn
Curated_gene_sets:gautschi_s...          SET       8    0.0033564    6.917e-05      0.36718      0.49635 Curated_gene_sets:gautschi_src_signaling
Curated_gene_sets:vicent_met...          SET      14      0.93594     0.025511      0.29941   0.00088764 Curated_gene_sets:vicent_metastasis_up
Curated_gene_sets:ambrosini_...          SET     104     -0.12356   -0.0091572     0.097108      0.89837 Curated_gene_sets:ambrosini_flavopiridol_treatment_tp53
Curated_gene_sets:hann_resis...2         SET      32      0.11892    0.0048983      0.20799      0.28375 Curated_gene_sets:hann_resistance_to_bcl2_inhibitor_up
Curated_gene_sets:hann_resis...1         SET      45      0.17449    0.0085202      0.16425      0.14405 Curated_gene_sets:hann_resistance_to_bcl2_inhibitor_dn
Curated_gene_sets:engelmann_...2         SET      47    -0.054956   -0.0027423      0.15913      0.63508 Curated_gene_sets:engelmann_cancer_progenitors_up
Curated_gene_sets:engelmann_...1         SET      64    -0.025194   -0.0014664      0.13425      0.57443 Curated_gene_sets:engelmann_cancer_progenitors_dn
Curated_gene_sets:worschech_...4         SET      58     -0.05749   -0.0031859      0.13254      0.66777 Curated_gene_sets:worschech_tumor_rejection_up
Curated_gene_sets:worschech_...3         SET      11      0.26977    0.0065185      0.28274      0.17002 Curated_gene_sets:worschech_tumor_rejection_dn
Curated_gene_sets:huang_foxa...2         SET      47     0.085923    0.0042875      0.16478      0.30104 Curated_gene_sets:huang_foxa2_targets_up
Curated_gene_sets:huang_foxa...1         SET      36    -0.089011   -0.0038884      0.17823      0.69126 Curated_gene_sets:huang_foxa2_targets_dn
Curated_gene_sets:masri_resi...2         SET      17      0.14796    0.0044439      0.26464      0.28805 Curated_gene_sets:masri_resistance_to_tamoxifen_and_aromatase_inhibitors_up
Curated_gene_sets:masri_resi...1         SET      18    -0.099876   -0.0030866      0.25656      0.65147 Curated_gene_sets:masri_resistance_to_tamoxifen_and_aromatase_inhibitors_dn
Curated_gene_sets:mishra_car...2         SET      23      0.31039     0.010841      0.20974     0.069461 Curated_gene_sets:mishra_carcinoma_associated_fibroblast_up
Curated_gene_sets:mccabe_hox...4         SET       9     -0.27273   -0.0059612      0.32442      0.79973 Curated_gene_sets:mccabe_hoxc6_targets_up
Curated_gene_sets:mccabe_hox...3         SET      21      0.17027    0.0056832       0.2237      0.22329 Curated_gene_sets:mccabe_hoxc6_targets_dn
Curated_gene_sets:ting_silen...          SET      31     -0.26758    -0.010848      0.19517       0.9148 Curated_gene_sets:ting_silenced_by_dicer
Curated_gene_sets:boyerinas_...          SET      10       0.2744    0.0063221      0.37566      0.23256 Curated_gene_sets:boyerinas_oncofetal_targets_of_let7a1
Curated_gene_sets:mccabe_hox...2         SET      26     0.076688    0.0028477       0.1922      0.34495 Curated_gene_sets:mccabe_hoxc6_targets_cancer_up
Curated_gene_sets:mccabe_hox...1         SET      19      0.10753    0.0034142       0.2143      0.30791 Curated_gene_sets:mccabe_hoxc6_targets_cancer_dn
Curated_gene_sets:molenaar_t...2         SET      62      0.16951    0.0097108      0.12129     0.081129 Curated_gene_sets:molenaar_targets_of_ccnd1_and_cdk4_up
Curated_gene_sets:molenaar_t...1         SET      53      0.16208    0.0085869      0.13004      0.10632 Curated_gene_sets:molenaar_targets_of_ccnd1_and_cdk4_dn
Curated_gene_sets:acevedo_no...2         SET     160     0.057117    0.0052427     0.074423      0.22141 Curated_gene_sets:acevedo_normal_tissue_adjacent_to_liver_tumor_up
Curated_gene_sets:acevedo_no...1         SET     344   -0.0071139  -0.00095273     0.051327      0.55512 Curated_gene_sets:acevedo_normal_tissue_adjacent_to_liver_tumor_dn
Curated_gene_sets:acevedo_li...2         SET     904   -0.0075117   -0.0016059     0.033726      0.58812 Curated_gene_sets:acevedo_liver_cancer_up
Curated_gene_sets:acevedo_li...1         SET     525    -0.084972    -0.013989     0.043651       0.9742 Curated_gene_sets:acevedo_liver_cancer_dn
Curated_gene_sets:acevedo_li...8         SET     813     0.017496    0.0035562     0.034806       0.3076 Curated_gene_sets:acevedo_liver_tumor_vs_normal_adjacent_tissue_up
Curated_gene_sets:acevedo_li...7         SET     261      0.01841    0.0021524     0.059048      0.37761 Curated_gene_sets:acevedo_liver_tumor_vs_normal_adjacent_tissue_dn
Curated_gene_sets:acevedo_li...4         SET     243  -0.00041895  -4.7286e-05     0.072742       0.5023 Curated_gene_sets:acevedo_liver_cancer_with_h3k27me3_up
Curated_gene_sets:acevedo_li...3         SET     183    -0.069989   -0.0068662      0.07901      0.81214 Curated_gene_sets:acevedo_liver_cancer_with_h3k27me3_dn
Curated_gene_sets:acevedo_li...6         SET     117    -0.060786   -0.0047767      0.10535      0.71803 Curated_gene_sets:acevedo_liver_cancer_with_h3k9me3_up
Curated_gene_sets:acevedo_li...5         SET     107     -0.12678   -0.0095303      0.10142      0.89435 Curated_gene_sets:acevedo_liver_cancer_with_h3k9me3_dn
Curated_gene_sets:acevedo_me...          SET     725     0.069501     0.013373     0.041948     0.048787 Curated_gene_sets:acevedo_methylated_in_liver_cancer_dn
Curated_gene_sets:mitsiades_...2         SET     407     0.037706    0.0054834     0.049705      0.22405 Curated_gene_sets:mitsiades_response_to_aplidin_up
Curated_gene_sets:mitsiades_...1         SET     241   -0.0055265  -0.00062122     0.064475      0.53415 Curated_gene_sets:mitsiades_response_to_aplidin_dn
Curated_gene_sets:hoque_meth...          SET      55      0.19688     0.010625      0.14255     0.083632 Curated_gene_sets:hoque_methylated_in_cancer
Curated_gene_sets:nadella_pr...2         SET       9     -0.20669   -0.0045179      0.38375      0.70492 Curated_gene_sets:nadella_prkar1a_targets_up
Curated_gene_sets:nadella_pr...1         SET       6    -0.037756  -0.00067388      0.49046      0.53068 Curated_gene_sets:nadella_prkar1a_targets_dn
Curated_gene_sets:sagiv_cd24...2         SET      22    -0.015002  -0.00051249       0.2068      0.52891 Curated_gene_sets:sagiv_cd24_targets_up
Curated_gene_sets:sagiv_cd24...1         SET      45     0.099705    0.0048684      0.13981      0.23788 Curated_gene_sets:sagiv_cd24_targets_dn
Curated_gene_sets:smid_breas...14        SET      35     -0.35501    -0.015292      0.18723      0.97102 Curated_gene_sets:smid_breast_cancer_relapse_in_brain_up
Curated_gene_sets:smid_breas...13        SET      76    -0.080238   -0.0050874      0.12188      0.74483 Curated_gene_sets:smid_breast_cancer_relapse_in_brain_dn
Curated_gene_sets:smid_breas...12        SET      94    -0.020467   -0.0014425      0.11169       0.5727 Curated_gene_sets:smid_breast_cancer_relapse_in_bone_up
Curated_gene_sets:smid_breas...11        SET     277     -0.13604    -0.016378     0.064771      0.98214 Curated_gene_sets:smid_breast_cancer_relapse_in_bone_dn
Curated_gene_sets:smid_breas...18        SET      22     -0.36635    -0.012515      0.21914      0.95271 Curated_gene_sets:smid_breast_cancer_relapse_in_lung_up
Curated_gene_sets:smid_breas...17        SET      37     0.086904    0.0038486      0.17677       0.3115 Curated_gene_sets:smid_breast_cancer_relapse_in_lung_dn
Curated_gene_sets:smid_breas...16        SET       6      -0.5598   -0.0099914      0.39108      0.92384 Curated_gene_sets:smid_breast_cancer_relapse_in_liver_up
Curated_gene_sets:smid_breas...15        SET       9     -0.69352    -0.015159      0.30999      0.98736 Curated_gene_sets:smid_breast_cancer_relapse_in_liver_dn
Curated_gene_sets:smid_breas...20        SET       6      0.53218    0.0094983      0.42462      0.10505 Curated_gene_sets:smid_breast_cancer_relapse_in_pleura_up
Curated_gene_sets:smid_breas...19        SET      24     -0.37556      -0.0134      0.20596      0.96587 Curated_gene_sets:smid_breast_cancer_relapse_in_pleura_dn
Curated_gene_sets:smid_breas...8         SET     163     0.061325    0.0056811     0.080943      0.22434 Curated_gene_sets:smid_breast_cancer_luminal_b_up
Curated_gene_sets:smid_breas...7         SET     512     -0.12093    -0.019669     0.048603      0.99358 Curated_gene_sets:smid_breast_cancer_luminal_b_dn
Curated_gene_sets:smid_breas...6         SET      80      0.10278    0.0066853       0.1239       0.2034 Curated_gene_sets:smid_breast_cancer_luminal_a_up
Curated_gene_sets:smid_breas...5         SET      16       0.1243    0.0036217      0.21719      0.28356 Curated_gene_sets:smid_breast_cancer_luminal_a_dn
Curated_gene_sets:smid_breas...4         SET     132    -0.054448   -0.0045429     0.092727      0.72146 Curated_gene_sets:smid_breast_cancer_erbb2_up
Curated_gene_sets:smid_breas...3         SET       5    -0.066291   -0.0010801      0.48097      0.55481 Curated_gene_sets:smid_breast_cancer_erbb2_dn
Curated_gene_sets:smid_breas...10        SET     431    -0.048229   -0.0072128     0.051651      0.82477 Curated_gene_sets:smid_breast_cancer_normal_like_up
Curated_gene_sets:smid_breas...9         SET       6      0.25608    0.0045706      0.40702      0.26463 Curated_gene_sets:smid_breast_cancer_normal_like_dn
Curated_gene_sets:smid_breas...2         SET     602    -0.074739    -0.013149     0.043592      0.95677 Curated_gene_sets:smid_breast_cancer_basal_up
Curated_gene_sets:smid_breas...1         SET     660    -0.015229   -0.0028007     0.042362      0.64038 Curated_gene_sets:smid_breast_cancer_basal_dn
Curated_gene_sets:kumamoto_r...2         SET       8      0.19579    0.0040348      0.34683      0.28621 Curated_gene_sets:kumamoto_response_to_nutlin_3a_up
Curated_gene_sets:kumamoto_r...1         SET      10     -0.34902   -0.0080412       0.3099      0.86996 Curated_gene_sets:kumamoto_response_to_nutlin_3a_dn
Curated_gene_sets:ito_pttg1_...2         SET      12     -0.45637    -0.011517      0.30187       0.9347 Curated_gene_sets:ito_pttg1_targets_up
Curated_gene_sets:ito_pttg1_...1         SET       9     0.088448    0.0019333       0.3244      0.39256 Curated_gene_sets:ito_pttg1_targets_dn
Curated_gene_sets:le_ski_tar...2         SET      17     0.010882   0.00032683      0.26577      0.48367 Curated_gene_sets:le_ski_targets_up
Curated_gene_sets:le_ski_tar...1         SET       7     -0.24214   -0.0046679      0.46632      0.69821 Curated_gene_sets:le_ski_targets_dn
Curated_gene_sets:bonome_ova...2         SET      29      0.28727     0.011265      0.20941     0.085073 Curated_gene_sets:bonome_ovarian_cancer_poor_survival_up
Curated_gene_sets:bonome_ova...1         SET      19      0.16675    0.0052942      0.21166      0.21541 Curated_gene_sets:bonome_ovarian_cancer_poor_survival_dn
Curated_gene_sets:bonome_ova...3         SET     219    -0.048969   -0.0052504     0.069137      0.76061 Curated_gene_sets:bonome_ovarian_cancer_survival_optimal_debulking
Curated_gene_sets:bonome_ova...4         SET     473     0.017826    0.0027896     0.047756      0.35447 Curated_gene_sets:bonome_ovarian_cancer_survival_suboptimal_debulking
Curated_gene_sets:gali_tp53_...2         SET       8      0.16441    0.0033882       0.3716      0.32909 Curated_gene_sets:gali_tp53_targets_apoptotic_up
Curated_gene_sets:gali_tp53_...1         SET       6     -0.17292   -0.0030864      0.41288      0.66232 Curated_gene_sets:gali_tp53_targets_apoptotic_dn
Curated_gene_sets:moserle_if...          SET      31     0.054713    0.0022182      0.20664      0.39559 Curated_gene_sets:moserle_ifna_response
Curated_gene_sets:mcgarvey_s...          SET      41     -0.24381    -0.011365      0.17113      0.92287 Curated_gene_sets:mcgarvey_silenced_by_methylation_in_colon_cancer
Curated_gene_sets:wilson_pro...2         SET      20    -0.079595   -0.0025927      0.22195      0.64005 Curated_gene_sets:wilson_proteases_at_tumor_bone_interface_up
Curated_gene_sets:wilson_pro...1         SET       6     0.095079     0.001697      0.49762      0.42424 Curated_gene_sets:wilson_proteases_at_tumor_bone_interface_dn
Curated_gene_sets:weber_meth...2         SET       6     0.041922   0.00074824      0.32059      0.44798 Curated_gene_sets:weber_methylated_hcp_in_fibroblast_up
Curated_gene_sets:weber_meth...1         SET      41    -0.027048   -0.0012608      0.13748      0.57799 Curated_gene_sets:weber_methylated_hcp_in_fibroblast_dn
Curated_gene_sets:weber_meth...3         SET      28    0.0020134   7.7585e-05      0.15498      0.49482 Curated_gene_sets:weber_methylated_hcp_in_sperm_dn
Curated_gene_sets:weber_meth...4         SET      19    -0.052681   -0.0016726      0.21814      0.59542 Curated_gene_sets:weber_methylated_hcp_in_sperm_up
Curated_gene_sets:basso_hair...2         SET      76     -0.16063    -0.010184      0.13011      0.89148 Curated_gene_sets:basso_hairy_cell_leukemia_up
